---,MapType,StageID,StartDate,EndDate,RuleID
398,512,20001,2022-04-20 08:00:00,2022-04-27 06:00:00,0
399,512,20002,2022-04-27 08:00:00,2022-05-04 06:00:00,0
400,512,20004,2022-05-04 08:00:00,2022-05-11 06:00:00,0
401,512,20001,2022-05-11 08:00:00,2022-05-18 06:00:00,0
402,512,20002,2022-05-18 08:00:00,2022-05-25 06:00:00,0
403,512,20004,2022-05-25 08:00:00,2022-06-01 06:00:00,0
404,512,20001,2022-06-01 08:00:00,2022-06-08 06:00:00,0
405,512,20002,2022-06-08 08:00:00,2022-06-15 06:00:00,0
406,512,20004,2022-06-15 08:00:00,2022-06-22 06:00:00,0
407,512,20001,2022-06-22 08:00:00,2022-06-29 06:00:00,0
408,512,20002,2022-06-29 08:00:00,2022-07-06 06:00:00,0
409,512,20004,2022-07-06 08:00:00,2022-07-13 06:00:00,0
410,512,20001,2022-07-13 08:00:00,2022-07-20 06:00:00,0
411,512,20002,2022-07-20 08:00:00,2022-07-27 06:00:00,0
412,512,20004,2022-07-27 08:00:00,2022-08-03 06:00:00,0
413,512,20001,2022-08-03 08:00:00,2022-08-10 06:00:00,0
414,512,20002,2022-08-10 08:00:00,2022-08-17 06:00:00,0
415,512,20004,2022-08-17 08:00:00,2022-08-24 06:00:00,0
416,512,20001,2022-08-24 08:00:00,2022-08-31 06:00:00,0
417,512,20002,2022-08-31 08:00:00,2022-09-07 06:00:00,0
418,512,20004,2022-09-07 08:00:00,2022-09-14 06:00:00,0
419,512,20001,2022-09-14 08:00:00,2022-09-21 06:00:00,0
420,512,20002,2022-09-21 08:00:00,2022-09-28 06:00:00,0
421,512,20004,2022-09-28 08:00:00,2022-10-05 06:00:00,0
422,512,20001,2022-10-05 08:00:00,2022-10-12 06:00:00,0
423,512,20002,2022-10-12 08:00:00,2022-10-19 06:00:00,0
424,512,20004,2022-10-19 08:00:00,2022-10-26 06:00:00,0
425,512,20001,2022-10-26 08:00:00,2022-11-02 06:00:00,0
426,512,20002,2022-11-02 08:00:00,2022-11-09 06:00:00,0
427,512,20004,2022-11-09 08:00:00,2022-11-16 06:00:00,0
428,512,20001,2022-11-16 08:00:00,2022-11-23 06:00:00,0
429,512,20002,2022-11-23 08:00:00,2022-11-30 06:00:00,0
430,512,20004,2022-11-30 08:00:00,2022-12-07 06:00:00,0
431,512,20001,2022-12-07 08:00:00,2022-12-14 06:00:00,0
432,512,20002,2022-12-14 08:00:00,2022-12-21 06:00:00,0
433,512,20004,2022-12-21 08:00:00,2022-12-28 06:00:00,0
434,512,20001,2022-12-28 08:00:00,2030-01-01 06:00:00,0
