---,LowRankId,HighRankId,TitleText,TexturePath,InfoText,Condition,ModeId,GameModeId,ActiveFlag,TypeId
119,1,0,高度の維持,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0119.Tex_Tips_2on2_0119',ダッシュ中はブーストゲージが減り続ける。\n高度を維持することが重要となる。,0,1,1,True,1
120,1,0,ダブルロックオン,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0121.Tex_Tips_2on2_0121',味方が自分と同じ敵を狙っている表示。矢印の向きによって\n味方がどこから狙っているか把握できる。,0,1,1,True,0
121,1,0,ミッション,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0120.Tex_Tips_2on2_0120',クリア条件を達成することで、称号やエンブレムなど\nカスタマイズアイテムを獲得することができます。,0,1,1,True,3
122,1,0,状態異常 氷結,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0114.Tex_Tips_2on2_0114',一定時間　回避行動を行うことができず、\n移動性能が制限される。,0,1,0,True,3
123,1,0,ミッション,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0120.Tex_Tips_2on2_0120',クリア条件を達成することで、称号やエンブレムなど\nカスタマイズアイテムを獲得することができます。,0,1,0,True,3
124,1,0,レヴォルフィア,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0125.Tex_Tips_2on2_0125',ダウン性能を持つ、巨大なビーム弾を発射する。\n接近してくる敵や、バースト状態の敵に大ダメージを与えよう。,0,1,1,True,2
125,1,0,シエライトレーザー,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0123.Tex_Tips_2on2_0123',敵の上空からレーザー砲を発射する。\n敵が動きを止める瞬間を見極め、攻撃しよう。,0,1,1,True,2
126,1,0,繚乱爆弾 泡沫,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0122.Tex_Tips_2on2_0122',怯み性能を持つ、泡状の弾を発射する。\n長時間停滞するため、敵の足止めや罠として活用しよう。,0,1,1,True,2
127,1,0,テンペスト・リヴァ,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0126.Tex_Tips_2on2_0126',前方に進む竜巻を発生させヒットした敵の移動速度を低下させる。\n敵の移動性能を落として、他の武器とのコンボを狙おう。,0,1,1,True,2
128,1,0,レイスレイヴXt-Z,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0129.Tex_Tips_2on2_0129',攻撃と回復を行う、自動射撃装置を展開する。\n味方の付近で戦闘し、効果を最大限活かそう。,0,1,1,True,2
129,1,0,イヴフィールド,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0124.Tex_Tips_2on2_0124',衝撃波を展開し、ヒットした敵を吹き飛ばす。\n格闘武器や、近距離で戦闘を仕掛けてくる敵に有効。,0,1,1,True,2
130,1,0,シールドヴァイト-X,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0128.Tex_Tips_2on2_0128',全方位シールドを展開する。\n展開時間が短いため、敵の攻撃を見極めて使おう。,0,1,1,True,2
131,1,0,デウステルス,Texture2D'/Game/GUI/OutGame/Tips/Tex/Tex_Tips_2on2_0127.Tex_Tips_2on2_0127',一定時間透明化し、敵に機体情報が表示されない。\n敵に奇襲をかけたり、遠距離からの攻撃を狙おう。,0,1,1,True,2
