---,MechaPartDesignId,Name,MechaId,PartId,DesignId,IsDefault
413,50023,CU・レイター・Ａ\nカーディナルカラー,5,3,2,False
414,50024,CU・レイター・Ｌ\nカーディナルカラー,5,4,2,False
415,50025,CU・レイター・Ｗ\nカーディナルカラー,5,5,2,False
416,50031,CU・レイター・Ｈ\nスクラッパーカラー,5,1,3,False
417,50032,CU・レイター・Ｂ\nスクラッパーカラー,5,2,3,False
418,50033,CU・レイター・Ａ\nスクラッパーカラー,5,3,3,False
419,50034,CU・レイター・Ｌ\nスクラッパーカラー,5,4,3,False
420,50035,CU・レイター・Ｗ\nスクラッパーカラー,5,5,3,False
421,50041,CU・レイター・Ｈ\nサイトヘッドカラー,5,1,4,False
422,50042,CU・レイター・Ｂ\nサイトヘッドカラー,5,2,4,False
423,50043,CU・レイター・Ａ\nサイトヘッドカラー,5,3,4,False
424,50044,CU・レイター・Ｌ\nサイトヘッドカラー,5,4,4,False
425,50045,CU・レイター・Ｗ\nサイトヘッドカラー,5,5,4,False
426,50061,CU・レイター・Ｈ\nゴールテン・Dカラー,5,1,6,False
427,50062,CU・レイター・Ｂ\nゴールテン・Dカラー,5,2,6,False
428,50063,CU・レイター・Ａ\nゴールテン・Dカラー,5,3,6,False
429,50064,CU・レイター・Ｌ\nゴールテン・Dカラー,5,4,6,False
430,50065,CU・レイター・Ｗ\nゴールテン・Dカラー,5,5,6,False
431,50071,CU・レイター・Ｈ\nアンゼロイカラー,5,1,7,False
432,50072,CU・レイター・Ｂ\nアンゼロイカラー,5,2,7,False
433,50073,CU・レイター・Ａ\nアンゼロイカラー,5,3,7,False
434,50074,CU・レイター・Ｌ\nアンゼロイカラー,5,4,7,False
435,50075,CU・レイター・Ｗ\nアンゼロイカラー,5,5,7,False
436,50081,CU・レイター・Ｈ\nディスドスカラー,5,1,8,False
437,50082,CU・レイター・Ｂ\nディスドスカラー,5,2,8,False
438,50083,CU・レイター・Ａ\nディスドスカラー,5,3,8,False
439,50084,CU・レイター・Ｌ\nディスドスカラー,5,4,8,False
440,50085,CU・レイター・Ｗ\nディスドスカラー,5,5,8,False
441,50091,CU・レイター・Ｈ\nサブライガカラー,5,1,9,False
442,50092,CU・レイター・Ｂ\nサブライガカラー,5,2,9,False
443,50093,CU・レイター・Ａ\nサブライガカラー,5,3,9,False
444,50094,CU・レイター・Ｌ\nサブライガカラー,5,4,9,False
445,50095,CU・レイター・Ｗ\nサブライガカラー,5,5,9,False
446,50101,CU・レイター・Ｈ\nファルマコンカラー,5,1,10,False
447,50102,CU・レイター・Ｂ\nファルマコンカラー,5,2,10,False
448,50103,CU・レイター・Ａ\nファルマコンカラー,5,3,10,False
449,50104,CU・レイター・Ｌ\nファルマコンカラー,5,4,10,False
450,50105,CU・レイター・Ｗ\nファルマコンカラー,5,5,10,False
451,50111,CU・レイター・Ｈ\nラピスヘッジカラー,5,1,11,False
452,50112,CU・レイター・Ｂ\nラピスヘッジカラー,5,2,11,False
453,50113,CU・レイター・Ａ\nラピスヘッジカラー,5,3,11,False
454,50114,CU・レイター・Ｌ\nラピスヘッジカラー,5,4,11,False
455,50115,CU・レイター・Ｗ\nラピスヘッジカラー,5,5,11,False
456,50121,CU・レイター・Ｈ\nパ・フェクトカラー,5,1,12,False
457,50122,CU・レイター・Ｂ\nパ・フェクトカラー,5,2,12,False
458,50123,CU・レイター・Ａ\nパ・フェクトカラー,5,3,12,False
459,50124,CU・レイター・Ｌ\nパ・フェクトカラー,5,4,12,False
460,50125,CU・レイター・Ｗ\nパ・フェクトカラー,5,5,12,False
461,50131,CU・レイター・Ｈ\nエタニティカラー,5,1,13,False
462,50132,CU・レイター・Ｂ\nエタニティカラー,5,2,13,False
463,50133,CU・レイター・Ａ\nエタニティカラー,5,3,13,False
464,50134,CU・レイター・Ｌ\nエタニティカラー,5,4,13,False
465,50135,CU・レイター・Ｗ\nエタニティカラー,5,5,13,False
466,50141,CU・レイター・Ｈ\nオキサイドカラー,5,1,14,False
467,50142,CU・レイター・Ｂ\nオキサイドカラー,5,2,14,False
468,50143,CU・レイター・Ａ\nオキサイドカラー,5,3,14,False
469,50144,CU・レイター・Ｌ\nオキサイドカラー,5,4,14,False
470,50145,CU・レイター・Ｗ\nオキサイドカラー,5,5,14,False
471,51011,CU・レイター・Ｈ\n深森,5,1,101,False
472,51012,CU・レイター・Ｂ\n深森,5,2,101,False
473,51013,CU・レイター・Ａ\n深森,5,3,101,False
474,51014,CU・レイター・Ｌ\n深森,5,4,101,False
475,51015,CU・レイター・Ｗ\n深森,5,5,101,False
476,51021,CU・レイター・Ｈ\n岩塊,5,1,102,False
477,51022,CU・レイター・Ｂ\n岩塊,5,2,102,False
478,51023,CU・レイター・Ａ\n岩塊,5,3,102,False
479,51024,CU・レイター・Ｌ\n岩塊,5,4,102,False
480,51025,CU・レイター・Ｗ\n岩塊,5,5,102,False
481,51031,CU・レイター・Ｈ\n土漠,5,1,103,False
482,51032,CU・レイター・Ｂ\n土漠,5,2,103,False
483,51033,CU・レイター・Ａ\n土漠,5,3,103,False
484,51034,CU・レイター・Ｌ\n土漠,5,4,103,False
485,51035,CU・レイター・Ｗ\n土漠,5,5,103,False
486,51041,CU・レイター・Ｈ\n青碧,5,1,104,False
487,51042,CU・レイター・Ｂ\n青碧,5,2,104,False
488,51043,CU・レイター・Ａ\n青碧,5,3,104,False
489,51044,CU・レイター・Ｌ\n青碧,5,4,104,False
490,51045,CU・レイター・Ｗ\n青碧,5,5,104,False
491,51051,CU・レイター・Ｈ\n海響,5,1,105,False
492,51052,CU・レイター・Ｂ\n海響,5,2,105,False
493,51053,CU・レイター・Ａ\n海響,5,3,105,False
494,51054,CU・レイター・Ｌ\n海響,5,4,105,False
495,51055,CU・レイター・Ｗ\n海響,5,5,105,False
496,51061,CU・レイター・Ｈ\n桜花,5,1,106,False
497,51062,CU・レイター・Ｂ\n桜花,5,2,106,False
498,51063,CU・レイター・Ａ\n桜花,5,3,106,False
499,51064,CU・レイター・Ｌ\n桜花,5,4,106,False
500,51065,CU・レイター・Ｗ\n桜花,5,5,106,False
501,60061,ゴールテン・D・Ｈ,6,1,6,False
502,60062,ゴールテン・D・Ｂ,6,2,6,False
503,60063,ゴールテン・D・Ａ,6,3,6,False
504,60064,ゴールテン・D・Ｌ,6,4,6,False
505,60065,ゴールテン・D・Ｗ,6,5,6,False
506,60011,ゴールテン・D・Ｈ\nソリディアカラー,6,1,1,False
507,60012,ゴールテン・D・Ｂ\nソリディアカラー,6,2,1,False
508,60013,ゴールテン・D・Ａ\nソリディアカラー,6,3,1,False
509,60014,ゴールテン・D・Ｌ\nソリディアカラー,6,4,1,False
510,60015,ゴールテン・D・Ｗ\nソリディアカラー,6,5,1,False
511,60021,ゴールテン・D・Ｈ\nカーディナルカラー,6,1,2,False
512,60022,ゴールテン・D・Ｂ\nカーディナルカラー,6,2,2,False
513,60023,ゴールテン・D・Ａ\nカーディナルカラー,6,3,2,False
514,60024,ゴールテン・D・Ｌ\nカーディナルカラー,6,4,2,False
515,60025,ゴールテン・D・Ｗ\nカーディナルカラー,6,5,2,False
516,60031,ゴールテン・D・Ｈ\nスクラッパーカラー,6,1,3,False
517,60032,ゴールテン・D・Ｂ\nスクラッパーカラー,6,2,3,False
518,60033,ゴールテン・D・Ａ\nスクラッパーカラー,6,3,3,False
519,60034,ゴールテン・D・Ｌ\nスクラッパーカラー,6,4,3,False
520,60035,ゴールテン・D・Ｗ\nスクラッパーカラー,6,5,3,False
521,60041,ゴールテン・D・Ｈ\nサイトヘッドカラー,6,1,4,False
522,60042,ゴールテン・D・Ｂ\nサイトヘッドカラー,6,2,4,False
523,60043,ゴールテン・D・Ａ\nサイトヘッドカラー,6,3,4,False
524,60044,ゴールテン・D・Ｌ\nサイトヘッドカラー,6,4,4,False
525,60045,ゴールテン・D・Ｗ\nサイトヘッドカラー,6,5,4,False
526,60051,ゴールテン・D・Ｈ\nCU・レイターカラー,6,1,5,False
527,60052,ゴールテン・D・Ｂ\nCU・レイターカラー,6,2,5,False
528,60053,ゴールテン・D・Ａ\nCU・レイターカラー,6,3,5,False
529,60054,ゴールテン・D・Ｌ\nCU・レイターカラー,6,4,5,False
530,60055,ゴールテン・D・Ｗ\nCU・レイターカラー,6,5,5,False
531,60071,ゴールテン・D・Ｈ\nアンゼロイカラー,6,1,7,False
532,60072,ゴールテン・D・Ｂ\nアンゼロイカラー,6,2,7,False
533,60073,ゴールテン・D・Ａ\nアンゼロイカラー,6,3,7,False
534,60074,ゴールテン・D・Ｌ\nアンゼロイカラー,6,4,7,False
535,60075,ゴールテン・D・Ｗ\nアンゼロイカラー,6,5,7,False
536,60081,ゴールテン・D・Ｈ\nディスドスカラー,6,1,8,False
537,60082,ゴールテン・D・Ｂ\nディスドスカラー,6,2,8,False
538,60083,ゴールテン・D・Ａ\nディスドスカラー,6,3,8,False
539,60084,ゴールテン・D・Ｌ\nディスドスカラー,6,4,8,False
540,60085,ゴールテン・D・Ｗ\nディスドスカラー,6,5,8,False
541,60091,ゴールテン・D・Ｈ\nサブライガカラー,6,1,9,False
542,60092,ゴールテン・D・Ｂ\nサブライガカラー,6,2,9,False
543,60093,ゴールテン・D・Ａ\nサブライガカラー,6,3,9,False
544,60094,ゴールテン・D・Ｌ\nサブライガカラー,6,4,9,False
545,60095,ゴールテン・D・Ｗ\nサブライガカラー,6,5,9,False
546,60101,ゴールテン・D・Ｈ\nファルマコンカラー,6,1,10,False
547,60102,ゴールテン・D・Ｂ\nファルマコンカラー,6,2,10,False
548,60103,ゴールテン・D・Ａ\nファルマコンカラー,6,3,10,False
549,60104,ゴールテン・D・Ｌ\nファルマコンカラー,6,4,10,False
550,60105,ゴールテン・D・Ｗ\nファルマコンカラー,6,5,10,False
551,60111,ゴールテン・D・Ｈ\nラピスヘッジカラー,6,1,11,False
552,60112,ゴールテン・D・Ｂ\nラピスヘッジカラー,6,2,11,False
553,60113,ゴールテン・D・Ａ\nラピスヘッジカラー,6,3,11,False
554,60114,ゴールテン・D・Ｌ\nラピスヘッジカラー,6,4,11,False
555,60115,ゴールテン・D・Ｗ\nラピスヘッジカラー,6,5,11,False
556,60121,ゴールテン・D・Ｈ\nパ・フェクトカラー,6,1,12,False
557,60122,ゴールテン・D・Ｂ\nパ・フェクトカラー,6,2,12,False
558,60123,ゴールテン・D・Ａ\nパ・フェクトカラー,6,3,12,False
559,60124,ゴールテン・D・Ｌ\nパ・フェクトカラー,6,4,12,False
560,60125,ゴールテン・D・Ｗ\nパ・フェクトカラー,6,5,12,False
561,60131,ゴールテン・D・Ｈ\nエタニティカラー,6,1,13,False
562,60132,ゴールテン・D・Ｂ\nエタニティカラー,6,2,13,False
563,60133,ゴールテン・D・Ａ\nエタニティカラー,6,3,13,False
564,60134,ゴールテン・D・Ｌ\nエタニティカラー,6,4,13,False
565,60135,ゴールテン・D・Ｗ\nエタニティカラー,6,5,13,False
566,60141,ゴールテン・D・Ｈ\nオキサイドカラー,6,1,14,False
567,60142,ゴールテン・D・Ｂ\nオキサイドカラー,6,2,14,False
568,60143,ゴールテン・D・Ａ\nオキサイドカラー,6,3,14,False
569,60144,ゴールテン・D・Ｌ\nオキサイドカラー,6,4,14,False
570,60145,ゴールテン・D・Ｗ\nオキサイドカラー,6,5,14,False
571,61011,ゴールテン・D・Ｈ\n深森,6,1,101,False
572,61012,ゴールテン・D・Ｂ\n深森,6,2,101,False
573,61013,ゴールテン・D・Ａ\n深森,6,3,101,False
574,61014,ゴールテン・D・Ｌ\n深森,6,4,101,False
575,61015,ゴールテン・D・Ｗ\n深森,6,5,101,False
576,61021,ゴールテン・D・Ｈ\n岩塊,6,1,102,False
577,61022,ゴールテン・D・Ｂ\n岩塊,6,2,102,False
578,61023,ゴールテン・D・Ａ\n岩塊,6,3,102,False
579,61024,ゴールテン・D・Ｌ\n岩塊,6,4,102,False
580,61025,ゴールテン・D・Ｗ\n岩塊,6,5,102,False
581,61031,ゴールテン・D・Ｈ\n土漠,6,1,103,False
582,61032,ゴールテン・D・Ｂ\n土漠,6,2,103,False
583,61033,ゴールテン・D・Ａ\n土漠,6,3,103,False
584,61034,ゴールテン・D・Ｌ\n土漠,6,4,103,False
585,61035,ゴールテン・D・Ｗ\n土漠,6,5,103,False
586,61041,ゴールテン・D・Ｈ\n青碧,6,1,104,False
587,61042,ゴールテン・D・Ｂ\n青碧,6,2,104,False
588,61043,ゴールテン・D・Ａ\n青碧,6,3,104,False
589,61044,ゴールテン・D・Ｌ\n青碧,6,4,104,False
590,61045,ゴールテン・D・Ｗ\n青碧,6,5,104,False
591,61051,ゴールテン・D・Ｈ\n海響,6,1,105,False
592,61052,ゴールテン・D・Ｂ\n海響,6,2,105,False
593,61053,ゴールテン・D・Ａ\n海響,6,3,105,False
594,61054,ゴールテン・D・Ｌ\n海響,6,4,105,False
595,61055,ゴールテン・D・Ｗ\n海響,6,5,105,False
596,61061,ゴールテン・D・Ｈ\n桜花,6,1,106,False
597,61062,ゴールテン・D・Ｂ\n桜花,6,2,106,False
598,61063,ゴールテン・D・Ａ\n桜花,6,3,106,False
599,61064,ゴールテン・D・Ｌ\n桜花,6,4,106,False
600,61065,ゴールテン・D・Ｗ\n桜花,6,5,106,False
601,70071,アンゼロイ・Ｈ,7,1,7,False
602,70072,アンゼロイ・Ｂ,7,2,7,False
603,70073,アンゼロイ・Ａ,7,3,7,False
604,70074,アンゼロイ・Ｌ,7,4,7,False
605,70075,アンゼロイ・Ｗ,7,5,7,False
606,70011,アンゼロイ・Ｈ\nソリディアカラー,7,1,1,False
607,70012,アンゼロイ・Ｂ\nソリディアカラー,7,2,1,False
608,70013,アンゼロイ・Ａ\nソリディアカラー,7,3,1,False
609,70014,アンゼロイ・Ｌ\nソリディアカラー,7,4,1,False
610,70015,アンゼロイ・Ｗ\nソリディアカラー,7,5,1,False
611,70021,アンゼロイ・Ｈ\nカーディナルカラー,7,1,2,False
612,70022,アンゼロイ・Ｂ\nカーディナルカラー,7,2,2,False
613,70023,アンゼロイ・Ａ\nカーディナルカラー,7,3,2,False
614,70024,アンゼロイ・Ｌ\nカーディナルカラー,7,4,2,False
615,70025,アンゼロイ・Ｗ\nカーディナルカラー,7,5,2,False
616,70031,アンゼロイ・Ｈ\nスクラッパーカラー,7,1,3,False
617,70032,アンゼロイ・Ｂ\nスクラッパーカラー,7,2,3,False
618,70033,アンゼロイ・Ａ\nスクラッパーカラー,7,3,3,False
619,70034,アンゼロイ・Ｌ\nスクラッパーカラー,7,4,3,False
620,70035,アンゼロイ・Ｗ\nスクラッパーカラー,7,5,3,False
621,70041,アンゼロイ・Ｈ\nサイトヘッドカラー,7,1,4,False
622,70042,アンゼロイ・Ｂ\nサイトヘッドカラー,7,2,4,False
623,70043,アンゼロイ・Ａ\nサイトヘッドカラー,7,3,4,False
624,70044,アンゼロイ・Ｌ\nサイトヘッドカラー,7,4,4,False
625,70045,アンゼロイ・Ｗ\nサイトヘッドカラー,7,5,4,False
626,70051,アンゼロイ・Ｈ\nCU・レイターカラー,7,1,5,False
627,70052,アンゼロイ・Ｂ\nCU・レイターカラー,7,2,5,False
628,70053,アンゼロイ・Ａ\nCU・レイターカラー,7,3,5,False
629,70054,アンゼロイ・Ｌ\nCU・レイターカラー,7,4,5,False
630,70055,アンゼロイ・Ｗ\nCU・レイターカラー,7,5,5,False
631,70061,アンゼロイ・Ｈ\nゴールテン・Dカラー,7,1,6,False
632,70062,アンゼロイ・Ｂ\nゴールテン・Dカラー,7,2,6,False
633,70063,アンゼロイ・Ａ\nゴールテン・Dカラー,7,3,6,False
634,70064,アンゼロイ・Ｌ\nゴールテン・Dカラー,7,4,6,False
635,70065,アンゼロイ・Ｗ\nゴールテン・Dカラー,7,5,6,False
636,70081,アンゼロイ・Ｈ\nディスドスカラー,7,1,8,False
637,70082,アンゼロイ・Ｂ\nディスドスカラー,7,2,8,False
638,70083,アンゼロイ・Ａ\nディスドスカラー,7,3,8,False
639,70084,アンゼロイ・Ｌ\nディスドスカラー,7,4,8,False
640,70085,アンゼロイ・Ｗ\nディスドスカラー,7,5,8,False
641,70091,アンゼロイ・Ｈ\nサブライガカラー,7,1,9,False
642,70092,アンゼロイ・Ｂ\nサブライガカラー,7,2,9,False
643,70093,アンゼロイ・Ａ\nサブライガカラー,7,3,9,False
644,70094,アンゼロイ・Ｌ\nサブライガカラー,7,4,9,False
645,70095,アンゼロイ・Ｗ\nサブライガカラー,7,5,9,False
646,70101,アンゼロイ・Ｈ\nファルマコンカラー,7,1,10,False
647,70102,アンゼロイ・Ｂ\nファルマコンカラー,7,2,10,False
648,70103,アンゼロイ・Ａ\nファルマコンカラー,7,3,10,False
649,70104,アンゼロイ・Ｌ\nファルマコンカラー,7,4,10,False
650,70105,アンゼロイ・Ｗ\nファルマコンカラー,7,5,10,False
651,70111,アンゼロイ・Ｈ\nラピスヘッジカラー,7,1,11,False
652,70112,アンゼロイ・Ｂ\nラピスヘッジカラー,7,2,11,False
653,70113,アンゼロイ・Ａ\nラピスヘッジカラー,7,3,11,False
654,70114,アンゼロイ・Ｌ\nラピスヘッジカラー,7,4,11,False
655,70115,アンゼロイ・Ｗ\nラピスヘッジカラー,7,5,11,False
656,70121,アンゼロイ・Ｈ\nパ・フェクトカラー,7,1,12,False
657,70122,アンゼロイ・Ｂ\nパ・フェクトカラー,7,2,12,False
658,70123,アンゼロイ・Ａ\nパ・フェクトカラー,7,3,12,False
659,70124,アンゼロイ・Ｌ\nパ・フェクトカラー,7,4,12,False
660,70125,アンゼロイ・Ｗ\nパ・フェクトカラー,7,5,12,False
661,70131,アンゼロイ・Ｈ\nエタニティカラー,7,1,13,False
662,70132,アンゼロイ・Ｂ\nエタニティカラー,7,2,13,False
663,70133,アンゼロイ・Ａ\nエタニティカラー,7,3,13,False
664,70134,アンゼロイ・Ｌ\nエタニティカラー,7,4,13,False
665,70135,アンゼロイ・Ｗ\nエタニティカラー,7,5,13,False
666,70141,アンゼロイ・Ｈ\nオキサイドカラー,7,1,14,False
667,70142,アンゼロイ・Ｂ\nオキサイドカラー,7,2,14,False
668,70143,アンゼロイ・Ａ\nオキサイドカラー,7,3,14,False
669,70144,アンゼロイ・Ｌ\nオキサイドカラー,7,4,14,False
670,70145,アンゼロイ・Ｗ\nオキサイドカラー,7,5,14,False
671,71011,アンゼロイ・Ｈ\n深森,7,1,101,False
672,71012,アンゼロイ・Ｂ\n深森,7,2,101,False
673,71013,アンゼロイ・Ａ\n深森,7,3,101,False
674,71014,アンゼロイ・Ｌ\n深森,7,4,101,False
675,71015,アンゼロイ・Ｗ\n深森,7,5,101,False
676,71021,アンゼロイ・Ｈ\n岩塊,7,1,102,False
677,71022,アンゼロイ・Ｂ\n岩塊,7,2,102,False
678,71023,アンゼロイ・Ａ\n岩塊,7,3,102,False
679,71024,アンゼロイ・Ｌ\n岩塊,7,4,102,False
680,71025,アンゼロイ・Ｗ\n岩塊,7,5,102,False
681,71031,アンゼロイ・Ｈ\n土漠,7,1,103,False
682,71032,アンゼロイ・Ｂ\n土漠,7,2,103,False
683,71033,アンゼロイ・Ａ\n土漠,7,3,103,False
684,71034,アンゼロイ・Ｌ\n土漠,7,4,103,False
685,71035,アンゼロイ・Ｗ\n土漠,7,5,103,False
686,71041,アンゼロイ・Ｈ\n青碧,7,1,104,False
687,71042,アンゼロイ・Ｂ\n青碧,7,2,104,False
688,71043,アンゼロイ・Ａ\n青碧,7,3,104,False
689,71044,アンゼロイ・Ｌ\n青碧,7,4,104,False
690,71045,アンゼロイ・Ｗ\n青碧,7,5,104,False
691,71051,アンゼロイ・Ｈ\n海響,7,1,105,False
692,71052,アンゼロイ・Ｂ\n海響,7,2,105,False
693,71053,アンゼロイ・Ａ\n海響,7,3,105,False
694,71054,アンゼロイ・Ｌ\n海響,7,4,105,False
695,71055,アンゼロイ・Ｗ\n海響,7,5,105,False
696,71061,アンゼロイ・Ｈ\n桜花,7,1,106,False
697,71062,アンゼロイ・Ｂ\n桜花,7,2,106,False
698,71063,アンゼロイ・Ａ\n桜花,7,3,106,False
699,71064,アンゼロイ・Ｌ\n桜花,7,4,106,False
700,71065,アンゼロイ・Ｗ\n桜花,7,5,106,False
701,80081,ディスドス・Ｈ,8,1,8,False
702,80082,ディスドス・Ｂ,8,2,8,False
703,80083,ディスドス・Ａ,8,3,8,False
704,80084,ディスドス・Ｌ,8,4,8,False
705,80085,ディスドス・Ｗ,8,5,8,False
706,80011,ディスドス・Ｈ\nソリディアカラー,8,1,1,False
707,80012,ディスドス・Ｂ\nソリディアカラー,8,2,1,False
708,80013,ディスドス・Ａ\nソリディアカラー,8,3,1,False
709,80014,ディスドス・Ｌ\nソリディアカラー,8,4,1,False
710,80015,ディスドス・Ｗ\nソリディアカラー,8,5,1,False
711,80021,ディスドス・Ｈ\nカーディナルカラー,8,1,2,False
712,80022,ディスドス・Ｂ\nカーディナルカラー,8,2,2,False
713,80023,ディスドス・Ａ\nカーディナルカラー,8,3,2,False
714,80024,ディスドス・Ｌ\nカーディナルカラー,8,4,2,False
715,80025,ディスドス・Ｗ\nカーディナルカラー,8,5,2,False
716,80031,ディスドス・Ｈ\nスクラッパーカラー,8,1,3,False
717,80032,ディスドス・Ｂ\nスクラッパーカラー,8,2,3,False
718,80033,ディスドス・Ａ\nスクラッパーカラー,8,3,3,False
719,80034,ディスドス・Ｌ\nスクラッパーカラー,8,4,3,False
720,80035,ディスドス・Ｗ\nスクラッパーカラー,8,5,3,False
721,80041,ディスドス・Ｈ\nサイトヘッドカラー,8,1,4,False
722,80042,ディスドス・Ｂ\nサイトヘッドカラー,8,2,4,False
723,80043,ディスドス・Ａ\nサイトヘッドカラー,8,3,4,False
724,80044,ディスドス・Ｌ\nサイトヘッドカラー,8,4,4,False
725,80045,ディスドス・Ｗ\nサイトヘッドカラー,8,5,4,False
726,80051,ディスドス・Ｈ\nCU・レイターカラー,8,1,5,False
727,80052,ディスドス・Ｂ\nCU・レイターカラー,8,2,5,False
728,80053,ディスドス・Ａ\nCU・レイターカラー,8,3,5,False
729,80054,ディスドス・Ｌ\nCU・レイターカラー,8,4,5,False
730,80055,ディスドス・Ｗ\nCU・レイターカラー,8,5,5,False
731,80061,ディスドス・Ｈ\nゴールテン・Dカラー,8,1,6,False
732,80062,ディスドス・Ｂ\nゴールテン・Dカラー,8,2,6,False
733,80063,ディスドス・Ａ\nゴールテン・Dカラー,8,3,6,False
734,80064,ディスドス・Ｌ\nゴールテン・Dカラー,8,4,6,False
735,80065,ディスドス・Ｗ\nゴールテン・Dカラー,8,5,6,False
736,80071,ディスドス・Ｈ\nアンゼロイカラー,8,1,7,False
737,80072,ディスドス・Ｂ\nアンゼロイカラー,8,2,7,False
738,80073,ディスドス・Ａ\nアンゼロイカラー,8,3,7,False
739,80074,ディスドス・Ｌ\nアンゼロイカラー,8,4,7,False
740,80075,ディスドス・Ｗ\nアンゼロイカラー,8,5,7,False
741,80091,ディスドス・Ｈ\nサブライガカラー,8,1,9,False
742,80092,ディスドス・Ｂ\nサブライガカラー,8,2,9,False
743,80093,ディスドス・Ａ\nサブライガカラー,8,3,9,False
744,80094,ディスドス・Ｌ\nサブライガカラー,8,4,9,False
745,80095,ディスドス・Ｗ\nサブライガカラー,8,5,9,False
746,80101,ディスドス・Ｈ\nファルマコンカラー,8,1,10,False
747,80102,ディスドス・Ｂ\nファルマコンカラー,8,2,10,False
748,80103,ディスドス・Ａ\nファルマコンカラー,8,3,10,False
749,80104,ディスドス・Ｌ\nファルマコンカラー,8,4,10,False
750,80105,ディスドス・Ｗ\nファルマコンカラー,8,5,10,False
751,80111,ディスドス・Ｈ\nラピスヘッジカラー,8,1,11,False
752,80112,ディスドス・Ｂ\nラピスヘッジカラー,8,2,11,False
753,80113,ディスドス・Ａ\nラピスヘッジカラー,8,3,11,False
754,80114,ディスドス・Ｌ\nラピスヘッジカラー,8,4,11,False
755,80115,ディスドス・Ｗ\nラピスヘッジカラー,8,5,11,False
756,80121,ディスドス・Ｈ\nパ・フェクトカラー,8,1,12,False
757,80122,ディスドス・Ｂ\nパ・フェクトカラー,8,2,12,False
758,80123,ディスドス・Ａ\nパ・フェクトカラー,8,3,12,False
759,80124,ディスドス・Ｌ\nパ・フェクトカラー,8,4,12,False
760,80125,ディスドス・Ｗ\nパ・フェクトカラー,8,5,12,False
761,80131,ディスドス・Ｈ\nエタニティカラー,8,1,13,False
762,80132,ディスドス・Ｂ\nエタニティカラー,8,2,13,False
763,80133,ディスドス・Ａ\nエタニティカラー,8,3,13,False
764,80134,ディスドス・Ｌ\nエタニティカラー,8,4,13,False
765,80135,ディスドス・Ｗ\nエタニティカラー,8,5,13,False
766,80141,ディスドス・Ｈ\nオキサイドカラー,8,1,14,False
767,80142,ディスドス・Ｂ\nオキサイドカラー,8,2,14,False
768,80143,ディスドス・Ａ\nオキサイドカラー,8,3,14,False
769,80144,ディスドス・Ｌ\nオキサイドカラー,8,4,14,False
770,80145,ディスドス・Ｗ\nオキサイドカラー,8,5,14,False
771,81011,ディスドス・Ｈ\n深森,8,1,101,False
772,81012,ディスドス・Ｂ\n深森,8,2,101,False
773,81013,ディスドス・Ａ\n深森,8,3,101,False
774,81014,ディスドス・Ｌ\n深森,8,4,101,False
775,81015,ディスドス・Ｗ\n深森,8,5,101,False
776,81021,ディスドス・Ｈ\n岩塊,8,1,102,False
777,81022,ディスドス・Ｂ\n岩塊,8,2,102,False
778,81023,ディスドス・Ａ\n岩塊,8,3,102,False
779,81024,ディスドス・Ｌ\n岩塊,8,4,102,False
780,81025,ディスドス・Ｗ\n岩塊,8,5,102,False
781,81031,ディスドス・Ｈ\n土漠,8,1,103,False
782,81032,ディスドス・Ｂ\n土漠,8,2,103,False
783,81033,ディスドス・Ａ\n土漠,8,3,103,False
784,81034,ディスドス・Ｌ\n土漠,8,4,103,False
785,81035,ディスドス・Ｗ\n土漠,8,5,103,False
786,81041,ディスドス・Ｈ\n青碧,8,1,104,False
787,81042,ディスドス・Ｂ\n青碧,8,2,104,False
788,81043,ディスドス・Ａ\n青碧,8,3,104,False
789,81044,ディスドス・Ｌ\n青碧,8,4,104,False
790,81045,ディスドス・Ｗ\n青碧,8,5,104,False
791,81051,ディスドス・Ｈ\n海響,8,1,105,False
792,81052,ディスドス・Ｂ\n海響,8,2,105,False
793,81053,ディスドス・Ａ\n海響,8,3,105,False
794,81054,ディスドス・Ｌ\n海響,8,4,105,False
795,81055,ディスドス・Ｗ\n海響,8,5,105,False
796,81061,ディスドス・Ｈ\n桜花,8,1,106,False
797,81062,ディスドス・Ｂ\n桜花,8,2,106,False
798,81063,ディスドス・Ａ\n桜花,8,3,106,False
799,81064,ディスドス・Ｌ\n桜花,8,4,106,False
800,81065,ディスドス・Ｗ\n桜花,8,5,106,False
801,90091,サブライガ・Ｈ,9,1,9,False
802,90092,サブライガ・Ｂ,9,2,9,False
803,90093,サブライガ・Ａ,9,3,9,False
804,90094,サブライガ・Ｌ,9,4,9,False
805,90095,サブライガ・Ｗ,9,5,9,False
806,90011,サブライガ・Ｈ\nソリディアカラー,9,1,1,False
807,90012,サブライガ・Ｂ\nソリディアカラー,9,2,1,False
808,90013,サブライガ・Ａ\nソリディアカラー,9,3,1,False
809,90014,サブライガ・Ｌ\nソリディアカラー,9,4,1,False
810,90015,サブライガ・Ｗ\nソリディアカラー,9,5,1,False
811,90021,サブライガ・Ｈ\nカーディナルカラー,9,1,2,False
812,90022,サブライガ・Ｂ\nカーディナルカラー,9,2,2,False
813,90023,サブライガ・Ａ\nカーディナルカラー,9,3,2,False
814,90024,サブライガ・Ｌ\nカーディナルカラー,9,4,2,False
815,90025,サブライガ・Ｗ\nカーディナルカラー,9,5,2,False
