---,PrjName,PrjAssetPath,AttackID,GrapID,HitGroup,HitCheckThis,HitCheckPlayer,HitCheckMob,HitCheckBuilding,HitCheckObject,HitCheckShield,InitSpeed,LimitSpeed,FinalSpeed,InitSpeedKeepTime,SpeedUpTime,LimitSpeedKeepTime,FinalSpeedUpTime,Gravity,InitPitch,InitYaw,ForceTargetPitch,ForceTargetYaw,ApplyOwnerPitch,ApplyOwnerYaw,ApplyOwnerRoll,InitSizeX,InitSizeY,InitSizeZ,InitRadius,InitScale,MaxScale,ScaleTime,LifeSpan,StopAfterLifeSpan,LimitMoveLength,AddLimitMoveLength,CrossBreakExtensionRate,MultiHitMaxPlayer,MultiHitMaxNotPlayer,MultiHitInterval,HitCharaProc,HitBGProc,HitBgCharaProc,HitShieldProc,LimitMoveLengthProc,DestroyOwnerDie,IgnorePreHitCheck,DistanceAttenuation,DistanceAttenuation_Max,DistanceAttenuation_MinDamageRate,StrongholdDistanceAttenuation,DodgeCheckEnable,IsHyperHoming,HomingNearOutLookAngle,HomingNearOutLookRange,HomingFarOutLookAngle,HomingFarOutLookRange,HorizontalHomingAbility_Start,HorizontalHomingAbility_End,HorizontalHomingAbility_Time,VerticalHomingAbility_Start,VerticalHomingAbility_End,VerticalHomingAbility_Time,HomingStartTime,HomingEndNearTargetRange,HomingEndTotalMovingDistance,HomingEndTime,IsHorizontalHomingSiteRate,IsVerticalHomingSiteRate,SuperHomingRate,TargetPositionOffset,MinRandomTargetOffset,MaxRandomTargetOffset,MinRandomTargetOffsetTime,MaxRandomTargetOffsetTime,RandomTargetOffsetNearLength,HorizontalVelocityRandomMin,HorizontalVelocityRandomMax,VerticalVelocityRandomMin,VerticalVelocityRandomMax,ShieldType,PrjVital,CoopProjectileID_LifeSpan,CoopProjectileID_HitChara,CoopProjectileID_HitBG,CoopProjectileID_Order,PierceEffectPath,IsObject,ShowHomingAlert,ReportFlag
PRJ_TwinSwordGrapL01,ブレードジップ (左格闘右移動　回転時),/Game/Projectile/wp00067/BP_PrjTwinSwordGrapL01.uasset,95,25,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,10,0,0,0,1,99,99,0.15,Ignore,Ignore,Ignore,Ignore,Die,True,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,99,,False,False,True
PRJ_TwinSwordGrapL02,ブレードジップ (左格闘右移動　トドメ),/Game/Projectile/wp00067/BP_PrjTwinSwordGrapL02.uasset,96,26,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,0.5,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Die,True,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,100,,False,False,False
PRJ_TwinSwordGrapL03,ブレードジップ (左格闘左移動　回転時),/Game/Projectile/wp00067/BP_PrjTwinSwordGrapL03.uasset,95,25,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,10,0,0,0,1,99,99,0.15,Ignore,Ignore,Ignore,Ignore,Die,True,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,101,,False,False,True
PRJ_TwinSwordGrapL04,ブレードジップ (左格闘左移動　トドメ),/Game/Projectile/wp00067/BP_PrjTwinSwordGrapL04.uasset,96,26,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,0.5,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Die,True,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
PRJ_LargeSword_Grap01,大刃 水薙 (格闘1段目)   3hit　　　　　（大剣・VG),/Game/Projectile/wp00068/BP_PrjLargeSwordGrap01.uasset,97,30,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,1,0,0,0,1,3,3,0.1,Ignore,Ignore,Ignore,Ignore,Die,True,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,103,,False,False,True
PRJ_LargeSword_Grap02,大刃 水薙 (格闘2段目)   2hit,/Game/Projectile/wp00068/BP_PrjLargeSwordGrap02.uasset,98,31,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,1,0,0,0,1,1,2,0.1,Ignore,Ignore,Ignore,Ignore,Die,True,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_LargeSword_Bullet01,大剣(弾),/Game/Projectile/wp00068/BP_PrjLargeSwordBullet01.uasset,99,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,50000,50000,0,-1,0,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,2,1,2,0,50000,0,1,0,0,0,Ignore,Die,Die,Die,Die,False,False,0,0,1,0,True,False,45,500,45,500,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_Hammer_Grap01,ハンマーキャノン(格闘1段目）,/Game/Projectile/wp00069/BP_PrjHammerGrap02.uasset,101,34,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,0.5,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Die,True,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,106,,False,False,True
PRJ_Hammer_Grap02,ブラックスミス (格闘）　　　（ハンマーキャノン・VG）,/Game/Projectile/wp00069/BP_PrjHammerGrap02.uasset,101,34,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,0.5,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Die,True,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_Hammer_Bullet01,ブラックスミス (弾),/Game/Projectile/wp00069/BP_PrjHammerBullet01.uasset,102,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,35000,35000,0,-1,0,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,1,0,0.78,0,22000,0,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,True,False,100,5000,100,5000,20,20,0,20,20,0,0,0,0,0,True,True,1.5,None,0,0,0,0,0,0,0,0,0,None,0,253,253,253,0,,False,False,True
PRJ_LargeBeamSaber_Grap01,O.G ティターン (右横斬り)　　（巨大ビームサーベル）,/Game/Projectile/wp00070/BP_PrjLargeBeamSaberGrap01.uasset,103,36,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,0.5,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Die,True,True,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,109,,False,False,True
PRJ_LargeBeamSaber_Grap02,O.G ティターン (右縦斬り),/Game/Projectile/wp00070/BP_PrjLargeBeamSaberGrap02.uasset,104,37,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,0.5,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Die,True,True,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_LargeBeamSaber_Grap03,O.G ティターン (左縦斬り),/Game/Projectile/wp00070/BP_PrjLargeBeamSaberGrap03.uasset,105,39,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,0.5,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Die,True,True,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,111,,False,False,True
PRJ_LargeBeamSaber_Grap04,O.G ティターン (左横斬り),/Game/Projectile/wp00070/BP_PrjLargeBeamSaberGrap04.uasset,106,40,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Through,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,1,0,0.5,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Die,True,True,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_SentryGun_Bullet01,ターレットBR (投擲弾)　　　　　（ターレット・SP）,/Game/Projectile/wp00071/BP_PrjSentryGunBullet01.uasset,0,0,None,Through,Through,Through,All,Through,Enemy,15000,15000,0,-1,0,-1,-1,10000,20,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,7500,15000,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,254,254,254,0,,False,False,True
PRJ_Grenade_Bullet01,グルナード (投擲弾)　　　　　　　（手榴弾・AS左）,/Game/Projectile/wp00072/BP_PrjGrenadeBullet01.uasset,0,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,25000,25000,0,-1,0,-1,-1,16000,15,0,False,False,True,True,True,1,1,1,1,0.2,1.6,0.4,60,0,18000,0,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,256,256,256,0,,False,False,True
PRJ_3WayGrenade_Bullet01,手榴弾:3Way,/Game/Projectile/wp00073/BP_Prj3WayGrenadeBullet01.uasset,0,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,15000,15000,0,-1,0,-1,-1,10000,15,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,10000,20000,1,0,0,0,Ignore,Die,Die,Ignore,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,258,258,258,0,,False,False,True
PRJ_HealArea_Bullet01,ソワン・ヒーリア (投擲弾)　　（ヒールエリア・SP左）,/Game/Projectile/wp00074/BP_PrjHealAreaBullet01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,15000,15000,0,-1,0,-1,-1,22000,20,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,7500,15000,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,259,259,259,0,,False,False,True
PRJ_LineBomb_Bullet01,ボンバルド (投擲弾)　　　　　　（ラインボム・AS左）,/Game/Projectile/wp00076/BP_PrjLineBombBullet01.uasset,0,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,20000,20000,0,-1,0,-1,-1,90000,15,0,False,False,True,True,True,1,1,1,1,0.1,1,0.3,60,0,10000000,0,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,261,261,261,260,,False,False,True
PRJ_ShieldArea_Bullet01,デ・ファーリア (投擲弾)　　（シールドエリア・SP左）,/Game/Projectile/wp00077/BP_PrjShieldAreaBullet01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,15000,15000,0,-1,0,-1,-1,10000,20,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,7500,15000,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,262,262,262,0,,False,False,True
PRJ_Jammer_Bullet01,ジャメル (投擲弾)　　　　　　　　（ジャマー・SP左）,/Game/Projectile/wp00078/BP_PrjJammerBullet01.uasset,0,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,15000,15000,0,-1,0,-1,-1,10000,15,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,7500,15000,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,263,263,263,0,,False,False,True
PRJ_FireBomb_Bullet01,バースト・ボム (投擲弾)　　　　　（火炎爆弾・VG左）,/Game/Projectile/wp00080/BP_PrjFireBombBullet01.uasset,0,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,15000,15000,0,-1,0,-1,-1,10000,15,0,False,False,True,True,True,1,1,1,1,0.3,1,0.25,60,0,10000,20000,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,264,264,264,0,,False,False,True
PRJ_GravityField_Bullet01,グラビティフィールド(投擲弾),/Game/Projectile/wp00081/BP_PrjGravityFieldBullet01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,15000,15000,0,-1,0,-1,-1,10000,15,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,7500,15000,1,0,0,0,Ignore,Die,Die,Ignore,Die,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,265,0,,False,False,True
PRJ_Decoy_Bullet01,ドール (投擲弾)　　　　　　　　　　　（デコイ・SP）,/Game/Projectile/wp00082/BP_PrjDecoyBullet01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,15000,15000,0,-1,0,-1,-1,10000,20,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,5000,7500,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,266,266,266,0,,False,False,True
PRJ_Mine_Bullet01,【設置型】機雷,/Game/Projectile/wp00083/BP_PrjMineBullet01.uasset,0,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,15000,15000,0,-1,0,-1,-1,10000,15,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,2500,5000,1,0,0,0,Ignore,Die,Die,Ignore,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,267,267,0,0,,False,False,True
PRJ_SelfTeleport_Character01,テレ・ヴ二ール　　　　　　（セルフテレポーター・SP）,/Game/Projectile/wp00084/BP_PrjSelfTeleportCharacter01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,0.25,0.25,0,420,0,0,0,1,0,0,0,Ignore,Stop,Stop,Die,Stop,True,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,300,0,0,0,0,,False,False,True
PRJ_TrapBeamNet_Bullet01,エレクトリット (投擲弾)　　　（ビームネット・SP左）,/Game/Projectile/wp00085/BP_PrjTrapBeamNetBullet01.uasset,0,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,15000,15000,0,-1,0,-1,-1,23000,18,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,5000,7500,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,268,268,268,268,,False,False,True
PRJ_Drone_Etc01,ガレオン (目的地決定)　　　　　　　（ドローン・SP）,/Game/Projectile/wp00087/BP_PrjDroneEtc01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,1,1,1,0,1000,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Die,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,126,,False,False,True
PRJ_Drone_Character01,ガレオン (発射台),/Game/Projectile/wp00087/BP_PrjDroneCharacter01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,14400,9600,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,500,1.5,1.5,0,20,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Die,Die,False,False,0,0,1,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,800,0,0,0,269,,False,False,True
PRJ_TornadoArea_Bullet01,テンペスト (投擲弾)　　　　　　　　　　（竜巻・SP）,/Game/Projectile/wp00088/BP_PrjTornadoAreaBullet01.uasset,0,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,18000,18000,0,-1,0,-1,-1,25000,15,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,22000,0,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,270,270,270,270,,False,False,True
PRJ_ObjectExtension_Bullet01,設置型武装強化エリア,/Game/Projectile/wp00089/BP_PrjObjectExtensionBullet01.uasset,0,0,FriendMob,Through,Through,Through,Through,Friend,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,450,0.001,12,1,3,0,0,0,1,0,0,0,Ignore,Ignore,Die,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_Smoke_Bullet01,煙幕,/Game/Projectile/wp00090/BP_PrjSmokeBullet01.uasset,0,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,15000,15000,0,-1,0,-1,-1,10000,15,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,7500,15000,1,0,0,0,Ignore,Die,Die,Ignore,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,271,271,271,0,,False,False,True
PRJ_Shield_Barrier01,デ・ファンス　　　　　　　　　　　　　　（盾・VG）,/Game/Projectile/wp00091/BP_PrjShieldBarrier01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Die,Stop,True,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,DirectivityAllMighty,500,0,0,0,0,,False,False,False
PRJ_Options_Etc01,レイスレイヴ (装置ﾏﾈｰｼﾞｬｰ)　　　（オプション・SP）,/Game/Projectile/wp00093/BP_PrjOptionsEtc01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,1,1,1,0,60,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Die,Stop,True,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,273,,False,False,True
PRJ_DecoyType02_Bullet01,【設置型】中立デコイ(投擲弾),/Game/Projectile/wp00095/BP_PrjDecoyType02Bullet01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,15000,15000,0,-1,0,-1,-1,10000,20,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,2500,5000,1,0,0,0,Ignore,Die,Die,Ignore,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,272,272,272,0,,False,False,True
PRJ_MachineHijack_Bullet01,ヘルシャフト　　　　　　　　　（マシンジャック・SP）,/Game/Projectile/wp00096/BP_PrjMachineHijackBullet01.uasset,107,41,EnemyMob,Through,Enemy,Enemy,Enemy,Enemy,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,500,0.001,20,0.8,0.9,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Ignore,Stop,False,True,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_OptionsShield_Bullet01,シールドヴァイト (付与弾)　　　（シールド付与・SP）,/Game/Projectile/wp00097/BP_PrjOptionsShieldBullet01.uasset,108,0,FriendPlayer,Through,Friend,Through,Through,Through,Enemy,30000,30000,0,-1,0,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,1,0,3,0,50000,0,1,0,0,0,Die,Die,Die,Die,Die,False,False,0,0,1,0,False,True,180,100000,180,100000,180,180,0.5,180,180,0.5,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,276,,False,False,True
PRJ_OptionsShield_Barrier01,シールドヴァイト (自身展開),/Game/Projectile/wp00097/BP_PrjOptionsShieldBarrier01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,True,True,True,True,1,1,1,500,1,1,0,3.5,0,0,0,1,0,0,0,Ignore,Ignore,Ignore,Die,Stop,True,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,0,None,0,0,0,0,0,0,0,0,0,AllMighty,760,0,0,0,0,,False,False,True
PRJ_MobTransfer_Bullet01,モブ転送(吸収),/Game/Projectile/wp00098/BP_PrjMobTransferBullet01.uasset,0,0,FriendMob,Through,Through,Friend,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,True,True,True,1,1,1,500,0.001,10,1,3,0,0,0,1,0,0,0,Ignore,Ignore,Die,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
PRJ_MobTransfer_Etc01,モブ転送(転送部),/Game/Projectile/wp00098/BP_PrjMobTransferEtc01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,0,0,0,-1,0,-1,-1,0,0,0,False,False,False,False,False,1,1,1,1,1,1,0,100,0,0,0,1,0,0,0,Ignore,Ignore,Die,Ignore,Stop,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,False
PRJ_BlizzardGun_Bullet01,X7133 （左・氷放射器）　　　　　（氷結銃 亜種・SP）,/Game/Projectile/wp00099/BP_PrjBlizzardGunBullet01.uasset,109,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,57600,38000,0,-1,0.5,-1,-1,0,0,0,False,False,True,True,True,1,1,1,1,1,10,0.25,5,0,21600,0,1,0,0,0,Ignore,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,-0.8,0.8,-0.2,0.3,None,0,0,0,0,0,,False,False,True
PRJ_BlizzardGun_Bullet02,X7133 （右・氷弾),/Game/Projectile/wp00099/BP_PrjBlizzardGunBullet02.uasset,110,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,50000,40000,0,-1,0.5,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,1,0,1.5,0,50000,0,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,True,False,30,5000,30,5000,30,30,0,30,30,0,0,2000,0,0,True,True,1.5,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
PRJ_SentryGunType03_Bullet01,ターレットMI (投擲弾)　　　　　　（ターレット・AS）,/Game/Projectile/wp00100/BP_PrjSentryGunType03Bullet01.uasset,0,0,None,Through,Through,Through,All,Through,Enemy,15000,15000,0,-1,0,-1,-1,10000,20,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,7500,15000,1,0,0,0,Die,Die,Die,Die,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,0,None,0,0,0,0,0,0,0,0,0,None,0,277,277,277,0,,False,False,True
PRJ_ShieldAreaType02_Bullet01,シールドエリアかぼちゃ(投擲弾),/Game/Projectile/wp00101/BP_PrjShieldAreaType02Bullet01.uasset,0,0,None,Through,Through,Through,Through,Through,Enemy,15000,15000,0,-1,0,-1,-1,10000,20,0,False,False,True,True,True,1,1,1,1,1,1,0,60,0,7500,15000,1,0,0,0,Ignore,Die,Die,Ignore,StopDie,False,False,0,0,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,1.2,None,0,0,0,0,0,0,0,0,0,None,0,280,280,280,0,,False,False,True
PRJ_PowerBall_Bullet01,エヴォルフィア Lv1　　　　　　　　　（元気玉・VG）,/Game/Projectile/wp00103/BP_PrjPowerBallBullet01.uasset,111,0,EnemyAll,Through,Enemy,Enemy,Enemy,Enemy,Enemy,26000,30000,1,-1,0.5,-1,-1,0,0,0,True,True,True,True,True,1,1,1,1,1,10,0.2,3,0,38000,0,1,1,1,0.1,Ignore,Die,Die,Die,Die,False,False,0,0,1,0,True,False,90,500,90,500,30,30,0,30,30,0,0,2000,0,0,True,False,1.2,None,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,,False,False,True
