---,QuestId,QuestReleaseId,QuestReleaseItemId,IntValue,TimeValue
573,3021,1,2,4,0001-01-01 00:00:00
574,3021,2,1,3018,0001-01-01 00:00:00
575,3022,1,11,0,2019-01-09 08:00:00
576,3022,1,3,7,0001-01-01 00:00:00
577,3022,2,1,3004,0001-01-01 00:00:00
578,3023,1,11,13,2036-01-01 08:00:00
579,3024,1,11,0,2019-03-27 08:00:00
580,3024,1,1,3021,0001-01-01 00:00:00
581,3025,1,11,7,2036-01-01 08:00:00
582,3026,1,11,16,2036-01-01 08:00:00
583,3027,1,11,4,2019-04-24 08:00:00
584,3027,1,1,3024,0001-01-01 00:00:00
585,3028,1,11,5,2036-01-01 08:00:00
586,3029,1,11,19,2036-01-01 08:00:00
587,3030,1,11,5,2036-01-01 08:00:00
588,3031,1,11,5,2036-01-01 08:00:00
589,3032,1,11,5,2036-01-01 08:00:00
590,3033,1,11,5,2036-01-01 08:00:00
591,3034,1,11,5,2036-01-01 08:00:00
592,3035,1,11,0,2019-02-01 08:00:00
593,3035,1,12,0,2019-02-15 06:00:00
594,3037,1,11,0,2020-08-05 08:00:00
595,3037,1,12,0,2020-08-19 06:00:00
596,3038,1,1,3037,0001-01-01 00:00:00
597,3038,1,12,0,2020-08-19 06:00:00
598,3039,1,1,3038,0001-01-01 00:00:00
599,3039,1,12,0,2020-08-19 06:00:00
600,3040,1,1,3039,0001-01-01 00:00:00
601,3040,1,12,0,2020-08-19 06:00:00
602,3041,1,11,0,2019-02-20 08:00:00
603,3041,1,3,8,0001-01-01 00:00:00
604,3042,1,11,0,2019-02-20 08:00:00
605,3042,1,3,7,0001-01-01 00:00:00
606,3042,2,1,3001,0001-01-01 00:00:00
607,3043,1,11,0,2019-03-27 08:00:00
608,3043,1,3,9,0001-01-01 00:00:00
609,3043,1,1,3005,0001-01-01 00:00:00
610,3044,1,11,0,2019-03-27 08:00:00
611,3044,1,3,9,0001-01-01 00:00:00
612,3044,1,1,3006,0001-01-01 00:00:00
613,3045,1,11,0,2019-03-27 08:00:00
614,3045,1,3,9,0001-01-01 00:00:00
615,3045,1,1,3007,0001-01-01 00:00:00
616,3046,1,11,0,2019-04-24 08:00:00
617,3046,1,1,3042,0001-01-01 00:00:00
618,3046,1,3,10,0001-01-01 00:00:00
619,3047,1,11,0,2019-05-29 08:00:00
620,3047,1,1,3027,0001-01-01 00:00:00
621,3048,1,11,0,2036-01-01 08:00:00
622,3048,2,2,6,0001-01-01 00:00:00
623,3049,1,3,5,0001-01-01 00:00:00
624,3049,1,12,0,2019-06-26 08:00:00
625,3050,1,1,3049,0001-01-01 00:00:00
626,3050,1,12,0,2019-06-26 08:00:00
627,3051,1,1,3050,0001-01-01 00:00:00
628,3051,1,12,0,2019-06-26 08:00:00
629,3052,1,3,5,0001-01-01 00:00:00
630,3052,1,12,0,2019-07-31 06:00:00
631,3053,1,1,3052,0001-01-01 00:00:00
632,3053,1,12,0,2019-07-31 06:00:00
633,3054,1,1,3053,0001-01-01 00:00:00
634,3054,1,12,0,2019-07-31 06:00:00
635,3055,1,1,3054,0001-01-01 00:00:00
636,3055,1,12,0,2019-07-31 06:00:00
637,3056,1,11,0,2019-08-07 06:00:00
638,3056,1,1,3047,0001-01-01 00:00:00
639,3057,1,11,0,2019-08-07 06:00:00
640,3057,1,1,3013,0001-01-01 00:00:00
641,3058,1,11,0,2019-08-07 06:00:00
642,3058,1,3,5,0001-01-01 00:00:00
643,3059,1,11,0,2019-08-07 06:00:00
644,3059,2,1,3058,0001-01-01 00:00:00
645,3060,1,11,0,2019-08-07 06:00:00
646,3060,2,1,3059,0001-01-01 00:00:00
647,3061,1,11,0,2019-08-07 06:00:00
648,3061,2,1,3060,0001-01-01 00:00:00
649,3066,1,11,0,2019-09-11 08:00:00
650,3066,1,12,0,2019-10-11 06:00:00
651,3067,1,1,3066,2019-09-11 08:00:00
652,3067,1,12,0,2019-10-11 06:00:00
653,3068,1,1,3067,2019-09-11 08:00:00
654,3068,1,12,0,2019-10-11 06:00:00
655,3069,1,1,3068,2019-09-11 08:00:00
656,3069,1,12,0,2019-10-11 06:00:00
657,3070,1,11,0,2019-10-16 08:00:00
658,3070,1,12,0,2019-11-15 06:00:00
659,3071,1,1,3070,2019-10-16 08:00:00
660,3071,1,12,0,2019-11-15 06:00:00
661,3072,1,1,3071,2019-10-16 08:00:00
662,3072,1,12,0,2019-11-15 06:00:00
663,3073,1,1,3072,2019-10-16 08:00:00
664,3073,1,12,0,2019-11-15 06:00:00
665,3074,1,11,0,2019-10-30 08:00:00
666,3074,1,12,0,2036-01-01 08:00:00
667,3075,1,11,0,2019-11-06 08:00:00
668,3075,1,1,3074,0001-01-01 00:00:00
669,3075,1,12,0,2036-01-01 08:00:00
670,3076,1,11,0,2019-11-13 08:00:00
671,3076,1,1,3075,0001-01-01 00:00:00
672,3076,1,12,0,2036-01-01 08:00:00
673,3077,1,11,0,2019-11-20 08:00:00
674,3077,1,1,3076,0001-01-01 00:00:00
675,3077,1,12,0,2036-01-01 08:00:00
676,3078,1,11,0,2019-11-27 08:00:00
677,3078,1,1,3077,0001-01-01 00:00:00
678,3078,1,12,0,2036-01-01 08:00:00
679,3079,1,11,0,2019-12-04 08:00:00
680,3079,1,1,3078,0001-01-01 00:00:00
681,3079,1,12,0,2036-01-01 08:00:00
682,3080,1,11,0,2019-12-11 08:00:00
683,3080,1,1,3079,0001-01-01 00:00:00
684,3080,1,12,0,2036-01-01 08:00:00
685,3081,1,11,0,2019-11-13 08:00:00
686,3081,1,1,3057,0001-01-01 00:00:00
687,3082,1,11,0,2019-12-04 08:00:00
688,3082,1,1,3081,0001-01-01 00:00:00
689,3083,1,11,0,2020-01-22 08:00:00
690,3083,1,1,3082,0001-01-01 00:00:00
691,3084,1,11,0,2019-12-18 08:00:00
692,3084,1,12,0,2019-12-30 06:00:00
693,3085,1,1,3084,0001-01-01 00:00:00
694,3085,1,12,0,2019-12-30 06:00:00
695,3086,1,1,3085,0001-01-01 00:00:00
696,3086,1,12,0,2019-12-30 06:00:00
697,3087,1,1,3086,0001-01-01 00:00:00
698,3087,1,12,0,2019-12-30 06:00:00
699,3088,1,11,0,2020-01-01 08:00:00
700,3088,1,12,0,2020-01-22 06:00:00
701,3089,1,1,3088,0001-01-01 00:00:00
702,3089,1,12,0,2020-01-22 06:00:00
703,3090,1,1,3089,0001-01-01 00:00:00
704,3090,1,12,0,2020-01-22 06:00:00
705,3091,1,1,3090,0001-01-01 00:00:00
706,3091,1,12,0,2020-01-22 06:00:00
707,3092,1,11,0,2020-02-05 08:00:00
708,3092,1,12,0,2020-02-19 06:00:00
709,3093,1,1,3092,0001-01-01 00:00:00
710,3093,1,12,0,2020-02-19 06:00:00
711,3094,1,1,3093,0001-01-01 00:00:00
712,3094,1,12,0,2020-02-19 06:00:00
713,3095,1,1,3094,0001-01-01 00:00:00
714,3095,1,12,0,2020-02-19 06:00:00
715,3100,1,11,0,2020-02-12 08:00:00
716,3100,1,1,3083,0001-01-01 00:00:00
717,3101,1,11,0,2020-02-26 08:00:00
718,3101,1,1,3100,0001-01-01 00:00:00
719,3102,1,11,0,2020-03-11 08:00:00
720,3102,1,1,3101,0001-01-01 00:00:00
721,3103,1,11,0,2020-03-25 08:00:00
722,3103,1,1,3102,0001-01-01 00:00:00
723,3104,1,11,0,2020-02-19 08:00:00
724,3104,1,12,0,2020-03-04 06:00:00
725,3105,1,1,3104,0001-01-01 00:00:00
726,3105,1,12,0,2020-03-04 06:00:00
727,3106,1,1,3105,0001-01-01 00:00:00
728,3106,1,12,0,2020-03-04 06:00:00
729,3107,1,1,3106,0001-01-01 00:00:00
730,3107,1,12,0,2020-03-04 06:00:00
731,3108,1,11,0,2010-04-22 08:00:00
732,3108,1,12,0,2010-05-06 06:00:00
733,3109,1,1,3108,0001-01-01 00:00:00
734,3109,1,12,0,2010-05-06 06:00:00
735,3110,1,1,3109,0001-01-01 00:00:00
736,3110,1,12,0,2010-05-06 06:00:00
737,3111,1,1,3110,0001-01-01 00:00:00
738,3111,1,12,0,2010-05-06 06:00:00
739,3112,1,11,0,2020-06-10 08:00:00
740,3112,1,12,0,2020-06-24 06:00:00
741,3113,1,1,3112,0001-01-01 00:00:00
742,3113,1,12,0,2020-06-24 06:00:00
743,3114,1,1,3113,0001-01-01 00:00:00
744,3114,1,12,0,2020-06-24 06:00:00
745,3115,1,1,3114,0001-01-01 00:00:00
746,3115,1,12,0,2020-06-24 06:00:00
747,3116,1,11,0,2020-08-05 08:00:00
748,3116,1,12,0,2020-08-19 06:00:00
749,3117,1,1,3116,0001-01-01 00:00:00
750,3117,1,12,0,2020-08-19 06:00:00
751,3118,1,1,3117,0001-01-01 00:00:00
752,3118,1,12,0,2020-08-19 06:00:00
753,3119,1,1,3118,0001-01-01 00:00:00
754,3119,1,12,0,2020-08-19 06:00:00
755,3120,1,11,0,2020-03-11 08:00:00
756,3120,1,12,0,2020-04-01 06:00:00
757,3121,1,1,3120,0001-01-01 00:00:00
758,3121,1,12,0,2020-04-01 06:00:00
759,3122,1,1,3121,0001-01-01 00:00:00
760,3122,1,12,0,2020-04-01 06:00:00
761,3123,1,1,3122,0001-01-01 00:00:00
762,3123,1,12,0,2020-04-01 06:00:00
763,3124,1,11,0,2020-04-01 08:00:00
764,3124,1,12,0,2020-04-15 06:00:00
765,3125,1,1,3124,0001-01-01 00:00:00
766,3125,1,12,0,2020-04-15 06:00:00
767,3126,1,1,3125,0001-01-01 00:00:00
768,3126,1,12,0,2020-04-15 06:00:00
769,3127,1,1,3126,0001-01-01 00:00:00
770,3127,1,12,0,2020-04-15 06:00:00
771,3128,1,11,0,2010-05-13 08:00:00
772,3128,1,12,0,2010-05-27 06:00:00
773,3129,1,1,3128,0001-01-01 00:00:00
774,3129,1,12,0,2010-05-27 06:00:00
775,3130,1,1,3129,0001-01-01 00:00:00
776,3130,1,12,0,2010-05-27 06:00:00
777,3131,1,1,3130,0001-01-01 00:00:00
778,3131,1,12,0,2010-05-27 06:00:00
779,3132,1,11,0,2020-07-01 08:00:00
780,3132,1,12,0,2020-07-15 06:00:00
781,3133,1,1,3132,0001-01-01 00:00:00
782,3133,1,12,0,2020-07-15 06:00:00
783,3134,1,1,3133,0001-01-01 00:00:00
784,3134,1,12,0,2020-07-15 06:00:00
785,3135,1,1,3134,0001-01-01 00:00:00
786,3135,1,12,0,2020-07-15 06:00:00
787,3136,1,11,0,2020-07-22 08:00:00
788,3136,1,12,0,2020-08-05 06:00:00
789,3137,1,1,3136,0001-01-01 00:00:00
790,3137,1,12,0,2020-08-05 06:00:00
791,3138,1,1,3137,0001-01-01 00:00:00
792,3138,1,12,0,2020-08-05 06:00:00
793,3139,1,1,3138,0001-01-01 00:00:00
794,3139,1,12,0,2020-08-05 06:00:00
795,3140,1,11,0,2020-08-12 08:00:00
796,3140,1,12,0,2020-08-26 06:00:00
797,3141,1,1,3140,0001-01-01 00:00:00
798,3141,1,12,0,2020-08-26 06:00:00
799,3142,1,1,3141,0001-01-01 00:00:00
800,3142,1,12,0,2020-08-26 06:00:00
801,3143,1,1,3142,0001-01-01 00:00:00
802,3143,1,12,0,2020-08-26 06:00:00
803,4001,1,3,5,0001-01-01 00:00:00
804,4002,1,3,5,0001-01-01 00:00:00
805,4003,1,3,5,0001-01-01 00:00:00
806,4004,1,3,6,0001-01-01 00:00:00
807,4005,1,3,6,0001-01-01 00:00:00
808,4006,1,3,6,0001-01-01 00:00:00
809,4007,1,3,6,0001-01-01 00:00:00
810,4008,1,3,7,0001-01-01 00:00:00
811,4009,1,3,7,0001-01-01 00:00:00
812,4010,1,2,2,0001-01-01 00:00:00
813,4011,1,2,3,0001-01-01 00:00:00
814,4012,1,11,0,2018-12-12 08:00:00
815,4012,1,2,3,0001-01-01 00:00:00
816,4012,2,1,4010,0001-01-01 00:00:00
817,4012,2,1,4011,0001-01-01 00:00:00
818,4013,1,11,7,2019-07-03 08:00:00
819,4013,1,1,4042,0001-01-01 00:00:00
820,4014,1,11,0,2018-12-12 08:00:00
821,4014,1,12,0,2018-12-26 06:00:00
822,4015,1,1,4014,0001-01-01 00:00:00
823,4015,1,11,0,2018-12-12 08:00:00
824,4015,1,12,0,2018-12-26 06:00:00
825,4016,1,1,4015,0001-01-01 00:00:00
826,4016,1,11,0,2018-12-12 08:00:00
827,4016,1,12,0,2018-12-26 06:00:00
828,4017,1,11,0,2019-01-01 08:00:00
829,4017,1,12,0,2019-02-01 06:00:00
830,4018,1,11,0,2019-01-09 08:00:00
831,4018,1,2,4,0001-01-01 00:00:00
832,4018,2,1,4012,0001-01-01 00:00:00
833,4019,1,11,4013,2036-01-01 08:00:00
834,4019,1,3,7,0001-01-01 00:00:00
835,4020,1,11,10,2036-01-01 08:00:00
836,4020,1,3,10,0001-01-01 00:00:00
837,4021,1,11,0,2019-02-20 08:00:00
838,4021,1,2,4,0001-01-01 00:00:00
839,4021,2,1,4018,0001-01-01 00:00:00
840,4022,1,11,0,2019-01-09 08:00:00
841,4022,1,3,7,0001-01-01 00:00:00
842,4022,2,1,4004,0001-01-01 00:00:00
843,4023,1,11,13,2036-01-01 08:00:00
844,4024,1,11,0,2019-03-27 08:00:00
845,4024,1,1,4021,0001-01-01 00:00:00
846,4025,1,11,7,2036-01-01 08:00:00
847,4026,1,11,16,2036-01-01 08:00:00
848,4027,1,11,4,2019-04-24 08:00:00
849,4027,1,1,4024,0001-01-01 00:00:00
850,4028,1,11,5,2036-01-01 08:00:00
851,4029,1,11,19,2036-01-01 08:00:00
852,4030,1,11,5,2036-01-01 08:00:00
853,4031,1,11,5,2036-01-01 08:00:00
854,4032,1,11,5,2036-01-01 08:00:00
855,4033,1,11,5,2036-01-01 08:00:00
856,4034,1,11,5,2036-01-01 08:00:00
857,4035,1,11,0,2019-02-01 08:00:00
858,4035,1,12,0,2019-02-15 06:00:00
859,4037,1,11,0,2019-09-11 08:00:00
860,4037,1,12,0,2019-09-20 06:00:00
861,4038,1,1,4037,2019-09-11 08:00:00
862,4038,1,12,0,2019-09-20 06:00:00
863,4039,1,1,4038,2019-09-11 08:00:00
864,4039,1,12,0,2019-09-20 06:00:00
865,4040,1,1,4039,2019-09-11 08:00:00
866,4040,1,12,0,2019-09-20 06:00:00
867,4041,1,11,0,2019-02-20 08:00:00
868,4041,1,3,8,0001-01-01 00:00:00
869,4042,1,11,0,2019-02-20 08:00:00
870,4042,1,3,7,0001-01-01 00:00:00
871,4042,2,1,4001,0001-01-01 00:00:00
872,4043,1,11,0,2019-03-27 08:00:00
873,4043,1,3,9,0001-01-01 00:00:00
874,4043,1,1,4005,0001-01-01 00:00:00
875,4044,1,11,0,2019-03-27 08:00:00
876,4044,1,3,9,0001-01-01 00:00:00
877,4044,1,1,4006,0001-01-01 00:00:00
878,4045,1,11,0,2019-03-27 08:00:00
879,4045,1,3,9,0001-01-01 00:00:00
880,4045,1,1,4007,0001-01-01 00:00:00
881,4046,1,11,0,2019-04-24 08:00:00
882,4046,1,1,4042,0001-01-01 00:00:00
883,4046,1,3,10,0001-01-01 00:00:00
884,4047,1,11,0,2019-05-29 08:00:00
885,4047,1,1,4027,0001-01-01 00:00:00
886,4048,1,11,0,2036-01-01 08:00:00
887,4048,2,2,6,0001-01-01 00:00:00
888,4049,1,3,5,0001-01-01 00:00:00
889,4049,1,12,0,2019-06-26 08:00:00
890,4050,1,1,4049,0001-01-01 00:00:00
891,4050,1,12,0,2019-06-26 08:00:00
892,4051,1,1,4050,0001-01-01 00:00:00
893,4051,1,12,0,2019-06-26 08:00:00
894,4052,1,3,5,0001-01-01 00:00:00
895,4052,1,12,0,2019-07-31 06:00:00
896,4053,1,1,4052,0001-01-01 00:00:00
897,4053,1,12,0,2019-07-31 06:00:00
898,4054,1,1,4053,0001-01-01 00:00:00
899,4054,1,12,0,2019-07-31 06:00:00
900,4055,1,1,4054,0001-01-01 00:00:00
901,4055,1,12,0,2019-07-31 06:00:00
902,4056,1,11,0,2019-08-07 06:00:00
903,4056,1,1,4047,0001-01-01 00:00:00
904,4057,1,11,0,2019-08-07 06:00:00
905,4057,1,1,4013,0001-01-01 00:00:00
906,4058,1,11,0,2019-08-07 06:00:00
907,4058,1,3,5,0001-01-01 00:00:00
908,4059,1,11,0,2019-08-07 06:00:00
909,4059,2,1,4058,0001-01-01 00:00:00
910,4060,1,11,0,2019-08-07 06:00:00
911,4060,2,1,4059,0001-01-01 00:00:00
912,4061,1,11,0,2019-08-07 06:00:00
913,4061,2,1,4060,0001-01-01 00:00:00
914,4066,1,11,0,2019-09-11 08:00:00
915,4066,1,12,0,2019-10-11 06:00:00
916,4067,1,1,4066,2019-09-11 08:00:00
917,4067,1,12,0,2019-10-11 06:00:00
918,4068,1,1,4067,2019-09-11 08:00:00
919,4068,1,12,0,2019-10-11 06:00:00
920,4069,1,1,4068,2019-09-11 08:00:00
921,4069,1,12,0,2019-10-11 06:00:00
922,4070,1,11,0,2019-10-16 08:00:00
923,4070,1,12,0,2019-11-15 06:00:00
924,4071,1,1,4070,2019-10-16 08:00:00
925,4071,1,12,0,2019-11-15 06:00:00
926,4072,1,1,4071,2019-10-16 08:00:00
927,4072,1,12,0,2019-11-15 06:00:00
928,4073,1,1,4072,2019-10-16 08:00:00
929,4073,1,12,0,2019-11-15 06:00:00
930,4074,1,11,0,2019-10-30 08:00:00
931,4074,1,12,0,2036-01-01 08:00:00
932,4075,1,11,0,2019-11-06 08:00:00
933,4075,1,1,4074,0001-01-01 00:00:00
934,4075,1,12,0,2036-01-01 08:00:00
935,4076,1,11,0,2019-11-13 08:00:00
936,4076,1,1,4075,0001-01-01 00:00:00
937,4076,1,12,0,2036-01-01 08:00:00
938,4077,1,11,0,2019-11-20 08:00:00
939,4077,1,1,4076,0001-01-01 00:00:00
940,4077,1,12,0,2036-01-01 08:00:00
941,4078,1,11,0,2019-11-27 08:00:00
942,4078,1,1,4077,0001-01-01 00:00:00
943,4078,1,12,0,2036-01-01 08:00:00
944,4079,1,11,0,2019-12-04 08:00:00
945,4079,1,1,4078,0001-01-01 00:00:00
946,4079,1,12,0,2036-01-01 08:00:00
947,4080,1,11,0,2019-12-11 08:00:00
948,4080,1,1,4079,0001-01-01 00:00:00
949,4080,1,12,0,2036-01-01 08:00:00
950,4081,1,11,0,2019-11-13 08:00:00
951,4081,1,1,4057,0001-01-01 00:00:00
952,4082,1,11,0,2019-12-04 08:00:00
953,4082,1,1,4081,0001-01-01 00:00:00
954,4083,1,11,0,2020-01-22 08:00:00
955,4083,1,1,4082,0001-01-01 00:00:00
956,4084,1,11,0,2019-12-18 08:00:00
957,4084,1,12,0,2019-12-30 06:00:00
958,4085,1,1,4084,0001-01-01 00:00:00
959,4085,1,12,0,2019-12-30 06:00:00
960,4086,1,1,4085,0001-01-01 00:00:00
961,4086,1,12,0,2019-12-30 06:00:00
962,4087,1,1,4086,0001-01-01 00:00:00
963,4087,1,12,0,2019-12-30 06:00:00
964,4088,1,11,0,2020-01-01 08:00:00
965,4088,1,12,0,2020-01-22 06:00:00
966,4089,1,1,4088,0001-01-01 00:00:00
967,4089,1,12,0,2020-01-22 06:00:00
968,4090,1,1,4089,0001-01-01 00:00:00
969,4090,1,12,0,2020-01-22 06:00:00
970,4091,1,1,4090,0001-01-01 00:00:00
971,4091,1,12,0,2020-01-22 06:00:00
972,4092,1,11,0,2020-02-05 08:00:00
973,4092,1,12,0,2020-02-19 06:00:00
974,4093,1,1,4092,0001-01-01 00:00:00
975,4093,1,12,0,2020-02-19 06:00:00
976,4094,1,1,4093,0001-01-01 00:00:00
977,4094,1,12,0,2020-02-19 06:00:00
978,4095,1,1,4094,0001-01-01 00:00:00
979,4095,1,12,0,2020-02-19 06:00:00
980,4100,1,11,0,2020-02-12 08:00:00
981,4100,1,1,4083,0001-01-01 00:00:00
982,4101,1,11,0,2020-02-26 08:00:00
983,4101,1,1,4100,0001-01-01 00:00:00
984,4102,1,11,0,2020-03-11 08:00:00
985,4102,1,1,4101,0001-01-01 00:00:00
986,4103,1,11,0,2020-03-25 08:00:00
987,4103,1,1,4102,0001-01-01 00:00:00
988,4104,1,11,0,2020-02-19 08:00:00
989,4104,1,12,0,2020-03-04 06:00:00
990,4105,1,1,4104,0001-01-01 00:00:00
991,4105,1,12,0,2020-03-04 06:00:00
992,4106,1,1,4105,0001-01-01 00:00:00
993,4106,1,12,0,2020-03-04 06:00:00
994,4107,1,1,4106,0001-01-01 00:00:00
995,4107,1,12,0,2020-03-04 06:00:00
996,4108,1,11,0,2010-04-22 08:00:00
997,4108,1,12,0,2010-05-06 06:00:00
998,4109,1,1,4108,0001-01-01 00:00:00
999,4109,1,12,0,2010-05-06 06:00:00
1000,4110,1,1,4109,0001-01-01 00:00:00
1001,4110,1,12,0,2010-05-06 06:00:00
1002,4111,1,1,4110,0001-01-01 00:00:00
1003,4111,1,12,0,2010-05-06 06:00:00
1004,4112,1,11,0,2020-06-10 08:00:00
1005,4112,1,12,0,2020-06-24 06:00:00
1006,4113,1,1,4112,0001-01-01 00:00:00
1007,4113,1,12,0,2020-06-24 06:00:00
1008,4114,1,1,4113,0001-01-01 00:00:00
1009,4114,1,12,0,2020-06-24 06:00:00
1010,4115,1,1,4114,0001-01-01 00:00:00
1011,4115,1,12,0,2020-06-24 06:00:00
1012,4116,1,11,0,2020-08-05 08:00:00
1013,4116,1,12,0,2020-08-19 06:00:00
1014,4117,1,1,4116,0001-01-01 00:00:00
1015,4117,1,12,0,2020-08-19 06:00:00
1016,4118,1,1,4117,0001-01-01 00:00:00
1017,4118,1,12,0,2020-08-19 06:00:00
1018,4119,1,1,4118,0001-01-01 00:00:00
1019,4119,1,12,0,2020-08-19 06:00:00
1020,4120,1,11,0,2020-03-11 08:00:00
1021,4120,1,12,0,2020-04-01 06:00:00
1022,4121,1,1,4120,0001-01-01 00:00:00
1023,4121,1,12,0,2020-04-01 06:00:00
1024,4122,1,1,4121,0001-01-01 00:00:00
1025,4122,1,12,0,2020-04-01 06:00:00
1026,4123,1,1,4122,0001-01-01 00:00:00
1027,4123,1,12,0,2020-04-01 06:00:00
1028,4124,1,11,0,2020-04-01 08:00:00
1029,4124,1,12,0,2020-04-15 06:00:00
1030,4125,1,1,4124,0001-01-01 00:00:00
1031,4125,1,12,0,2020-04-15 06:00:00
1032,4126,1,1,4125,0001-01-01 00:00:00
1033,4126,1,12,0,2020-04-15 06:00:00
1034,4127,1,1,4126,0001-01-01 00:00:00
1035,4127,1,12,0,2020-04-15 06:00:00
1036,4128,1,11,0,2010-05-13 08:00:00
1037,4128,1,12,0,2010-05-27 06:00:00
1038,4129,1,1,4128,0001-01-01 00:00:00
1039,4129,1,12,0,2010-05-27 06:00:00
1040,4130,1,1,4129,0001-01-01 00:00:00
1041,4130,1,12,0,2010-05-27 06:00:00
1042,4131,1,1,4130,0001-01-01 00:00:00
1043,4131,1,12,0,2010-05-27 06:00:00
1044,4132,1,11,0,2020-07-01 08:00:00
1045,4132,1,12,0,2020-07-15 06:00:00
1046,4133,1,1,4132,0001-01-01 00:00:00
1047,4133,1,12,0,2020-07-15 06:00:00
1048,4134,1,1,4133,0001-01-01 00:00:00
1049,4134,1,12,0,2020-07-15 06:00:00
1050,4135,1,1,4134,0001-01-01 00:00:00
1051,4135,1,12,0,2020-07-15 06:00:00
1052,4136,1,11,0,2020-07-22 08:00:00
1053,4136,1,12,0,2020-08-05 06:00:00
1054,4137,1,1,4136,0001-01-01 00:00:00
1055,4137,1,12,0,2020-08-05 06:00:00
1056,4138,1,1,4137,0001-01-01 00:00:00
1057,4138,1,12,0,2020-08-05 06:00:00
1058,4139,1,1,4138,0001-01-01 00:00:00
1059,4139,1,12,0,2020-08-05 06:00:00
1060,4140,1,11,0,2020-08-12 08:00:00
1061,4140,1,12,0,2020-08-26 06:00:00
1062,4141,1,1,4140,0001-01-01 00:00:00
1063,4141,1,12,0,2020-08-26 06:00:00
1064,4142,1,1,4141,0001-01-01 00:00:00
1065,4142,1,12,0,2020-08-26 06:00:00
1066,4143,1,1,4142,0001-01-01 00:00:00
1067,4143,1,12,0,2020-08-26 06:00:00
1068,5001,1,3,5,0001-01-01 00:00:00
1069,5002,1,3,5,0001-01-01 00:00:00
1070,5003,1,3,5,0001-01-01 00:00:00
1071,5004,1,3,6,0001-01-01 00:00:00
1072,5005,1,3,6,0001-01-01 00:00:00
1073,5006,1,3,6,0001-01-01 00:00:00
1074,5007,1,3,6,0001-01-01 00:00:00
1075,5008,1,3,7,0001-01-01 00:00:00
1076,5009,1,3,7,0001-01-01 00:00:00
1077,5010,1,2,2,0001-01-01 00:00:00
1078,5011,1,2,3,0001-01-01 00:00:00
1079,5012,1,11,0,2018-12-12 08:00:00
1080,5012,1,2,3,0001-01-01 00:00:00
1081,5012,2,1,5010,0001-01-01 00:00:00
1082,5012,2,1,5011,0001-01-01 00:00:00
1083,5013,1,11,7,2019-07-03 08:00:00
1084,5013,1,1,5042,0001-01-01 00:00:00
1085,5014,1,11,0,2018-12-12 08:00:00
1086,5014,1,12,0,2018-12-26 06:00:00
1087,5015,1,1,5014,0001-01-01 00:00:00
1088,5015,1,11,0,2018-12-12 08:00:00
1089,5015,1,12,0,2018-12-26 06:00:00
1090,5016,1,1,5015,0001-01-01 00:00:00
1091,5016,1,11,0,2018-12-12 08:00:00
1092,5016,1,12,0,2018-12-26 06:00:00
1093,5017,1,11,0,2019-01-01 08:00:00
1094,5017,1,12,0,2019-02-01 06:00:00
1095,5018,1,11,0,2019-01-09 08:00:00
1096,5018,1,2,4,0001-01-01 00:00:00
1097,5018,2,1,5012,0001-01-01 00:00:00
1098,5019,1,11,5013,2036-01-01 08:00:00
1099,5019,1,3,7,0001-01-01 00:00:00
1100,5020,1,11,10,2036-01-01 08:00:00
1101,5020,1,3,10,0001-01-01 00:00:00
1102,5021,1,11,0,2019-02-20 08:00:00
1103,5021,1,2,4,0001-01-01 00:00:00
1104,5021,2,1,5018,0001-01-01 00:00:00
1105,5022,1,11,0,2019-01-09 08:00:00
1106,5022,1,3,7,0001-01-01 00:00:00
1107,5022,2,1,5004,0001-01-01 00:00:00
1108,5023,1,11,13,2036-01-01 08:00:00
1109,5024,1,11,0,2019-03-27 08:00:00
1110,5024,1,1,5021,0001-01-01 00:00:00
1111,5025,1,11,7,2036-01-01 08:00:00
1112,5026,1,11,16,2036-01-01 08:00:00
1113,5027,1,11,4,2019-04-24 08:00:00
1114,5027,1,1,5024,0001-01-01 00:00:00
1115,5028,1,11,5,2036-01-01 08:00:00
1116,5029,1,11,19,2036-01-01 08:00:00
1117,5030,1,11,5,2036-01-01 08:00:00
1118,5031,1,11,5,2036-01-01 08:00:00
1119,5032,1,11,5,2036-01-01 08:00:00
1120,5033,1,11,5,2036-01-01 08:00:00
1121,5034,1,11,5,2036-01-01 08:00:00
1122,5035,1,11,0,2019-02-01 08:00:00
1123,5035,1,12,0,2019-02-15 06:00:00
1124,5037,1,11,0,2019-12-20 08:00:00
1125,5037,1,12,0,2019-12-29 06:00:00
1126,5038,1,1,5037,0001-01-01 00:00:00
1127,5038,1,12,0,2019-12-29 06:00:00
1128,5039,1,1,5038,0001-01-01 00:00:00
1129,5039,1,12,0,2019-12-29 06:00:00
1130,5040,1,1,5039,0001-01-01 00:00:00
1131,5040,1,12,0,2019-12-29 06:00:00
1132,5041,1,11,0,2019-02-20 08:00:00
1133,5041,1,3,8,0001-01-01 00:00:00
1134,5042,1,11,0,2019-02-20 08:00:00
1135,5042,1,3,7,0001-01-01 00:00:00
1136,5042,2,1,5001,0001-01-01 00:00:00
1137,5043,1,11,0,2019-03-27 08:00:00
1138,5043,1,3,9,0001-01-01 00:00:00
1139,5043,1,1,5005,0001-01-01 00:00:00
1140,5044,1,11,0,2019-03-27 08:00:00
