---,PlayerTitleId,PlayerTitleBigCategory,PlayerTitleSmallCategory,GradeId,PlateId,Text,Descprition,IsDefault,IsDefaultEquipped,GameModeId
352,6251,4,40,310,251,,Round1Tournament2019＃10　優勝,False,False,0
353,6252,4,40,310,252,,Round1Tournament2019＃10　準優勝,False,False,0
354,6253,4,40,310,253,,Round1Tournament2019＃10　三位,False,False,0
355,6174,4,40,310,174,,RoundAZ-One 優勝,False,False,0
356,6175,4,40,310,175,,RoundAZ-One 準優勝,False,False,0
357,6176,4,40,310,176,,RoundAZ-One 三位,False,False,0
358,6311,4,40,312,311,,Round1Tournament2020＃1　優勝,False,False,0
359,6312,4,40,312,312,,Round1Tournament2020＃1　準優勝,False,False,0
360,6313,4,40,312,313,,Round1Tournament2020＃1　三位,False,False,0
361,6321,4,40,312,321,,Round1Tournament2020＃2　優勝,False,False,0
362,6322,4,40,312,322,,Round1Tournament2020＃2　準優勝,False,False,0
363,6323,4,40,312,323,,Round1Tournament2020＃2　三位,False,False,0
364,6331,4,40,312,331,,Round1Tournament2020＃3　優勝,False,False,0
365,6332,4,40,312,332,,Round1Tournament2020＃3　準優勝,False,False,0
366,6333,4,40,312,333,,Round1Tournament2020＃3　三位,False,False,0
367,6341,4,40,312,341,,Round1Tournament2020＃4　優勝,False,False,0
368,6342,4,40,312,342,,Round1Tournament2020＃4　準優勝,False,False,0
369,6343,4,40,312,343,,Round1Tournament2020＃4　三位,False,False,0
370,6391,4,40,312,391,,RoundAZ-One 2020　優勝,False,False,0
371,6392,4,40,312,392,,RoundAZ-One 2020　準優勝,False,False,0
372,6393,4,40,312,393,,RoundAZ-One 2020　三位,False,False,0
373,6211,4,40,310,211,,Championship2019#1　優勝,False,False,0
374,6212,4,40,310,212,,Championship2019#1　準優勝,False,False,0
375,6213,4,40,310,213,,Championship2019#1　三位,False,False,0
376,6221,4,40,310,221,,Championship2019#2　優勝,False,False,0
377,6222,4,40,310,222,,Championship2019#2　準優勝,False,False,0
378,6223,4,40,310,223,,Championship2019#2　三位,False,False,0
379,6231,4,40,310,231,,Championship2019#3　優勝,False,False,0
380,6232,4,40,310,232,,Championship2019#3　準優勝,False,False,0
381,6233,4,40,310,233,,Championship2019#3　三位,False,False,0
382,6241,4,40,310,241,,Championship2019#4　優勝,False,False,0
383,6242,4,40,310,242,,Championship2019#4　準優勝,False,False,0
384,6243,4,40,310,243,,Championship2019#4　三位,False,False,0
385,6511,4,40,312,511,,Championship2020#1　優勝,False,False,0
386,6512,4,40,312,512,,Championship2020#1　準優勝,False,False,0
387,6513,4,40,312,513,,Championship2020#1　三位,False,False,0
388,6521,4,40,312,521,,Championship2020#2　優勝,False,False,0
389,6522,4,40,312,522,,Championship2020#2　準優勝,False,False,0
390,6523,4,40,312,523,,Championship2020#2　三位,False,False,0
391,6531,4,40,312,531,,Championship2020#3　優勝,False,False,0
392,6532,4,40,312,532,,Championship2020#3　準優勝,False,False,0
393,6533,4,40,312,533,,Championship2020#3　三位,False,False,0
394,6541,4,40,312,541,,Championship2020#4　優勝,False,False,0
395,6542,4,40,312,542,,Championship2020#4　準優勝,False,False,0
396,6543,4,40,312,543,,Championship2020#4　三位,False,False,0
397,5844,4,40,310,201,,女子会に参加した。,False,False,0
398,212,1,20,4,123,,スターウィング5に初めて到達,False,False,0
399,213,1,20,4,124,,スターウィング10に初めて到達,False,False,0
400,214,1,20,101,401,,1回全国対戦に同時出撃する,False,False,0
401,215,1,20,101,402,,5回全国対戦に同時出撃する,False,False,0
402,216,1,20,101,403,,15回全国対戦に同時出撃する,False,False,0
403,217,1,20,101,404,,50回全国対戦に同時出撃する,False,False,0
404,218,1,20,101,405,,150回全国対戦に同時出撃する,False,False,0
405,219,1,20,101,406,,500回全国対戦に同時出撃する,False,False,0
406,220,1,20,101,407,,全国対戦で、同一のプレイヤーと10回同時出撃する,False,False,0
407,221,1,20,101,408,,全国対戦で、同一のプレイヤーと30回同時出撃する,False,False,0
408,222,1,20,101,409,,全国対戦で、同一のプレイヤーと100回同時出撃する,False,False,0
409,223,1,20,101,410,,全国対戦に、異なる3人のプレイヤーと同時出撃する,False,False,0
410,224,1,20,101,411,,全国対戦に、異なる10人のプレイヤーと同時出撃する,False,False,0
411,225,1,20,101,412,,全国対戦に、異なる25人のプレイヤーと同時出撃する,False,False,0
412,226,1,20,101,413,,全国対戦で、5人の異なる所属都道府県のプレイヤーと同時出撃する,False,False,0
413,227,1,20,101,414,,全国対戦で、10人の異なる所属都道府県のプレイヤーと同時出撃する,False,False,0
414,228,1,20,101,415,,全国対戦で、15人の異なる所属都道府県のプレイヤーと同時出撃する,False,False,0
415,3105,4,50,200,105,,マッチングチャンス開催日に全国対戦で10勝する（ヒカリ）,False,False,0
416,3106,4,50,200,106,,マッチングチャンス開催日に全国対戦で20勝する（ヒカリ）,False,False,0
417,3107,4,50,200,107,,マッチングチャンス開催日に全国対戦で30勝する（ヒカリ）,False,False,0
418,3108,4,50,200,108,,マッチングチャンス開催日に全国対戦で40勝する（ヒカリ）,False,False,0
419,3109,4,50,200,109,,マッチングチャンス開催日に全国対戦で50勝する（ヒカリ）,False,False,0
420,3110,4,50,200,110,,マッチングチャンス開催日に全国対戦で60勝する（ヒカリ）,False,False,0
421,3205,4,50,200,205,,マッチングチャンス開催日に全国対戦で10勝する（レイカ）,False,False,0
422,3206,4,50,200,206,,マッチングチャンス開催日に全国対戦で20勝する（レイカ）,False,False,0
423,3207,4,50,200,207,,マッチングチャンス開催日に全国対戦で30勝する（レイカ）,False,False,0
424,3208,4,50,200,208,,マッチングチャンス開催日に全国対戦で40勝する（レイカ）,False,False,0
425,3209,4,50,200,209,,マッチングチャンス開催日に全国対戦で50勝する（レイカ）,False,False,0
426,3210,4,50,200,210,,マッチングチャンス開催日に全国対戦で60勝する（レイカ）,False,False,0
427,3305,4,50,200,305,,マッチングチャンス開催日に全国対戦で10勝する（シャーリー）,False,False,0
428,3306,4,50,200,306,,マッチングチャンス開催日に全国対戦で20勝する（シャーリー）,False,False,0
429,3307,4,50,200,307,,マッチングチャンス開催日に全国対戦で30勝する（シャーリー）,False,False,0
430,3308,4,50,200,308,,マッチングチャンス開催日に全国対戦で40勝する（シャーリー）,False,False,0
431,3309,4,50,200,309,,マッチングチャンス開催日に全国対戦で50勝する（シャーリー）,False,False,0
432,3310,4,50,200,310,,マッチングチャンス開催日に全国対戦で60勝する（シャーリー）,False,False,0
433,3405,4,50,200,405,,マッチングチャンス開催日に全国対戦で10勝する（イサドラ）,False,False,0
434,3406,4,50,200,406,,マッチングチャンス開催日に全国対戦で20勝する（イサドラ）,False,False,0
435,3407,4,50,200,407,,マッチングチャンス開催日に全国対戦で30勝する（イサドラ）,False,False,0
436,3408,4,50,200,408,,マッチングチャンス開催日に全国対戦で40勝する（イサドラ）,False,False,0
437,3409,4,50,200,409,,マッチングチャンス開催日に全国対戦で50勝する（イサドラ）,False,False,0
438,3410,4,50,200,410,,マッチングチャンス開催日に全国対戦で60勝する（イサドラ）,False,False,0
439,3505,4,50,200,505,,マッチングチャンス開催日に全国対戦で10勝する（ナギ）,False,False,0
440,3506,4,50,200,506,,マッチングチャンス開催日に全国対戦で20勝する（ナギ）,False,False,0
441,3507,4,50,200,507,,マッチングチャンス開催日に全国対戦で30勝する（ナギ）,False,False,0
442,3508,4,50,200,508,,マッチングチャンス開催日に全国対戦で40勝する（ナギ）,False,False,0
443,3509,4,50,200,509,,マッチングチャンス開催日に全国対戦で50勝する（ナギ）,False,False,0
444,3510,4,50,200,510,,マッチングチャンス開催日に全国対戦で60勝する（ナギ）,False,False,0
445,3605,4,50,200,605,,マッチングチャンス開催日に全国対戦で10勝する（カズマ）,False,False,0
446,3606,4,50,200,606,,マッチングチャンス開催日に全国対戦で20勝する（カズマ）,False,False,0
447,3607,4,50,200,607,,マッチングチャンス開催日に全国対戦で30勝する（カズマ）,False,False,0
448,3608,4,50,200,608,,マッチングチャンス開催日に全国対戦で40勝する（カズマ）,False,False,0
449,3609,4,50,200,609,,マッチングチャンス開催日に全国対戦で50勝する（カズマ）,False,False,0
450,3610,4,50,200,610,,マッチングチャンス開催日に全国対戦で60勝する（カズマ）,False,False,0
451,4301,4,50,201,401,,公式プレイヤーとマッチングする,False,False,0
452,4302,4,50,201,402,,公式プレイヤーとマッチングした試合で1回勝利する,False,False,0
453,4303,4,50,201,403,,公式プレイヤーとマッチングした試合で5回勝利する,False,False,0
454,4304,4,50,201,404,,公式プレイヤーとマッチングした試合で10回勝利する,False,False,0
455,6801,4,40,310,801,,最強アズワントーナメント予選 優勝,False,False,0
456,6802,4,40,310,802,,最強アズワントーナメント予選 準優勝,False,False,0
457,6803,4,40,310,803,,最強アズワントーナメント予選 三位,False,False,0
458,6804,4,40,310,804,,最強アズワントーナメント決勝 優勝,False,False,0
459,6805,4,40,310,805,,最強アズワントーナメント決勝 準優勝,False,False,0
460,6806,4,40,310,806,,最強アズワントーナメント決勝 三位,False,False,0
461,1002,0,0,0,102,バックラッシュ,未配布,False,False,0
462,2500,1,9,500,100,,2on2用ミッション報酬　8on8使用禁止,False,False,0
463,2501,1,9,500,101,,2on2用ミッション報酬　8on8使用禁止,False,False,0
464,2502,1,9,500,102,,2on2用ミッション報酬　8on8使用禁止,False,False,0
465,2503,1,9,500,103,,2on2用ミッション報酬　8on8使用禁止,False,False,0
466,2504,1,9,500,104,,2on2用ミッション報酬　8on8使用禁止,False,False,0
467,2505,1,9,500,105,,2on2用ミッション報酬　8on8使用禁止,False,False,0
468,2506,1,9,500,106,,2on2用ミッション報酬　8on8使用禁止,False,False,0
469,2507,1,9,500,107,,2on2用ミッション報酬　8on8使用禁止,False,False,0
470,2508,1,9,500,108,,2on2用ミッション報酬　8on8使用禁止,False,False,0
471,2509,1,9,500,109,,2on2用ミッション報酬　8on8使用禁止,False,False,0
472,2510,1,9,500,110,,2on2用ミッション報酬　8on8使用禁止,False,False,0
473,2511,1,9,500,111,,2on2用ミッション報酬　8on8使用禁止,False,False,0
474,2512,1,9,500,112,,2on2用ミッション報酬　8on8使用禁止,False,False,0
475,2513,1,9,500,113,,2on2用ミッション報酬　8on8使用禁止,False,False,0
476,2514,1,9,500,114,,2on2用ミッション報酬　8on8使用禁止,False,False,0
477,2515,1,9,500,115,,2on2用ミッション報酬　8on8使用禁止,False,False,0
478,2516,1,9,500,116,,2on2用ミッション報酬　8on8使用禁止,False,False,0
479,2517,1,9,500,117,,2on2用ミッション報酬　8on8使用禁止,False,False,0
480,2518,1,9,500,118,,2on2用ミッション報酬　8on8使用禁止,False,False,0
481,2519,1,9,500,119,,2on2用ミッション報酬　8on8使用禁止,False,False,0
482,2520,1,9,500,120,,2on2用ミッション報酬　8on8使用禁止,False,False,0
483,2521,1,9,500,121,,2on2用ミッション報酬　8on8使用禁止,False,False,0
484,2522,1,9,500,122,,2on2用ミッション報酬　8on8使用禁止,False,False,0
485,2523,1,9,500,123,,2on2用ミッション報酬　8on8使用禁止,False,False,0
486,2524,1,9,500,124,,2on2用ミッション報酬　8on8使用禁止,False,False,0
487,2525,1,9,500,125,,2on2用ミッション報酬　8on8使用禁止,False,False,0
488,2526,1,9,500,126,,2on2用ミッション報酬　8on8使用禁止,False,False,0
489,2527,1,9,500,127,,2on2用ミッション報酬　8on8使用禁止,False,False,0
490,2528,1,9,500,128,,2on2用ミッション報酬　8on8使用禁止,False,False,0
491,2529,1,9,500,129,,2on2用ミッション報酬　8on8使用禁止,False,False,0
492,2530,1,9,500,130,,2on2用ミッション報酬　8on8使用禁止,False,False,0
493,2531,1,9,500,131,,2on2用ミッション報酬　8on8使用禁止,False,False,0
494,2532,1,9,500,132,,2on2用ミッション報酬　8on8使用禁止,False,False,0
495,2533,1,9,500,133,,2on2用ミッション報酬　8on8使用禁止,False,False,0
496,2534,1,9,500,134,,2on2用ミッション報酬　8on8使用禁止,False,False,0
497,2535,1,9,500,135,,2on2用ミッション報酬　8on8使用禁止,False,False,0
498,2536,1,9,500,136,,2on2用ミッション報酬　8on8使用禁止,False,False,0
499,2537,1,9,500,137,,2on2用ミッション報酬　8on8使用禁止,False,False,0
500,2538,1,9,500,138,,2on2用ミッション報酬　8on8使用禁止,False,False,0
501,2539,1,9,500,139,,2on2用ミッション報酬　8on8使用禁止,False,False,0
502,2540,1,9,500,140,,2on2用ミッション報酬　8on8使用禁止,False,False,0
503,2541,1,9,500,141,,2on2用ミッション報酬　8on8使用禁止,False,False,0
504,2542,1,9,500,200,,2on2用ミッション報酬　8on8使用禁止,False,False,0
505,2543,1,9,500,201,,2on2用ミッション報酬　8on8使用禁止,False,False,0
506,2544,1,9,500,202,,2on2用ミッション報酬　8on8使用禁止,False,False,0
507,2545,1,9,500,203,,2on2用ミッション報酬　8on8使用禁止,False,False,0
508,2546,1,9,500,204,,2on2用ミッション報酬　8on8使用禁止,False,False,0
509,2547,1,9,500,900,,2on2用ミッション報酬　8on8使用禁止,False,False,0
510,2548,1,9,500,901,,2on2用ミッション報酬　8on8使用禁止,False,False,0
511,2549,1,9,500,902,,2on2用ミッション報酬　8on8使用禁止,False,False,0
512,2550,1,9,500,903,,2on2用ミッション報酬　8on8使用禁止,False,False,0
513,2551,1,9,500,904,,2on2用ミッション報酬　8on8使用禁止,False,False,0
514,2552,1,9,500,905,,2on2用ミッション報酬　8on8使用禁止,False,False,0
515,2553,1,9,500,906,,2on2用ミッション報酬　8on8使用禁止,False,False,0
516,2554,1,9,500,205,,2on2用ミッション報酬　8on8使用禁止,False,False,0
100000,100000,0,0,0,0,装備なし,※Dip上必要なデータ,True,True,1
100001,100001,1,12,0,1,新米パイロット,初期所持称号,True,False,1
100002,100002,1,12,0,2,中級者パイロット,未配布,False,False,1
100003,100003,1,20,4,101,初心者アズワン,シングルスター>に初めて到達,False,False,1
100004,100004,1,20,4,102,見習いアズワン,シングルスター>>に初めて到達,False,False,1
100005,100005,1,20,4,103,新米アズワン,シングルスター>>>に初めて到達,False,False,1
100006,100006,1,20,4,104,新参アズワン,ダブルスター>に初めて到達,False,False,1
100007,100007,1,20,4,105,新星アズワン,ダブルスター>>に初めて到達,False,False,1
100008,100008,1,20,4,106,下級アズワン,ダブルスター>>>に初めて到達,False,False,1
100009,100009,1,20,4,107,噂のアズワン,トリプルスター>に初めて到達,False,False,1
100010,100010,1,20,4,108,期待のアズワン,トリプルスター>>に初めて到達,False,False,1
100011,100011,1,20,4,109,中級アズワン,トリプルスター>>>に初めて到達,False,False,1
100012,100012,1,20,4,110,,フォースター>に初めて到達,False,False,1
100013,100013,1,20,4,111,,フォースター>>に初めて到達,False,False,1
100014,100014,1,20,4,112,,フォースター>>>に初めて到達,False,False,1
100015,100015,1,20,4,113,,ファイブスター>に初めて到達,False,False,1
100016,100016,1,20,4,114,,ファイブスター>>に初めて到達,False,False,1
100017,100017,1,20,4,115,,ファイブスター>>>に初めて到達,False,False,1
100018,100018,1,20,4,116,,ノヴァ>に初めて到達,False,False,1
100019,100019,1,20,4,117,,ノヴァ>>に初めて到達,False,False,1
100020,100020,1,20,4,118,,ノヴァ>>>に初めて到達,False,False,1
100021,100021,1,20,4,119,,スーパーノヴァ>に初めて到達,False,False,1
100022,100022,1,20,4,120,,スーパーノヴァ>>に初めて到達,False,False,1
100023,100023,1,20,4,121,,スーパーノヴァ>>>に初めて到達,False,False,1
100024,100024,3,30,8,101,ヒカリの同僚,ヒカリとのDePSを500獲得,False,False,1
100025,100025,3,30,8,102,ヒカリのマブダチ,ヒカリとのDePSを2500獲得,False,False,1
100026,100026,3,30,8,103,ヒカリの相棒,ヒカリとのDePSを4500獲得,False,False,1
100027,100027,3,30,8,104,ホワイトハート,ヒカリとのDePSを6500獲得,False,False,1
100028,100028,3,30,8,105,,ヒカリとのDePSを8500獲得,False,False,1
100029,100029,3,30,8,201,レイカの同僚,レイカとのDePSを500獲得,False,False,1
100030,100030,3,30,8,202,レイカのマブダチ,レイカとのDePSを2500獲得,False,False,1
100031,100031,3,30,8,203,レイカの相棒,レイカとのDePSを4500獲得,False,False,1
100032,100032,3,30,8,204,ブルーハート,レイカとのDePSを6500獲得,False,False,1
100033,100033,3,30,8,205,,レイカとのDePSを8500獲得,False,False,1
100034,100034,3,30,8,301,シャーリーの同僚,シャーリーとのDePSを500獲得,False,False,1
100035,100035,3,30,8,302,シャーリーのマブダチ,シャーリーとのDePSを2500獲得,False,False,1
100036,100036,3,30,8,303,シャーリーの相棒,シャーリーとのDePSを4500獲得,False,False,1
100037,100037,3,30,8,304,イエローハート,シャーリーとのDePSを6500獲得,False,False,1
100038,100038,3,30,8,305,,シャーリーとのDePSを8500獲得,False,False,1
100039,100039,3,30,8,401,イサドラの同僚,イサドラとのDePSを500獲得,False,False,1
100040,100040,3,30,8,402,イサドラのマブダチ,イサドラとのDePSを2500獲得,False,False,1
100041,100041,3,30,8,403,イサドラの相棒,イサドラとのDePSを4500獲得,False,False,1
100042,100042,3,30,8,404,グリーンハート,イサドラとのDePSを6500獲得,False,False,1
100043,100043,3,30,8,405,,イサドラとのDePSを8500獲得,False,False,1
100044,100044,3,30,8,501,ナギの同僚,ナギとのDePSを500獲得,False,False,1
100045,100045,3,30,8,502,ナギのマブダチ,ナギとのDePSを2500獲得,False,False,1
100046,100046,3,30,8,503,ナギの相棒,ナギとのDePSを4500獲得,False,False,1
100047,100047,3,30,8,504,レッドハート,ナギとのDePSを6500獲得,False,False,1
100048,100048,3,30,8,505,,ナギとのDePSを8500獲得,False,False,1
100049,100049,3,30,8,601,カズマの同僚,カズマとのDePSを500獲得,False,False,1
100050,100050,3,30,8,602,カズマのマブダチ,カズマとのDePSを2500獲得,False,False,1
100051,100051,3,30,8,603,カズマの相棒,カズマとのDePSを4500獲得,False,False,1
100052,100052,3,30,8,604,グレイハート,カズマとのDePSを6500獲得,False,False,1
100053,100053,3,30,8,605,,カズマとのDePSを8500獲得,False,False,1
100054,100054,3,34,9,101,ヒカリの物語,ヒカリのDePSを累積1000獲得,False,False,1
100055,100055,3,34,9,102,ヒカリの依頼人,クエスト「ヒカリと特訓１」をクリア,False,False,1
100056,100056,3,34,9,103,,未配布,False,False,1
100057,100057,3,34,9,201,レイカの物語,レイカのDePSを累積1000獲得,False,False,1
100058,100058,3,34,9,202,レイカの依頼人,クエスト「レイカと特訓１」をクリア,False,False,1
100059,100059,3,34,9,203,,未配布,False,False,1
100060,100060,3,34,9,301,シャーリーの物語,シャーリーのDePSを累積1000獲得,False,False,1
100061,100061,3,34,9,302,シャーリーの依頼人,クエスト「シャーリーと特訓１」をクリア,False,False,1
100062,100062,3,34,9,303,,未配布,False,False,1
100063,100063,3,34,9,401,イサドラの物語,イサドラのDePSを累積1000獲得,False,False,1
100064,100064,3,34,9,402,イサドラの依頼人,クエスト「イサドラと特訓１」をクリア,False,False,1
100065,100065,3,34,9,403,,未配布,False,False,1
100066,100066,3,34,9,501,ナギの物語,ナギのDePSを累積1000獲得,False,False,1
100067,100067,3,34,9,502,ナギの依頼人,クエスト「ナギと特訓１」をクリア,False,False,1
100068,100068,3,34,9,503,,未配布,False,False,1
100069,100069,3,34,9,601,カズマの物語,カズマのDePSを累積1000獲得,False,False,1
100070,100070,3,34,9,602,カズマの依頼人,クエスト「カズマと特訓１」をクリア,False,False,1
100071,100071,3,34,9,603,,未配布,False,False,1
100072,101000,0,0,0,100,ヴ・レード惺王国,未配布,False,False,1
100073,101001,0,0,0,101,轟ア・スレッガ,未配布,False,False,1
100074,102001,4,0,1,1,,ガンスリンガーストラトス　コラボレーション,False,False,1
100075,102002,4,0,1,2,,クエスト「クリスマス作戦３」をクリア,False,False,1
100076,199999,4,0,999,1,,称号確認用,False,False,1
100077,100076,3,32,6,101,ピカピカのお星様☆,ヒカリと全国対戦10回勝利,False,False,1
100078,100077,3,32,6,102,キラキラの流れ星☆,ヒカリと全国対戦30回勝利,False,False,1
100079,100078,3,32,6,103,ビッグスター,ヒカリと全国対戦60回勝利,False,False,1
100080,100079,3,32,6,104,戦場で輝く一番星,ヒカリと全国対戦100回勝利,False,False,1
100081,100080,3,32,6,105,,ヒカリと全国対戦600回勝利,False,False,1
100082,100081,3,32,6,201,風紀委員長,レイカと全国対戦10回勝利,False,False,1
100083,100082,3,32,6,202,クールビューティー,レイカと全国対戦30回勝利,False,False,1
100084,100083,3,32,6,203,氷獄の眼差し,レイカと全国対戦60回勝利,False,False,1
100085,100084,3,32,6,204,冷徹な戦乙女,レイカと全国対戦100回勝利,False,False,1
100086,100085,3,32,6,205,,レイカと全国対戦600回勝利,False,False,1
100087,100086,3,32,6,301,わがまま娘,シャーリーと全国対戦10回勝利,False,False,1
100088,100087,3,32,6,302,都会っ子倒すガール,シャーリーと全国対戦30回勝利,False,False,1
100089,100088,3,32,6,303,リトルビッグ,シャーリーと全国対戦60回勝利,False,False,1
100090,100089,3,32,6,304,黄金の魂,シャーリーと全国対戦100回勝利,False,False,1
100091,100090,3,32,6,305,,シャーリーと全国対戦600回勝利,False,False,1
100092,100091,3,32,6,401,大人のレディー,イサドラと全国対戦10回勝利,False,False,1
100093,100092,3,32,6,402,頼れる姉御肌,イサドラと全国対戦30回勝利,False,False,1
100094,100093,3,32,6,403,ハートスナイパー,イサドラと全国対戦60回勝利,False,False,1
100095,100094,3,32,6,404,シークレットスパイ,イサドラと全国対戦100回勝利,False,False,1
100096,100095,3,32,6,405,,イサドラと全国対戦600回勝利,False,False,1
100097,100096,3,32,6,501,まっすぐ男子,ナギと全国対戦10回勝利,False,False,1
100098,100097,3,32,6,502,爽やかイケメン,ナギと全国対戦30回勝利,False,False,1
100099,100098,3,32,6,503,バトルコック,ナギと全国対戦60回勝利,False,False,1
100100,100099,3,32,6,504,ジャスティスレッド,ナギと全国対戦100回勝利,False,False,1
100101,100100,3,32,6,505,,ナギと全国対戦600回勝利,False,False,1
100102,100101,3,32,6,601,はらぺこ漢,カズマと全国対戦10回勝利,False,False,1
100103,100102,3,32,6,602,熱血男子,カズマと全国対戦30回勝利,False,False,1
100104,100103,3,32,6,603,ハングリー精神,カズマと全国対戦60回勝利,False,False,1
100105,100104,3,32,6,604,暴飲暴食,カズマと全国対戦100回勝利,False,False,1
100106,100105,3,32,6,605,,カズマと全国対戦600回勝利,False,False,1
100107,100106,3,33,7,101,シューティングガール,ヒカリと全国対戦3連続勝利,False,False,1
100108,100107,3,33,7,102,輝き続ける一番星☆,ヒカリと全国対戦5連続勝利,False,False,1
100109,100108,3,33,7,103,,ヒカリと全国対戦10連続勝利,False,False,1
100110,100109,3,33,7,201,ツンデレ少女,レイカと全国対戦3連続勝利,False,False,1
100111,100110,3,33,7,202,ヴァルキュリア,レイカと全国対戦5連続勝利,False,False,1
100112,100111,3,33,7,203,,レイカと全国対戦10連続勝利,False,False,1
100113,100112,3,33,7,301,じゃじゃ馬娘,シャーリーと全国対戦3連続勝利,False,False,1
100114,100113,3,33,7,302,ゴールドラッシュ,シャーリーと全国対戦5連続勝利,False,False,1
100115,100114,3,33,7,303,,シャーリーと全国対戦10連続勝利,False,False,1
100116,100115,3,33,7,401,セクシークイーン,イサドラと全国対戦3連続勝利,False,False,1
100117,100116,3,33,7,402,勝利の女神,イサドラと全国対戦5連続勝利,False,False,1
100118,100117,3,33,7,403,,イサドラと全国対戦10連続勝利,False,False,1
100119,100118,3,33,7,501,ストレートボーイ,ナギと全国対戦3連続勝利,False,False,1
100120,100119,3,33,7,502,終わりなきお茶会,ナギと全国対戦5連続勝利,False,False,1
100121,100120,3,33,7,503,,ナギと全国対戦10連続勝利,False,False,1
100122,100121,3,33,7,601,あちー漢,カズマと全国対戦3連続勝利,False,False,1
100123,100122,3,33,7,602,燃え続ける炎,カズマと全国対戦5連続勝利,False,False,1
100124,100123,3,33,7,603,,カズマと全国対戦10連続勝利,False,False,1
100125,100124,1,33,101,101,クロックスター,全国対戦を10時間対戦,False,False,1
100126,100125,1,33,101,102,星の砂時計,全国対戦を30時間対戦,False,False,1
100127,100126,1,33,101,103,,全国対戦を50時間対戦,False,False,1
100128,100127,1,33,101,201,百戦錬磨,全国対戦を100回出撃,False,False,1
100129,100128,1,33,101,202,血に飢える騎士,全国対戦を1000回出撃,False,False,1
100130,100129,1,33,101,203,,全国対戦を10000回出撃,False,False,1
100131,100130,1,33,101,301,神頼み,願掛けを10回成功,False,False,1
100132,100131,1,33,101,302,交通安全,願掛けを50回成功,False,False,1
100133,100132,1,33,101,303,願い星,願掛けを100回成功,False,False,1
100134,100133,1,33,101,304,無敗のお守り,願掛けを500回成功,False,False,1
100135,100134,1,33,101,305,,願掛けを1000回成功,False,False,1
100136,100135,2,33,3,101,闘いの鼓舞,全国対戦で5回勝利,False,False,1
100137,100136,2,33,3,102,十字架を背負う死神,全国対戦で10回勝利,False,False,1
100138,100137,2,33,3,103,百の星を砕く猛者,全国対戦で100回勝利,False,False,1
100139,100138,2,33,3,104,一騎当千,全国対戦で1000回勝利,False,False,1
100140,100139,2,33,3,105,,全国対戦で3000回勝利,False,False,1
100141,100140,2,33,3,201,スコアゲッター,累計リザルトスコア100000を達成,False,False,1
100142,100141,2,33,3,202,最高にハイスコア,累計リザルトスコア500000を達成,False,False,1
100143,100142,2,33,3,203,オールラウンダー,累計リザルトスコア1000000を達成,False,False,1
100144,100143,2,33,3,204,,累計リザルトスコア5000000を達成,False,False,1
100145,100144,2,33,3,301,金メダリスト,リザルトスコア1位に3回なった,False,False,1
100146,100145,2,33,3,302,スーパースター,リザルトスコア1位に6回なった,False,False,1
100147,100146,2,33,3,303,王冠の継承者,リザルトスコア1位に10回なった,False,False,1
100148,100147,2,33,3,304,,リザルトスコア1位に30回なった,False,False,1
100149,100148,2,33,3,401,バーサーカー,累計アタックスコア20000達成,False,False,1
100150,100149,2,33,3,402,最強の矛,累計アタックスコア50000達成,False,False,1
100151,100150,2,33,3,403,,累計アタックスコア100000達成,False,False,1
100152,100151,2,33,3,501,キャンプ地とする,累計占拠スコア15000達成,False,False,1
100153,100152,2,33,3,502,世界征服,累計占拠スコア30000達成,False,False,1
100154,100153,2,33,3,503,,累計占拠スコア75000達成,False,False,1
100155,100154,2,33,3,601,お手伝いさん,累計アシストスコア15000達成,False,False,1
100156,100155,2,33,3,602,アシスタント,累計アシストスコア30000達成,False,False,1
100157,100156,2,33,3,603,,累計アシストスコア75000達成,False,False,1
100158,100157,2,33,3,701,グッドプレイヤー,1対戦でナイスプレイ15個達成,False,False,1
100159,100158,2,33,3,702,ナイスプレイヤー,1対戦でナイスプレイ25個達成,False,False,1
100160,100159,2,33,3,703,,1対戦でナイスプレイ40個達成,False,False,1
100161,100160,2,33,3,801,キラーマシン,敵ARを50体撃破,False,False,1
100162,100161,2,33,3,802,ブラックホール注意！,敵ARを150体撃破,False,False,1
100163,100162,2,33,3,803,,敵ARを300体撃破,False,False,1
100164,100163,2,33,3,101,マグハンター,マグを累計100機撃破,False,False,1
100165,100164,2,33,3,102,マグマグハンター,マグを累計3000機撃破,False,False,1
100166,100165,2,33,3,103,最強のマグキラー,マグを累計10000機撃破,False,False,1
100167,100166,2,33,3,101,Sマグダメ,Sマグへ累計20000ダメージを与えた,False,False,1
100168,100167,2,33,3,102,Sマグすげーダメ,Sマグへ累計300000ダメージを与えた,False,False,1
100169,100168,2,33,3,103,Sマグ超ダメ,Sマグへ累計1000000ダメージを与えた,False,False,1
100170,100169,2,33,3,101,タワーダメ,タワーへ累計20000ダメージを与えた,False,False,1
100171,100170,2,33,3,102,タワーすげーダメ,タワーへ累計300000ダメージを与えた,False,False,1
100172,100171,2,33,3,103,タワー超ダメ,タワーへ累計1000000ダメージを与えた,False,False,1
100173,100172,2,33,3,101,グランデダメ,グランデへ累計20000ダメージを与えた,False,False,1
100174,100173,2,33,3,102,グランデすげーダメ,グランデへ累計300000ダメージを与えた,False,False,1
