---,MechaSetId,MechaSetName,MechaId,DesignId,Texture
150,8010,ディスドスセット\nファルマコンタイプ,8,10,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_08_Head.Tex_Com_RobotParts_08_Head'
151,8011,ディスドスセット\nラピスヘッジタイプ,8,11,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_08_Head.Tex_Com_RobotParts_08_Head'
152,8012,ディスドスセット\nパ・フェクトタイプ,8,12,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_08_Head.Tex_Com_RobotParts_08_Head'
153,8013,ディスドスセット\nエタニティタイプ,8,13,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_08_Head.Tex_Com_RobotParts_08_Head'
154,8014,ディスドスセット\nオキサイドタイプ,8,14,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_08_Head.Tex_Com_RobotParts_08_Head'
155,8101,ディスドスセット\n深森タイプ,8,101,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_08_Head.Tex_Com_RobotParts_08_Head'
156,8102,ディスドスセット\n岩塊タイプ,8,102,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_08_Head.Tex_Com_RobotParts_08_Head'
157,8103,ディスドスセット\n土漠タイプ,8,103,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_08_Head.Tex_Com_RobotParts_08_Head'
158,8104,ディスドスセット\n青碧タイプ,8,104,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_08_Head.Tex_Com_RobotParts_08_Head'
159,8105,ディスドスセット\n海響タイプ,8,105,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_08_Head.Tex_Com_RobotParts_08_Head'
160,8106,ディスドスセット\n桜花タイプ,8,106,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_08_Head.Tex_Com_RobotParts_08_Head'
161,9001,サブライガセット\nソリディアタイプ,9,1,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
162,9002,サブライガセット\nカーディナルタイプ,9,2,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
163,9003,サブライガセット\nスクラッパータイプ,9,3,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
164,9004,サブライガセット\nサイトヘッドタイプ,9,4,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
165,9005,サブライガセット\nシーユー・レイタータイプ,9,5,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
166,9006,サブライガセット\nゴールテン・ダータイプ,9,6,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
167,9007,サブライガセット\nアンゼロイタイプ,9,7,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
168,9008,サブライガセット\nディスドスタイプ,9,8,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
169,9009,サブライガセット\nサブライガタイプ,9,9,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
170,9010,サブライガセット\nファルマコンタイプ,9,10,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
171,9011,サブライガセット\nラピスヘッジタイプ,9,11,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
172,9012,サブライガセット\nパ・フェクトタイプ,9,12,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
173,9013,サブライガセット\nエタニティタイプ,9,13,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
174,9014,サブライガセット\nオキサイドタイプ,9,14,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
175,9101,サブライガセット\n深森タイプ,9,101,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
176,9102,サブライガセット\n岩塊タイプ,9,102,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
177,9103,サブライガセット\n土漠タイプ,9,103,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
178,9104,サブライガセット\n青碧タイプ,9,104,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
179,9105,サブライガセット\n海響タイプ,9,105,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
180,9106,サブライガセット\n桜花タイプ,9,106,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_09_Head.Tex_Com_RobotParts_09_Head'
181,10001,ファルマコンセット\nソリディアタイプ,10,1,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
182,10002,ファルマコンセット\nカーディナルタイプ,10,2,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
183,10003,ファルマコンセット\nスクラッパータイプ,10,3,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
184,10004,ファルマコンセット\nサイトヘッドタイプ,10,4,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
185,10005,ファルマコンセット\nシーユー・レイタータイプ,10,5,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
186,10006,ファルマコンセット\nゴールテン・ダータイプ,10,6,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
187,10007,ファルマコンセット\nアンゼロイタイプ,10,7,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
188,10008,ファルマコンセット\nディスドスタイプ,10,8,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
189,10009,ファルマコンセット\nサブライガタイプ,10,9,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
190,10010,ファルマコンセット\nファルマコンタイプ,10,10,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
191,10011,ファルマコンセット\nラピスヘッジタイプ,10,11,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
192,10012,ファルマコンセット\nパ・フェクトタイプ,10,12,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
193,10013,ファルマコンセット\nエタニティタイプ,10,13,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
194,10014,ファルマコンセット\nオキサイドタイプ,10,14,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
195,10101,ファルマコンセット\n深森タイプ,10,101,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
196,10102,ファルマコンセット\n岩塊タイプ,10,102,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
197,10103,ファルマコンセット\n土漠タイプ,10,103,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
198,10104,ファルマコンセット\n青碧タイプ,10,104,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
199,10105,ファルマコンセット\n海響タイプ,10,105,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
200,10106,ファルマコンセット\n桜花タイプ,10,106,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_10_Head.Tex_Com_RobotParts_10_Head'
201,11001,ラピスヘッジセット\nソリディアタイプ,11,1,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
202,11002,ラピスヘッジセット\nカーディナルタイプ,11,2,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
203,11003,ラピスヘッジセット\nスクラッパータイプ,11,3,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
204,11004,ラピスヘッジセット\nサイトヘッドタイプ,11,4,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
205,11005,ラピスヘッジセット\nシーユー・レイタータイプ,11,5,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
206,11006,ラピスヘッジセット\nゴールテン・ダータイプ,11,6,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
207,11007,ラピスヘッジセット\nアンゼロイタイプ,11,7,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
208,11008,ラピスヘッジセット\nディスドスタイプ,11,8,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
209,11009,ラピスヘッジセット\nサブライガタイプ,11,9,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
210,11010,ラピスヘッジセット\nファルマコンタイプ,11,10,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
211,11011,ラピスヘッジセット\nラピスヘッジタイプ,11,11,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
212,11012,ラピスヘッジセット\nパ・フェクトタイプ,11,12,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
213,11013,ラピスヘッジセット\nエタニティタイプ,11,13,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
214,11014,ラピスヘッジセット\nオキサイドタイプ,11,14,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
215,11101,ラピスヘッジセット\n深森タイプ,11,101,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
216,11102,ラピスヘッジセット\n岩塊タイプ,11,102,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
217,11103,ラピスヘッジセット\n土漠タイプ,11,103,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
218,11104,ラピスヘッジセット\n青碧タイプ,11,104,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
219,11105,ラピスヘッジセット\n海響タイプ,11,105,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
220,11106,ラピスヘッジセット\n桜花タイプ,11,106,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_11_Head.Tex_Com_RobotParts_11_Head'
221,12001,パ・フェクトセット\nソリディアタイプ,12,1,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
222,12002,パ・フェクトセット\nカーディナルタイプ,12,2,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
223,12003,パ・フェクトセット\nスクラッパータイプ,12,3,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
224,12004,パ・フェクトセット\nサイトヘッドタイプ,12,4,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
225,12005,パ・フェクトセット\nシーユー・レイタータイプ,12,5,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
226,12006,パ・フェクトセット\nゴールテン・ダータイプ,12,6,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
227,12007,パ・フェクトセット\nアンゼロイタイプ,12,7,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
228,12008,パ・フェクトセット\nディスドスタイプ,12,8,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
229,12009,パ・フェクトセット\nサブライガタイプ,12,9,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
230,12010,パ・フェクトセット\nファルマコンタイプ,12,10,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
231,12011,パ・フェクトセット\nラピスヘッジタイプ,12,11,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
232,12012,パ・フェクトセット\nパ・フェクトタイプ,12,12,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
233,12013,パ・フェクトセット\nエタニティタイプ,12,13,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
234,12014,パ・フェクトセット\nオキサイドタイプ,12,14,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
235,12101,パ・フェクトセット\n深森タイプ,12,101,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
236,12102,パ・フェクトセット\n岩塊タイプ,12,102,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
237,12103,パ・フェクトセット\n土漠タイプ,12,103,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
238,12104,パ・フェクトセット\n青碧タイプ,12,104,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
239,12105,パ・フェクトセット\n海響タイプ,12,105,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
240,12106,パ・フェクトセット\n桜花タイプ,12,106,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_12_Head.Tex_Com_RobotParts_12_Head'
241,13001,エタニティセット\nソリディアタイプ,13,1,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
242,13002,エタニティセット\nカーディナルタイプ,13,2,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
243,13003,エタニティセット\nスクラッパータイプ,13,3,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
244,13004,エタニティセット\nサイトヘッドタイプ,13,4,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
245,13005,エタニティセット\nシーユー・レイタータイプ,13,5,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
246,13006,エタニティセット\nゴールテン・ダータイプ,13,6,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
247,13007,エタニティセット\nアンゼロイタイプ,13,7,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
248,13008,エタニティセット\nディスドスタイプ,13,8,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
249,13009,エタニティセット\nサブライガタイプ,13,9,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
250,13010,エタニティセット\nファルマコンタイプ,13,10,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
251,13011,エタニティセット\nラピスヘッジタイプ,13,11,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
252,13012,エタニティセット\nパ・フェクトタイプ,13,12,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
253,13013,エタニティセット\nエタニティタイプ,13,13,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
254,13014,エタニティセット\nオキサイドタイプ,13,14,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
255,13101,エタニティセット\n深森タイプ,13,101,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
256,13102,エタニティセット\n岩塊タイプ,13,102,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
257,13103,エタニティセット\n土漠タイプ,13,103,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
258,13104,エタニティセット\n青碧タイプ,13,104,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
259,13105,エタニティセット\n海響タイプ,13,105,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
260,13106,エタニティセット\n桜花タイプ,13,106,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_13_Head.Tex_Com_RobotParts_13_Head'
261,14001,オキサイドセット\nソリディアタイプ,14,1,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
262,14002,オキサイドセット\nカーディナルタイプ,14,2,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
263,14003,オキサイドセット\nスクラッパータイプ,14,3,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
264,14004,オキサイドセット\nサイトヘッドタイプ,14,4,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
265,14005,オキサイドセット\nシーユー・レイタータイプ,14,5,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
266,14006,オキサイドセット\nゴールテン・ダータイプ,14,6,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
267,14007,オキサイドセット\nアンゼロイタイプ,14,7,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
268,14008,オキサイドセット\nディスドスタイプ,14,8,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
269,14009,オキサイドセット\nサブライガタイプ,14,9,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
270,14010,オキサイドセット\nファルマコンタイプ,14,10,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
271,14011,オキサイドセット\nラピスヘッジタイプ,14,11,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
272,14012,オキサイドセット\nパ・フェクトタイプ,14,12,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
273,14013,オキサイドセット\nエタニティタイプ,14,13,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
274,14014,オキサイドセット\nオキサイドタイプ,14,14,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
275,14101,オキサイドセット\n深森タイプ,14,101,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
276,14102,オキサイドセット\n岩塊タイプ,14,102,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
277,14103,オキサイドセット\n土漠タイプ,14,103,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
278,14104,オキサイドセット\n青碧タイプ,14,104,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
279,14105,オキサイドセット\n海響タイプ,14,105,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
280,14106,オキサイドセット\n桜花タイプ,14,106,Texture2D'/Game/GUI/Common/Tex/RobotParts/Tex_Com_RobotParts_14_Head.Tex_Com_RobotParts_14_Head'
