---,MissionId,MissionName,BuddyId,GroupId,OrderId,Difficulty,ModeId,IsDev,RewardId,GameModeId
358,159003,サブライガで全国対戦を300回勝利,0,159,3,3,1,False,5000052,1
359,159004,サブライガで全国対戦を500回勝利,0,159,4,3,1,False,7102517,1
360,160001,サブライガで全国対戦を3回連続勝利,0,160,1,3,1,False,6120083,1
361,160002,サブライガで全国対戦を5回連続勝利,0,160,2,3,1,False,11100014,1
362,160003,サブライガで全国対戦を10回連続勝利,0,160,3,3,1,False,12006018,1
363,161001,スクラッパーで全国対戦を1時間対戦,0,161,1,1,1,False,7102518,1
364,161002,スクラッパーで全国対戦を10時間対戦,0,161,2,2,1,False,7102519,1
365,161003,スクラッパーで全国対戦を30時間対戦,0,161,3,2,1,False,11100016,1
366,161004,スクラッパーで全国対戦を50時間対戦,0,161,4,3,1,False,7102005,1
367,162001,スクラッパーで全国対戦を100回出撃,0,162,1,2,1,False,5000046,1
368,162002,スクラッパーで全国対戦を200回出撃,0,162,2,2,1,False,6130086,1
369,162003,スクラッパーで全国対戦を300回出撃,0,162,3,3,1,False,5000020,1
370,162004,スクラッパーで全国対戦を500回出撃,0,162,4,3,1,False,6130071,1
371,162005,スクラッパーで全国対戦を1000回出撃,0,162,5,3,1,False,6120079,1
372,163001,スクラッパーで全国対戦を100回勝利,0,163,1,3,1,False,5000009,1
373,163002,スクラッパーで全国対戦を200回勝利,0,163,2,3,1,False,6110021,1
374,163003,スクラッパーで全国対戦を300回勝利,0,163,3,3,1,False,5000017,1
375,163004,スクラッパーで全国対戦を500回勝利,0,163,4,3,1,False,7102520,1
376,164001,スクラッパーで全国対戦を3回連続勝利,0,164,1,3,1,False,6120089,1
377,164002,スクラッパーで全国対戦を5回連続勝利,0,164,2,3,1,False,11100007,1
378,164003,スクラッパーで全国対戦を10回連続勝利,0,164,3,3,1,False,6120056,1
379,165001,アンゼロイで全国対戦を1時間対戦,0,165,1,1,1,False,7102521,1
380,165002,アンゼロイで全国対戦を10時間対戦,0,165,2,2,1,False,7102522,1
381,165003,アンゼロイで全国対戦を30時間対戦,0,165,3,2,1,False,11100005,1
382,165004,アンゼロイで全国対戦を50時間対戦,0,165,4,3,1,False,7102009,1
383,166001,アンゼロイで全国対戦を100回出撃,0,166,1,2,1,False,5000036,1
384,166002,アンゼロイで全国対戦を200回出撃,0,166,2,2,1,False,6130090,1
385,166003,アンゼロイで全国対戦を300回出撃,0,166,3,3,1,False,5000050,1
386,166004,アンゼロイで全国対戦を500回出撃,0,166,4,3,1,False,6130054,1
387,166005,アンゼロイで全国対戦を1000回出撃,0,166,5,3,1,False,6120040,1
388,167001,アンゼロイで全国対戦を100回勝利,0,167,1,3,1,False,5000007,1
389,167002,アンゼロイで全国対戦を200回勝利,0,167,2,3,1,False,6110006,1
390,167003,アンゼロイで全国対戦を300回勝利,0,167,3,3,1,False,5000021,1
391,167004,アンゼロイで全国対戦を500回勝利,0,167,4,3,1,False,7102523,1
392,168001,アンゼロイで全国対戦を3回連続勝利,0,168,1,3,1,False,6120082,1
393,168002,アンゼロイで全国対戦を5回連続勝利,0,168,2,3,1,False,11100019,1
394,168003,アンゼロイで全国対戦を10回連続勝利,0,168,3,3,1,False,6120057,1
395,169001,ディスドスで全国対戦を1時間対戦,0,169,1,1,1,False,7102524,1
396,169002,ディスドスで全国対戦を10時間対戦,0,169,2,2,1,False,7102525,1
397,169003,ディスドスで全国対戦を30時間対戦,0,169,3,2,1,False,11100011,1
398,169004,ディスドスで全国対戦を50時間対戦,0,169,4,3,1,False,7102004,1
399,170001,ディスドスで全国対戦を100回出撃,0,170,1,2,1,False,5000037,1
400,170002,ディスドスで全国対戦を200回出撃,0,170,2,2,1,False,6130091,1
401,170003,ディスドスで全国対戦を300回出撃,0,170,3,3,1,False,5000051,1
402,170004,ディスドスで全国対戦を500回出撃,0,170,4,3,1,False,6130078,1
403,170005,ディスドスで全国対戦を1000回出撃,0,170,5,3,1,False,6120038,1
404,171001,ディスドスで全国対戦を100回勝利,0,171,1,3,1,False,5000005,1
405,171002,ディスドスで全国対戦を200回勝利,0,171,2,3,1,False,6110002,1
406,171003,ディスドスで全国対戦を300回勝利,0,171,3,3,1,False,5000022,1
407,171004,ディスドスで全国対戦を500回勝利,0,171,4,3,1,False,7102526,1
408,172001,ディスドスで全国対戦を3回連続勝利,0,172,1,3,1,False,6120043,1
409,172002,ディスドスで全国対戦を5回連続勝利,0,172,2,3,1,False,11100021,1
410,172003,ディスドスで全国対戦を10回連続勝利,0,172,3,3,1,False,6120058,1
411,173001,ファルマコンで全国対戦を1時間対戦,0,173,1,1,1,False,7102527,1
412,173002,ファルマコンで全国対戦を10時間対戦,0,173,2,2,1,False,7102528,1
413,173003,ファルマコンで全国対戦を30時間対戦,0,173,3,2,1,False,11100018,1
414,173004,ファルマコンで全国対戦を50時間対戦,0,173,4,3,1,False,7102006,1
415,174001,ファルマコンで全国対戦を100回出撃,0,174,1,2,1,False,5000024,1
416,174002,ファルマコンで全国対戦を200回出撃,0,174,2,2,1,False,6130093,1
417,174003,ファルマコンで全国対戦を300回出撃,0,174,3,3,1,False,5000010,1
418,174004,ファルマコンで全国対戦を500回出撃,0,174,4,3,1,False,6130080,1
419,174005,ファルマコンで全国対戦を1000回出撃,0,174,5,3,1,False,6120081,1
420,175001,ファルマコンで全国対戦を100回勝利,0,175,1,3,1,False,5000053,1
421,175002,ファルマコンで全国対戦を200回勝利,0,175,2,3,1,False,6110005,1
422,175003,ファルマコンで全国対戦を300回勝利,0,175,3,3,1,False,5000039,1
423,175004,ファルマコンで全国対戦を500回勝利,0,175,4,3,1,False,7102529,1
424,176001,ファルマコンで全国対戦を3回連続勝利,0,176,1,3,1,False,6120072,1
425,176002,ファルマコンで全国対戦を5回連続勝利,0,176,2,3,1,False,11100022,1
426,176003,ファルマコンで全国対戦を10回連続勝利,0,176,3,3,1,False,6120059,1
427,177001,ラピスヘッジで全国対戦を1時間対戦,0,177,1,1,1,False,7102530,1
428,177002,ラピスヘッジで全国対戦を10時間対戦,0,177,2,2,1,False,7102531,1
429,177003,ラピスヘッジで全国対戦を30時間対戦,0,177,3,2,1,False,11100012,1
430,177004,ラピスヘッジで全国対戦を50時間対戦,0,177,4,3,1,False,7102007,1
431,178001,ラピスヘッジで全国対戦を100回出撃,0,178,1,2,1,False,5000048,1
432,178002,ラピスヘッジで全国対戦を200回出撃,0,178,2,2,1,False,6130094,1
433,178003,ラピスヘッジで全国対戦を300回出撃,0,178,3,3,1,False,5000011,1
434,178004,ラピスヘッジで全国対戦を500回出撃,0,178,4,3,1,False,6130082,1
435,178005,ラピスヘッジで全国対戦を1000回出撃,0,178,5,3,1,False,6120071,1
436,179001,ラピスヘッジで全国対戦を100回勝利,0,179,1,3,1,False,5000054,1
437,179002,ラピスヘッジで全国対戦を200回勝利,0,179,2,3,1,False,6110025,1
438,179003,ラピスヘッジで全国対戦を300回勝利,0,179,3,3,1,False,5000040,1
439,179004,ラピスヘッジで全国対戦を500回勝利,0,179,4,3,1,False,7102532,1
440,180001,ラピスヘッジで全国対戦を3回連続勝利,0,180,1,3,1,False,6120070,1
441,180002,ラピスヘッジで全国対戦を5回連続勝利,0,180,2,3,1,False,11100025,1
442,180003,ラピスヘッジで全国対戦を10回連続勝利,0,180,3,3,1,False,6120063,1
443,181001,パ・フェクトで全国対戦を1時間対戦,0,181,1,1,1,False,7102533,1
444,181002,パ・フェクトで全国対戦を10時間対戦,0,181,2,2,1,False,7102534,1
445,181003,パ・フェクトで全国対戦を30時間対戦,0,181,3,2,1,False,11100013,1
446,181004,パ・フェクトで全国対戦を50時間対戦,0,181,4,3,1,False,7102008,1
447,182001,パ・フェクトで全国対戦を100回出撃,0,182,1,2,1,False,5000012,1
448,182002,パ・フェクトで全国対戦を200回出撃,0,182,2,2,1,False,6130095,1
449,182003,パ・フェクトで全国対戦を300回出撃,0,182,3,3,1,False,5000049,1
450,182004,パ・フェクトで全国対戦を500回出撃,0,182,4,3,1,False,6130060,1
451,182005,パ・フェクトで全国対戦を1000回出撃,0,182,5,3,1,False,6120074,1
452,183001,パ・フェクトで全国対戦を100回勝利,0,183,1,3,1,False,5000041,1
453,183002,パ・フェクトで全国対戦を200回勝利,0,183,2,3,1,False,6110017,1
454,183003,パ・フェクトで全国対戦を300回勝利,0,183,3,3,1,False,5000055,1
455,183004,パ・フェクトで全国対戦を500回勝利,0,183,4,3,1,False,7102535,1
456,184001,パ・フェクトで全国対戦を3回連続勝利,0,184,1,3,1,False,6120034,1
457,184002,パ・フェクトで全国対戦を5回連続勝利,0,184,2,3,1,False,11100003,1
458,184003,パ・フェクトで全国対戦を10回連続勝利,0,184,3,3,1,False,6120065,1
459,185001,エタニティで全国対戦を1時間対戦,0,185,1,1,1,False,7102536,1
460,185002,エタニティで全国対戦を10時間対戦,0,185,2,2,1,False,7102537,1
461,185003,エタニティで全国対戦を30時間対戦,0,185,3,2,1,False,11100017,1
462,185004,エタニティで全国対戦を50時間対戦,0,185,4,3,1,False,7102011,1
463,186001,エタニティで全国対戦を100回出撃,0,186,1,2,1,False,5000013,1
464,186002,エタニティで全国対戦を200回出撃,0,186,2,2,1,False,6130096,1
465,186003,エタニティで全国対戦を300回出撃,0,186,3,3,1,False,5000056,1
466,186004,エタニティで全国対戦を500回出撃,0,186,4,3,1,False,6130083,1
467,186005,エタニティで全国対戦を1000回出撃,0,186,5,3,1,False,6120035,1
468,187001,エタニティで全国対戦を100回勝利,0,187,1,3,1,False,5000027,1
469,187002,エタニティで全国対戦を200回勝利,0,187,2,3,1,False,6110022,1
470,187003,エタニティで全国対戦を300回勝利,0,187,3,3,1,False,5000042,1
471,187004,エタニティで全国対戦を500回勝利,0,187,4,3,1,False,7102538,1
472,188001,エタニティで全国対戦を3回連続勝利,0,188,1,3,1,False,6120031,1
473,188002,エタニティで全国対戦を5回連続勝利,0,188,2,3,1,False,11100008,1
474,188003,エタニティで全国対戦を10回連続勝利,0,188,3,3,1,False,6120064,1
475,189001,オキサイドで全国対戦を1時間対戦,0,189,1,1,1,False,7102539,1
476,189002,オキサイドで全国対戦を10時間対戦,0,189,2,2,1,False,7102540,1
477,189003,オキサイドで全国対戦を30時間対戦,0,189,3,2,1,False,11100010,1
478,189004,オキサイドで全国対戦を50時間対戦,0,189,4,3,1,False,7102010,1
479,190001,オキサイドで全国対戦を100回出撃,0,190,1,2,1,False,5000016,1
480,190002,オキサイドで全国対戦を200回出撃,0,190,2,2,1,False,6130097,1
481,190003,オキサイドで全国対戦を300回出撃,0,190,3,3,1,False,5000057,1
482,190004,オキサイドで全国対戦を500回出撃,0,190,4,3,1,False,6130073,1
483,190005,オキサイドで全国対戦を1000回出撃,0,190,5,3,1,False,6120051,1
484,191001,オキサイドで全国対戦を100回勝利,0,191,1,3,1,False,5000045,1
485,191002,オキサイドで全国対戦を200回勝利,0,191,2,3,1,False,6110016,1
486,191003,オキサイドで全国対戦を300回勝利,0,191,3,3,1,False,5000043,1
487,191004,オキサイドで全国対戦を500回勝利,0,191,4,3,1,False,7102541,1
488,192001,オキサイドで全国対戦を3回連続勝利,0,192,1,3,1,False,6120028,1
489,192002,オキサイドで全国対戦を5回連続勝利,0,192,2,3,1,False,11100023,1
490,192003,オキサイドで全国対戦を10回連続勝利,0,192,3,3,1,False,6120066,1
491,193001,ヒカリのDePSを累積500獲得,1,193,1,1,1,False,6120049,1
492,193002,ヒカリのDePSを累積1000獲得,1,193,2,1,1,False,7100054,1
493,193003,ヒカリのDePSを累積3000獲得,1,193,3,2,1,False,6101001,1
494,193004,ヒカリのDePSを累積5000獲得,1,193,4,2,1,False,6110029,1
495,193005,ヒカリのDePSを累積10000獲得,1,193,5,3,1,False,12001013,1
496,193006,ヒカリのDePSを累積25000獲得,1,193,6,3,1,False,7102401,1
497,193007,ヒカリのDePSを累積50000獲得,1,193,7,3,1,False,12001014,1
498,194001,ヒカリで全国対戦50回勝利,1,194,1,2,1,False,7100076,1
499,194002,ヒカリで全国対戦100回勝利,1,194,2,2,1,False,7100077,1
500,194003,ヒカリで全国対戦300回勝利,1,194,3,3,1,False,7100078,1
501,194004,ヒカリで全国対戦500回勝利,1,194,4,3,1,False,7100079,1
502,194005,ヒカリで全国対戦1000回勝利,1,194,5,3,1,False,7100080,1
503,195001,ヒカリで全国対戦3連続勝利,1,195,1,3,1,False,7100106,1
504,195002,ヒカリで全国対戦5連続勝利,1,195,2,3,1,False,7100107,1
505,195003,ヒカリで全国対戦10連続勝利,1,195,3,3,1,False,7100108,1
506,196001,レイカのDePSを累積500獲得,2,196,1,1,1,False,6120044,1
507,196002,レイカのDePSを累積1000獲得,2,196,2,1,1,False,7100057,1
508,196003,レイカのDePSを累積3000獲得,2,196,3,2,1,False,6101002,1
509,196004,レイカのDePSを累積5000獲得,2,196,4,2,1,False,6110014,1
510,196005,レイカのDePSを累積10000獲得,2,196,5,3,1,False,12002013,1
511,196006,レイカのDePSを累積25000獲得,2,196,6,3,1,False,7102402,1
512,196007,レイカのDePSを累積50000獲得,2,196,7,3,1,False,12002014,1
513,197001,レイカで全国対戦50回勝利,2,197,1,2,1,False,7100081,1
514,197002,レイカで全国対戦100回勝利,2,197,2,2,1,False,7100082,1
515,197003,レイカで全国対戦300回勝利,2,197,3,3,1,False,7100083,1
516,197004,レイカで全国対戦500回勝利,2,197,4,3,1,False,7100084,1
517,197005,レイカで全国対戦1000回勝利,2,197,5,3,1,False,7100085,1
518,198001,レイカで全国対戦3連続勝利,2,198,1,3,1,False,7100109,1
519,198002,レイカで全国対戦5連続勝利,2,198,2,3,1,False,7100110,1
520,198003,レイカで全国対戦10連続勝利,2,198,3,3,1,False,7100111,1
521,199001,シャーリーのDePSを累積500獲得,3,199,1,1,1,False,6120045,1
522,199002,シャーリーのDePSを累積1000獲得,3,199,2,1,1,False,7100060,1
523,199003,シャーリーのDePSを累積3000獲得,3,199,3,2,1,False,6101003,1
524,199004,シャーリーのDePSを累積5000獲得,3,199,4,2,1,False,6110020,1
525,199005,シャーリーのDePSを累積10000獲得,3,199,5,3,1,False,12003013,1
526,199006,シャーリーのDePSを累積25000獲得,3,199,6,3,1,False,7102403,1
527,199007,シャーリーのDePSを累積50000獲得,3,199,7,3,1,False,12003014,1
528,200001,シャーリーで全国対戦50回勝利,3,200,1,2,1,False,7100086,1
529,200002,シャーリーで全国対戦100回勝利,3,200,2,2,1,False,7100087,1
530,200003,シャーリーで全国対戦300回勝利,3,200,3,3,1,False,7100088,1
531,200004,シャーリーで全国対戦500回勝利,3,200,4,3,1,False,7100089,1
532,200005,シャーリーで全国対戦1000回勝利,3,200,5,3,1,False,7100090,1
533,201001,シャーリーで全国対戦3連続勝利,3,201,1,3,1,False,7100112,1
534,201002,シャーリーで全国対戦5連続勝利,3,201,2,3,1,False,7100113,1
535,201003,シャーリーで全国対戦10連続勝利,3,201,3,3,1,False,7100114,1
536,202001,イサドラのDePSを累積500獲得,4,202,1,1,1,False,6120052,1
537,202002,イサドラのDePSを累積1000獲得,4,202,2,1,1,False,7100063,1
538,202003,イサドラのDePSを累積3000獲得,4,202,3,2,1,False,6101004,1
539,202004,イサドラのDePSを累積5000獲得,4,202,4,2,1,False,6110015,1
540,202005,イサドラのDePSを累積10000獲得,4,202,5,3,1,False,12004013,1
541,202006,イサドラのDePSを累積25000獲得,4,202,6,3,1,False,7102404,1
542,202007,イサドラのDePSを累積50000獲得,4,202,7,3,1,False,12004014,1
543,203001,イサドラで全国対戦50回勝利,4,203,1,2,1,False,7100091,1
544,203002,イサドラで全国対戦100回勝利,4,203,2,2,1,False,7100092,1
545,203003,イサドラで全国対戦300回勝利,4,203,3,3,1,False,7100093,1
546,203004,イサドラで全国対戦500回勝利,4,203,4,3,1,False,7100094,1
547,203005,イサドラで全国対戦1000回勝利,4,203,5,3,1,False,7100095,1
548,204001,イサドラで全国対戦3連続勝利,4,204,1,3,1,False,7100115,1
549,204002,イサドラで全国対戦5連続勝利,4,204,2,3,1,False,7100116,1
550,204003,イサドラで全国対戦10連続勝利,4,204,3,3,1,False,7100117,1
551,205001,ナギのDePSを累積500獲得,5,205,1,1,1,False,6120036,1
552,205002,ナギのDePSを累積1000獲得,5,205,2,1,1,False,7100066,1
553,205003,ナギのDePSを累積3000獲得,5,205,3,2,1,False,6101005,1
554,205004,ナギのDePSを累積5000獲得,5,205,4,2,1,False,6110011,1
555,205005,ナギのDePSを累積10000獲得,5,205,5,3,1,False,12005013,1
556,205006,ナギのDePSを累積25000獲得,5,205,6,3,1,False,7102405,1
557,205007,ナギのDePSを累積50000獲得,5,205,7,3,1,False,12005014,1
558,206001,ナギで全国対戦50回勝利,5,206,1,2,1,False,7100096,1
559,206002,ナギで全国対戦100回勝利,5,206,2,2,1,False,7100097,1
560,206003,ナギで全国対戦300回勝利,5,206,3,3,1,False,7100098,1
561,206004,ナギで全国対戦500回勝利,5,206,4,3,1,False,7100099,1
562,206005,ナギで全国対戦1000回勝利,5,206,5,3,1,False,7100100,1
563,207001,ナギで全国対戦3連続勝利,5,207,1,3,1,False,7100118,1
564,207002,ナギで全国対戦5連続勝利,5,207,2,3,1,False,7100119,1
565,207003,ナギで全国対戦10連続勝利,5,207,3,3,1,False,7100120,1
566,208001,カズマのDePSを累積500獲得,6,208,1,1,1,False,6120032,1
567,208002,カズマのDePSを累積1000獲得,6,208,2,1,1,False,7100069,1
568,208003,カズマのDePSを累積3000獲得,6,208,3,2,1,False,6101006,1
569,208004,カズマのDePSを累積5000獲得,6,208,4,2,1,False,6110023,1
570,208005,カズマのDePSを累積10000獲得,6,208,5,3,1,False,12006013,1
571,208006,カズマのDePSを累積25000獲得,6,208,6,3,1,False,7102406,1
572,208007,カズマのDePSを累積50000獲得,6,208,7,3,1,False,12006014,1
573,209001,カズマで全国対戦50回勝利,6,209,1,2,1,False,7100101,1
574,209002,カズマで全国対戦100回勝利,6,209,2,2,1,False,7100102,1
575,209003,カズマで全国対戦300回勝利,6,209,3,3,1,False,7100103,1
576,209004,カズマで全国対戦500回勝利,6,209,4,3,1,False,7100104,1
577,209005,カズマで全国対戦1000回勝利,6,209,5,3,1,False,7100105,1
578,210001,カズマで全国対戦3連続勝利,6,210,1,3,1,False,7100121,1
579,210002,カズマで全国対戦5連続勝利,6,210,2,3,1,False,7100122,1
580,210003,カズマで全国対戦10連続勝利,6,210,3,3,1,False,7100123,1
581,211001,翔撃戦　リリース記念,0,211,1,1,1,False,7102547,1
582,100000001,テストミッション（アズワン指定なし）,0,1000000,1,1,1,True,1000100,1
583,100000002,テストミッション（アズワン指定なし）,0,1000000,2,1,1,True,1000500,1
584,100000003,テストミッション（アズワン指定なし）,0,1000000,3,2,1,True,1001000,1
585,100000004,テストミッション（アズワン指定なし）,0,1000000,4,3,1,True,1010000,1
586,100000011,テストミッション1（ヒカリ1）,1,1000001,1,1,1,True,1000100,1
587,100000012,テストミッション1（ヒカリ2）,1,1000001,2,1,1,True,1000500,1
588,100000013,テストミッション1（ヒカリ3）,1,1000001,3,2,1,True,1001000,1
589,100000014,テストミッション1（ヒカリ4）,1,1000001,4,3,1,True,1010000,1
590,100000021,テストミッション2（レイカ1）,2,1000002,1,1,1,True,1000100,1
591,100000022,テストミッション2（レイカ2）,2,1000002,2,1,1,True,1000500,1
592,100000023,テストミッション2（レイカ3）,2,1000002,3,2,1,True,1001000,1
593,100000024,テストミッション2（レイカ4）,2,1000002,4,3,1,True,1010000,1
594,100000031,テストミッション3（シャーリー1）,3,1000003,1,1,1,True,1000100,1
595,100000032,テストミッション3（シャーリー2）,3,1000003,2,1,1,True,1000500,1
596,100000033,テストミッション3（シャーリー3）,3,1000003,3,2,1,True,1001000,1
597,100000034,テストミッション3（シャーリー4）,3,1000003,4,3,1,True,1010000,1
598,100000041,テストミッション4（イサドラ1）,4,1000004,1,1,1,True,1000100,1
599,100000042,テストミッション4（イサドラ2）,4,1000004,2,1,1,True,1000500,1
600,100000043,テストミッション4（イサドラ3）,4,1000004,3,2,1,True,1001000,1
601,100000044,テストミッション4（イサドラ4）,4,1000004,4,3,1,True,1010000,1
602,100000051,テストミッション5（ナギ1）,5,1000005,1,1,1,True,1000100,1
603,100000052,テストミッション5（ナギ2）,5,1000005,2,1,1,True,1000500,1
604,100000053,テストミッション5（ナギ3）,5,1000005,3,2,1,True,1001000,1
605,100000054,テストミッション5（ナギ4）,5,1000005,4,3,1,True,1010000,1
606,100000061,テストミッション6（カズマ1）,6,1000006,1,1,1,True,1000100,1
607,100000062,テストミッション6（カズマ2）,6,1000006,2,1,1,True,1000500,1
608,100000063,テストミッション6（カズマ3）,6,1000006,3,2,1,True,1001000,1
609,100000064,テストミッション6（カズマ4）,6,1000006,4,3,1,True,1010000,1
610,100000101,テストミッション7（アズワン指定なし1）,0,1000007,1,1,1,True,1000001,1
611,100000102,テストミッション7（アズワン指定なし2）,0,1000007,2,1,1,True,1000010,1
612,100000103,テストミッション7（アズワン指定なし3）,0,1000007,3,1,1,True,1000020,1
613,100000104,テストミッション7（アズワン指定なし4）,0,1000007,4,1,1,True,1000030,1
614,100000105,テストミッション7（アズワン指定なし5）,0,1000007,5,2,1,True,1000040,1
615,100000106,テストミッション7（アズワン指定なし6）,0,1000007,6,2,1,True,1000050,1
616,100000107,テストミッション7（アズワン指定なし7）,0,1000007,7,2,1,True,1000060,1
617,100000108,テストミッション7（アズワン指定なし8）,0,1000007,8,2,1,True,1000100,1
618,100000109,テストミッション7（アズワン指定なし9）,0,1000007,9,3,1,True,1000200,1
619,100000110,テストミッション7（アズワン指定なし10）,0,1000007,10,3,1,True,1000300,1
620,100000200,テストミッション8（アズワン指定なし1:8vs8）,0,1000008,1,1,1,True,1000001,0
621,100000201,テストミッション8（アズワン指定なし2:8vs8）,0,1000008,2,2,1,True,1000010,0
622,100000202,テストミッション8（アズワン指定なし3:8vs8）,0,1000008,3,3,1,True,1000020,0
623,100000203,テストミッション9（アズワン指定なし1:2on2）,0,1000009,1,1,1,True,1000001,1
624,100000204,テストミッション9（アズワン指定なし2:2on2）,0,1000009,2,2,1,True,1000010,1
625,100000205,テストミッション9（アズワン指定なし3:2on2）,0,1000009,3,3,1,True,1000020,1
626,100000206,テストミッション9（アズワン指定なし4:2on2）,0,1000009,1,1,1,True,1000050,1
627,100000207,テストミッション9（アズワン指定なし5:2on2）,0,1000009,3,2,1,True,1000060,1
628,100000208,テストミッション10（ヒカリ1）,1,1000010,1,1,1,True,1000030,1
629,100000209,テストミッション10（ヒカリ2）,1,1000010,2,2,1,True,1000040,1
630,100000210,テストミッション11（レイカ1）,2,1000011,1,1,1,True,1000030,1
631,100000211,テストミッション11（レイカ2）,2,1000011,2,2,1,True,1000040,1
632,100000212,テストミッション12（シャーリー1）,3,1000012,1,1,1,True,1000030,1
633,100000213,テストミッション12（シャーリー2）,3,1000012,2,2,1,True,1000040,1
634,100000214,テストミッション13（イサドラ1）,4,1000013,1,1,1,True,1000030,1
635,100000215,テストミッション13（イサドラ2）,4,1000013,2,2,1,True,1000040,1
636,100000216,テストミッション14（ナギ1）,5,1000014,1,1,1,True,1000030,1
637,100000217,テストミッション14（ナギ2）,5,1000014,2,2,1,True,1000040,1
638,100000218,テストミッション15（カズマ1）,6,1000015,1,1,1,True,1000030,1
639,100000219,テストミッション15（カズマ2）,6,1000015,2,2,1,True,1000040,1
