---,GachaId,RewardId,RewardName,GachaRealityId,Weight,Rate,ExchangeRewardId1,ExchangeRewardId2
368,203,3000023,拳銃 月牙,2,1,1.11538461538462,1000030,9000005
369,203,3000060,ブーメラング,2,1,1.11538461538462,1000030,9000005
370,203,3000080,バースト・ボム,2,1,1.11538461538462,1000030,9000005
371,203,3000053,マーノムガン,2,1,1.11538461538462,1000030,9000005
372,203,3000065,飛翔拳 双天,3,1,0.470588235294118,1000030,9000005
373,203,3000024,火炎砲 散華,3,1,0.470588235294118,1000030,9000005
374,203,3000017,デ・ディヴァルガン,3,1,0.470588235294118,1000030,9000005
375,203,3000013,ブリリオン,3,1,0.470588235294118,1000030,9000005
376,203,3000202,多連装導弾 冥鎚,3,1,0.470588235294118,1000030,9000005
377,203,3000134,電導弾 虚無,4,1,0.666666666666667,1000030,9000005
378,203,3000142,レイスレイヴ Xt-V,4,1,0.666666666666667,1000030,9000005
379,203,3000143,フォルツパレット,4,1,0.666666666666667,1000030,9000005
380,203,3000011,カラミッタ,4,1,0.666666666666667,1000030,9000005
381,203,3000038,エステジオン・ボム,2,1,1.11538461538462,1000030,9000005
382,203,3000097,シールドヴァイト,2,1,1.11538461538462,1000030,9000005
383,203,3000064,デトネイトランス,2,1,1.11538461538462,1000030,9000005
384,203,3000119,グレイン-SP,2,1,1.11538461538462,1000030,9000005
385,203,3000019,フォルツァ-Ａ,2,1,1.11538461538462,1000030,9000005
386,203,3000078,ジャメル,2,1,1.11538461538462,1000030,9000005
387,203,3000085,エレクトリット,2,1,1.11538461538462,1000030,9000005
388,203,3000118,ラジオパレット,2,1,1.11538461538462,1000030,9000005
389,203,3000018,メディク,2,1,1.11538461538462,1000030,9000005
390,203,3000084,テレ・ヴ二ール,3,1,0.470588235294118,1000030,9000005
391,203,3000052,斬縛弾 月読,3,1,0.470588235294118,1000030,9000005
392,203,3000074,ソワン・ヒーリア,3,1,0.470588235294118,1000030,9000005
393,203,3000049,フォルツァ-Ｂ,3,1,0.470588235294118,1000030,9000005
394,203,3000048,跳射爆弾 泡沫,4,1,0.666666666666667,1000030,9000005
395,203,3000093,レイスレイヴ Xt-S,4,1,0.666666666666667,1000030,9000005
396,203,3000040,ハープーン・エギユ,4,1,0.666666666666667,1000030,9000005
397,203,3000096,ヘルシャフト,4,1,0.666666666666667,1000030,9000005
398,204,4060061,ゴールテン・D・Ｈ,3,1,0.470588235294118,1000040,9000005
399,204,4060062,ゴールテン・D・Ｂ,3,1,0.470588235294118,1000040,9000005
400,204,4060063,ゴールテン・D・Ａ,3,1,0.470588235294118,1000040,9000005
401,204,4060064,ゴールテン・D・Ｌ,3,1,0.470588235294118,1000040,9000005
402,204,4060065,ゴールテン・D・Ｗ,4,1,0.666666666666667,1000040,9000005
403,204,4090091,サブライガ・Ｈ,3,1,0.470588235294118,1000040,9000005
404,204,4090092,サブライガ・Ｂ,3,1,0.470588235294118,1000040,9000005
405,204,4090093,サブライガ・Ａ,3,1,0.470588235294118,1000040,9000005
406,204,4090094,サブライガ・Ｌ,3,1,0.470588235294118,1000040,9000005
407,204,4090095,サブライガ・Ｗ,4,1,0.666666666666667,1000040,9000005
408,204,4040041,サイトヘッド・Ｈ,3,1,0.470588235294118,1000040,9000005
409,204,4040042,サイトヘッド・Ｂ,3,1,0.470588235294118,1000040,9000005
410,204,4040043,サイトヘッド・Ａ,3,1,0.470588235294118,1000040,9000005
411,204,4040044,サイトヘッド・Ｌ,3,1,0.470588235294118,1000040,9000005
412,204,4040045,サイトヘッド・Ｗ,4,1,0.666666666666667,1000040,9000005
413,204,4080081,ディスドス・Ｈ,3,1,0.470588235294118,1000040,9000005
414,204,4080082,ディスドス・Ｂ,3,1,0.470588235294118,1000040,9000005
415,204,4080083,ディスドス・Ａ,3,1,0.470588235294118,1000040,9000005
416,204,4080084,ディスドス・Ｌ,3,1,0.470588235294118,1000040,9000005
417,204,4080085,ディスドス・Ｗ,4,1,0.666666666666667,1000040,9000005
418,204,4030031,スクラッパー・Ｈ,3,1,0.470588235294118,1000040,9000005
419,204,4030032,スクラッパー・Ｂ,3,1,0.470588235294118,1000040,9000005
420,204,4030033,スクラッパー・Ａ,3,1,0.470588235294118,1000040,9000005
421,204,4030034,スクラッパー・Ｌ,3,1,0.470588235294118,1000040,9000005
422,204,4030035,スクラッパー・Ｗ,4,1,0.666666666666667,1000040,9000005
423,204,4100101,ファルマコン・Ｈ,3,1,0.470588235294118,1000040,9000005
424,204,4100102,ファルマコン・Ｂ,3,1,0.470588235294118,1000040,9000005
425,204,4100103,ファルマコン・Ａ,3,1,0.470588235294118,1000040,9000005
426,204,4100104,ファルマコン・Ｌ,3,1,0.470588235294118,1000040,9000005
427,204,4100105,ファルマコン・Ｗ,4,1,0.666666666666667,1000040,9000005
428,204,4110111,ラピスヘッジ・Ｈ,3,1,0.470588235294118,1000040,9000005
429,204,4110112,ラピスヘッジ・Ｂ,3,1,0.470588235294118,1000040,9000005
430,204,4110113,ラピスヘッジ・Ａ,3,1,0.470588235294118,1000040,9000005
431,204,4110114,ラピスヘッジ・Ｌ,3,1,0.470588235294118,1000040,9000005
432,204,4110115,ラピスヘッジ・Ｗ,4,1,0.666666666666667,1000040,9000005
433,204,4120121,パ・フェクト・Ｈ,3,1,0.470588235294118,1000040,9000005
434,204,4120122,パ・フェクト・Ｂ,3,1,0.470588235294118,1000040,9000005
435,204,4120123,パ・フェクト・Ａ,3,1,0.470588235294118,1000040,9000005
436,204,4120124,パ・フェクト・Ｌ,3,1,0.470588235294118,1000040,9000005
437,204,4120125,パ・フェクト・Ｗ,4,1,0.666666666666667,1000040,9000005
438,204,4070071,アンゼロイ・Ｈ,3,1,0.470588235294118,1000040,9000005
439,204,4070072,アンゼロイ・Ｂ,3,1,0.470588235294118,1000040,9000005
440,204,4070073,アンゼロイ・Ａ,3,1,0.470588235294118,1000040,9000005
441,204,4070074,アンゼロイ・Ｌ,3,1,0.470588235294118,1000040,9000005
442,204,4070075,アンゼロイ・Ｗ,4,1,0.666666666666667,1000040,9000005
443,204,6030063,ひび割れハート,1,1,0.942857142857143,1000020,9000005
444,204,6030069,効果A,1,1,0.942857142857143,1000020,9000005
445,204,6010017,サーマルスクウェア,1,1,0.942857142857143,1000020,9000005
446,204,6010025,チェーンフレーム,1,1,0.942857142857143,1000020,9000005
447,204,6020050,ドルフィン,1,1,0.942857142857143,1000020,9000005
448,204,6020064,フローズン,1,1,0.942857142857143,1000020,9000005
449,204,6020076,ザ・マスク,1,1,0.942857142857143,1000020,9000005
450,204,6020079,ツインベル,1,1,0.942857142857143,1000020,9000005
451,204,6030004,バーニング,1,1,0.942857142857143,1000020,9000005
452,204,6030026,ダブルスター,1,1,0.942857142857143,1000020,9000005
453,204,6030058,シャイニングスター,1,1,0.942857142857143,1000020,9000005
454,204,6030073,リーパーサイス,1,1,0.942857142857143,1000020,9000005
455,204,6020023,ルーンｇ,1,1,0.942857142857143,1000020,9000005
456,204,6020024,ルーンｐ,1,1,0.942857142857143,1000020,9000005
457,204,6020025,ルーンｊ,1,1,0.942857142857143,1000020,9000005
458,204,6020026,ルーンｄ,1,1,0.942857142857143,1000020,9000005
459,204,6020041,ナインテイル,1,1,0.942857142857143,1000020,9000005
460,204,6020054,鳳凰の構え,1,1,0.942857142857143,1000020,9000005
461,204,6020074,メイドウェア,1,1,0.942857142857143,1000020,9000005
462,204,6020081,セーラーウェア,1,1,0.942857142857143,1000020,9000005
463,204,6030028,ダイヤサークル,1,1,0.942857142857143,1000020,9000005
464,204,6030061,ダブルバット,1,1,0.942857142857143,1000020,9000005
465,204,6030064,エンジェルウイング,1,1,0.942857142857143,1000020,9000005
466,204,6030077,ウイングソード,1,1,0.942857142857143,1000020,9000005
467,204,6030082,サンクレスト,1,1,0.942857142857143,1000020,9000005
468,204,6020035,バタフライ,1,1,0.942857142857143,1000020,9000005
469,204,6020046,猫,1,1,0.942857142857143,1000020,9000005
470,204,6020065,ハートフル,1,1,0.942857142857143,1000020,9000005
471,204,6020067,ローズ,1,1,0.942857142857143,1000020,9000005
472,204,6020089,トーン,1,1,0.942857142857143,1000020,9000005
473,204,6030003,ツインドラゴン,1,1,0.942857142857143,1000020,9000005
474,204,6030024,ギャラクシー,1,1,0.942857142857143,1000020,9000005
475,204,6030050,チェックオーケー,1,1,0.942857142857143,1000020,9000005
476,204,6030060,バットウイング,1,1,0.942857142857143,1000020,9000005
477,204,6030078,フィフススクウェア,1,1,0.942857142857143,1000020,9000005
478,204,3000004,グレイン-AS,2,1,1.11538461538462,1000030,9000005
479,204,3000035,ミトラーム,2,1,1.11538461538462,1000030,9000005
480,204,3000072,グルナード,2,1,1.11538461538462,1000030,9000005
481,204,3000042,ブランキアル,2,1,1.11538461538462,1000030,9000005
482,204,3000063,ファイアサイス,2,1,1.11538461538462,1000030,9000005
483,204,3000107,グレイスピラ,2,1,1.11538461538462,1000030,9000005
484,204,3000076,ボンバルド,2,1,1.11538461538462,1000030,9000005
485,204,3000125,インパルスショット,2,1,1.11538461538462,1000030,9000005
486,204,3000020,機関砲 騎神,3,1,0.470588235294118,1000030,9000005
487,204,3000100,ターレットMI,3,1,0.470588235294118,1000030,9000005
488,204,3000122,単装導弾 三皇,3,1,0.470588235294118,1000030,9000005
489,204,3000030,エスプロジオ,3,1,0.470588235294118,1000030,9000005
490,204,3000131,ディオグラント,3,1,0.470588235294118,1000030,9000005
491,204,3000033,爆撃砲 龍星,3,1,0.470588235294118,1000030,9000005
492,204,3000206,マーノムガン-AS,4,1,0.666666666666667,1000030,9000005
493,204,3000141,レイスレイヴ Xt-A,4,1,0.666666666666667,1000030,9000005
494,204,3000113,グラン・ラーゴ,4,1,0.666666666666667,1000030,9000005
495,204,3000057,ブルームブラスター,4,1,0.666666666666667,1000030,9000005
496,204,3000067,ブレードジップ,2,1,1.11538461538462,1000030,9000005
497,204,3000069,ブラックスミス,2,1,1.11538461538462,1000030,9000005
498,204,3000012,ミトライユ・コルト,2,1,1.11538461538462,1000030,9000005
499,204,3000120,ディトーレ,2,1,1.11538461538462,1000030,9000005
500,204,3000128,烈火弾 煉獄,2,1,1.11538461538462,1000030,9000005
501,204,3000023,拳銃 月牙,2,1,1.11538461538462,1000030,9000005
502,204,3000060,ブーメラング,2,1,1.11538461538462,1000030,9000005
503,204,3000080,バースト・ボム,2,1,1.11538461538462,1000030,9000005
504,204,3000053,マーノムガン,2,1,1.11538461538462,1000030,9000005
505,204,3000065,飛翔拳 双天,3,1,0.470588235294118,1000030,9000005
506,204,3000024,火炎砲 散華,3,1,0.470588235294118,1000030,9000005
507,204,3000017,デ・ディヴァルガン,3,1,0.470588235294118,1000030,9000005
508,204,3000013,ブリリオン,3,1,0.470588235294118,1000030,9000005
509,204,3000202,多連装導弾 冥鎚,3,1,0.470588235294118,1000030,9000005
510,204,3000134,電導弾 虚無,4,1,0.666666666666667,1000030,9000005
511,204,3000142,レイスレイヴ Xt-V,4,1,0.666666666666667,1000030,9000005
512,204,3000143,フォルツパレット,4,1,0.666666666666667,1000030,9000005
513,204,3000011,カラミッタ,4,1,0.666666666666667,1000030,9000005
514,204,3000038,エステジオン・ボム,2,1,1.11538461538462,1000030,9000005
515,204,3000097,シールドヴァイト,2,1,1.11538461538462,1000030,9000005
516,204,3000064,デトネイトランス,2,1,1.11538461538462,1000030,9000005
517,204,3000119,グレイン-SP,2,1,1.11538461538462,1000030,9000005
518,204,3000019,フォルツァ-Ａ,2,1,1.11538461538462,1000030,9000005
519,204,3000078,ジャメル,2,1,1.11538461538462,1000030,9000005
520,204,3000085,エレクトリット,2,1,1.11538461538462,1000030,9000005
521,204,3000118,ラジオパレット,2,1,1.11538461538462,1000030,9000005
522,204,3000018,メディク,2,1,1.11538461538462,1000030,9000005
523,204,3000084,テレ・ヴ二ール,3,1,0.470588235294118,1000030,9000005
524,204,3000052,斬縛弾 月読,3,1,0.470588235294118,1000030,9000005
525,204,3000074,ソワン・ヒーリア,3,1,0.470588235294118,1000030,9000005
526,204,3000049,フォルツァ-Ｂ,3,1,0.470588235294118,1000030,9000005
527,204,3000048,跳射爆弾 泡沫,4,1,0.666666666666667,1000030,9000005
528,204,3000093,レイスレイヴ Xt-S,4,1,0.666666666666667,1000030,9000005
529,204,3000040,ハープーン・エギユ,4,1,0.666666666666667,1000030,9000005
530,204,3000096,ヘルシャフト,4,1,0.666666666666667,1000030,9000005
531,205,4060061,ゴールテン・D・Ｈ,3,1,0.470588235294118,1000040,9000005
532,205,4060062,ゴールテン・D・Ｂ,3,1,0.470588235294118,1000040,9000005
533,205,4060063,ゴールテン・D・Ａ,3,1,0.470588235294118,1000040,9000005
534,205,4060064,ゴールテン・D・Ｌ,3,1,0.470588235294118,1000040,9000005
535,205,4060065,ゴールテン・D・Ｗ,4,1,0.777777777777778,1000040,9000005
536,205,4090091,サブライガ・Ｈ,3,1,0.470588235294118,1000040,9000005
537,205,4090092,サブライガ・Ｂ,3,1,0.470588235294118,1000040,9000005
538,205,4090093,サブライガ・Ａ,3,1,0.470588235294118,1000040,9000005
539,205,4090094,サブライガ・Ｌ,3,1,0.470588235294118,1000040,9000005
540,205,4090095,サブライガ・Ｗ,4,1,0.777777777777778,1000040,9000005
541,205,4040041,サイトヘッド・Ｈ,3,1,0.470588235294118,1000040,9000005
542,205,4040042,サイトヘッド・Ｂ,3,1,0.470588235294118,1000040,9000005
543,205,4040043,サイトヘッド・Ａ,3,1,0.470588235294118,1000040,9000005
544,205,4040044,サイトヘッド・Ｌ,3,1,0.470588235294118,1000040,9000005
545,205,4040045,サイトヘッド・Ｗ,4,1,0.777777777777778,1000040,9000005
546,205,4080081,ディスドス・Ｈ,3,1,0.470588235294118,1000040,9000005
547,205,4080082,ディスドス・Ｂ,3,1,0.470588235294118,1000040,9000005
548,205,4080083,ディスドス・Ａ,3,1,0.470588235294118,1000040,9000005
549,205,4080084,ディスドス・Ｌ,3,1,0.470588235294118,1000040,9000005
550,205,4080085,ディスドス・Ｗ,4,1,0.777777777777778,1000040,9000005
551,205,4030031,スクラッパー・Ｈ,3,1,0.470588235294118,1000040,9000005
552,205,4030032,スクラッパー・Ｂ,3,1,0.470588235294118,1000040,9000005
553,205,4030033,スクラッパー・Ａ,3,1,0.470588235294118,1000040,9000005
554,205,4030034,スクラッパー・Ｌ,3,1,0.470588235294118,1000040,9000005
555,205,4030035,スクラッパー・Ｗ,4,1,0.777777777777778,1000040,9000005
556,205,4100101,ファルマコン・Ｈ,3,1,0.470588235294118,1000040,9000005
557,205,4100102,ファルマコン・Ｂ,3,1,0.470588235294118,1000040,9000005
558,205,4100103,ファルマコン・Ａ,3,1,0.470588235294118,1000040,9000005
559,205,4100104,ファルマコン・Ｌ,3,1,0.470588235294118,1000040,9000005
560,205,4100105,ファルマコン・Ｗ,4,1,0.777777777777778,1000040,9000005
561,205,4110111,ラピスヘッジ・Ｈ,3,1,0.470588235294118,1000040,9000005
562,205,4110112,ラピスヘッジ・Ｂ,3,1,0.470588235294118,1000040,9000005
563,205,4110113,ラピスヘッジ・Ａ,3,1,0.470588235294118,1000040,9000005
564,205,4110114,ラピスヘッジ・Ｌ,3,1,0.470588235294118,1000040,9000005
565,205,4110115,ラピスヘッジ・Ｗ,4,1,0.777777777777778,1000040,9000005
566,205,4120121,パ・フェクト・Ｈ,3,1,0.470588235294118,1000040,9000005
567,205,4120122,パ・フェクト・Ｂ,3,1,0.470588235294118,1000040,9000005
568,205,4120123,パ・フェクト・Ａ,3,1,0.470588235294118,1000040,9000005
569,205,4120124,パ・フェクト・Ｌ,3,1,0.470588235294118,1000040,9000005
570,205,4120125,パ・フェクト・Ｗ,4,1,0.777777777777778,1000040,9000005
571,205,4070071,アンゼロイ・Ｈ,3,1,0.470588235294118,1000040,9000005
572,205,4070072,アンゼロイ・Ｂ,3,1,0.470588235294118,1000040,9000005
573,205,4070073,アンゼロイ・Ａ,3,1,0.470588235294118,1000040,9000005
574,205,4070074,アンゼロイ・Ｌ,3,1,0.470588235294118,1000040,9000005
575,205,4070075,アンゼロイ・Ｗ,4,1,0.777777777777778,1000040,9000005
576,205,6030063,ひび割れハート,1,1,0.942857142857143,1000020,9000005
577,205,6030069,効果A,1,1,0.942857142857143,1000020,9000005
578,205,6010017,サーマルスクウェア,1,1,0.942857142857143,1000020,9000005
579,205,6010025,チェーンフレーム,1,1,0.942857142857143,1000020,9000005
580,205,6020050,ドルフィン,1,1,0.942857142857143,1000020,9000005
581,205,6020064,フローズン,1,1,0.942857142857143,1000020,9000005
582,205,6020076,ザ・マスク,1,1,0.942857142857143,1000020,9000005
583,205,6020079,ツインベル,1,1,0.942857142857143,1000020,9000005
584,205,6030004,バーニング,1,1,0.942857142857143,1000020,9000005
585,205,6030026,ダブルスター,1,1,0.942857142857143,1000020,9000005
586,205,6030058,シャイニングスター,1,1,0.942857142857143,1000020,9000005
587,205,6030073,リーパーサイス,1,1,0.942857142857143,1000020,9000005
588,205,6020023,ルーンｇ,1,1,0.942857142857143,1000020,9000005
589,205,6020024,ルーンｐ,1,1,0.942857142857143,1000020,9000005
590,205,6020025,ルーンｊ,1,1,0.942857142857143,1000020,9000005
591,205,6020026,ルーンｄ,1,1,0.942857142857143,1000020,9000005
592,205,6020041,ナインテイル,1,1,0.942857142857143,1000020,9000005
593,205,6020054,鳳凰の構え,1,1,0.942857142857143,1000020,9000005
594,205,6020074,メイドウェア,1,1,0.942857142857143,1000020,9000005
595,205,6020081,セーラーウェア,1,1,0.942857142857143,1000020,9000005
596,205,6030028,ダイヤサークル,1,1,0.942857142857143,1000020,9000005
597,205,6030061,ダブルバット,1,1,0.942857142857143,1000020,9000005
598,205,6030064,エンジェルウイング,1,1,0.942857142857143,1000020,9000005
599,205,6030077,ウイングソード,1,1,0.942857142857143,1000020,9000005
600,205,6030082,サンクレスト,1,1,0.942857142857143,1000020,9000005
601,205,6020035,バタフライ,1,1,0.942857142857143,1000020,9000005
602,205,6020046,猫,1,1,0.942857142857143,1000020,9000005
603,205,6020065,ハートフル,1,1,0.942857142857143,1000020,9000005
604,205,6020067,ローズ,1,1,0.942857142857143,1000020,9000005
605,205,6020089,トーン,1,1,0.942857142857143,1000020,9000005
606,205,6030003,ツインドラゴン,1,1,0.942857142857143,1000020,9000005
607,205,6030024,ギャラクシー,1,1,0.942857142857143,1000020,9000005
608,205,6030050,チェックオーケー,1,1,0.942857142857143,1000020,9000005
609,205,6030060,バットウイング,1,1,0.942857142857143,1000020,9000005
610,205,6030078,フィフススクウェア,1,1,0.942857142857143,1000020,9000005
611,205,3000004,グレイン-AS,2,1,1,1000030,9000005
612,205,3000035,ミトラーム,2,1,1,1000030,9000005
613,205,3000072,グルナード,2,1,1,1000030,9000005
614,205,3000042,ブランキアル,2,1,1,1000030,9000005
615,205,3000063,ファイアサイス,2,1,1,1000030,9000005
616,205,3000107,グレイスピラ,2,1,1,1000030,9000005
617,205,3000076,ボンバルド,2,1,1,1000030,9000005
618,205,3000125,インパルスショット,2,1,1,1000030,9000005
619,205,3000020,機関砲 騎神,2,1,1,1000030,9000005
620,205,3000100,ターレットMI,3,1,0.470588235294118,1000030,9000005
621,205,3000122,単装導弾 三皇,3,1,0.470588235294118,1000030,9000005
622,205,3000030,エスプロジオ,3,1,0.470588235294118,1000030,9000005
623,205,3000131,ディオグラント,3,1,0.470588235294118,1000030,9000005
624,205,3000033,爆撃砲 龍星,3,1,0.470588235294118,1000030,9000005
625,205,3000206,マーノムガン-AS,3,1,0.470588235294118,1000030,9000005
626,205,3000141,レイスレイヴ Xt-A,4,1,0.777777777777778,1000030,9000005
627,205,3000113,グラン・ラーゴ,4,1,0.777777777777778,1000030,9000005
628,205,3000057,ブルームブラスター,4,1,0.777777777777778,1000030,9000005
629,205,3000138,ブーメラング-AS,5,1,0,1000030,9000005
630,205,3000067,ブレードジップ,2,1,1,1000030,9000005
631,205,3000069,ブラックスミス,2,1,1,1000030,9000005
632,205,3000012,ミトライユ・コルト,2,1,1,1000030,9000005
633,205,3000120,ディトーレ,2,1,1,1000030,9000005
634,205,3000128,烈火弾 煉獄,2,1,1,1000030,9000005
635,205,3000023,拳銃 月牙,2,1,1,1000030,9000005
636,205,3000060,ブーメラング,2,1,1,1000030,9000005
637,205,3000080,バースト・ボム,2,1,1,1000030,9000005
638,205,3000053,マーノムガン,2,1,1,1000030,9000005
639,205,3000065,飛翔拳 双天,2,1,1,1000030,9000005
640,205,3000024,火炎砲 散華,3,1,0.470588235294118,1000030,9000005
641,205,3000017,デ・ディヴァルガン,3,1,0.470588235294118,1000030,9000005
642,205,3000013,ブリリオン,3,1,0.470588235294118,1000030,9000005
643,205,3000202,多連装導弾 冥鎚,3,1,0.470588235294118,1000030,9000005
644,205,3000134,電導弾 虚無,3,1,0.470588235294118,1000030,9000005
645,205,3000142,レイスレイヴ Xt-V,4,1,0.777777777777778,1000030,9000005
646,205,3000143,フォルツパレット,4,1,0.777777777777778,1000030,9000005
647,205,3000011,カラミッタ,4,1,0.777777777777778,1000030,9000005
648,205,3000103,エヴォルフィア,5,1,0,1000030,9000005
649,205,3000038,エステジオン・ボム,2,1,1,1000030,9000005
650,205,3000097,シールドヴァイト,2,1,1,1000030,9000005
651,205,3000064,デトネイトランス,2,1,1,1000030,9000005
652,205,3000119,グレイン-SP,2,1,1,1000030,9000005
653,205,3000019,フォルツァ-Ａ,2,1,1,1000030,9000005
654,205,3000078,ジャメル,2,1,1,1000030,9000005
655,205,3000085,エレクトリット,2,1,1,1000030,9000005
656,205,3000118,ラジオパレット,2,1,1,1000030,9000005
657,205,3000018,メディク,2,1,1,1000030,9000005
658,205,3000084,テレ・ヴ二ール,2,1,1,1000030,9000005
659,205,3000052,斬縛弾 月読,3,1,0.470588235294118,1000030,9000005
660,205,3000074,ソワン・ヒーリア,3,1,0.470588235294118,1000030,9000005
661,205,3000049,フォルツァ-Ｂ,3,1,0.470588235294118,1000030,9000005
662,205,3000048,跳射爆弾 泡沫,3,1,0.470588235294118,1000030,9000005
663,205,3000093,レイスレイヴ Xt-S,4,1,0.777777777777778,1000030,9000005
664,205,3000040,ハープーン・エギユ,4,1,0.777777777777778,1000030,9000005
665,205,3000096,ヘルシャフト,4,1,0.777777777777778,1000030,9000005
666,205,3000106,マジアステルス,5,1,0,1000030,9000005
667,206,4060061,ゴールテン・D・Ｈ,3,1,0.470588235294118,1000040,9000005
668,206,4060062,ゴールテン・D・Ｂ,3,1,0.470588235294118,1000040,9000005
669,206,4060063,ゴールテン・D・Ａ,3,1,0.470588235294118,1000040,9000005
670,206,4060064,ゴールテン・D・Ｌ,3,1,0.470588235294118,1000040,9000005
671,206,4060065,ゴールテン・D・Ｗ,4,1,0.777777777777778,1000040,9000005
672,206,4090091,サブライガ・Ｈ,3,1,0.470588235294118,1000040,9000005
673,206,4090092,サブライガ・Ｂ,3,1,0.470588235294118,1000040,9000005
674,206,4090093,サブライガ・Ａ,3,1,0.470588235294118,1000040,9000005
675,206,4090094,サブライガ・Ｌ,3,1,0.470588235294118,1000040,9000005
676,206,4090095,サブライガ・Ｗ,4,1,0.777777777777778,1000040,9000005
677,206,4040041,サイトヘッド・Ｈ,3,1,0.470588235294118,1000040,9000005
678,206,4040042,サイトヘッド・Ｂ,3,1,0.470588235294118,1000040,9000005
679,206,4040043,サイトヘッド・Ａ,3,1,0.470588235294118,1000040,9000005
680,206,4040044,サイトヘッド・Ｌ,3,1,0.470588235294118,1000040,9000005
681,206,4040045,サイトヘッド・Ｗ,4,1,0.777777777777778,1000040,9000005
682,206,4080081,ディスドス・Ｈ,3,1,0.470588235294118,1000040,9000005
683,206,4080082,ディスドス・Ｂ,3,1,0.470588235294118,1000040,9000005
684,206,4080083,ディスドス・Ａ,3,1,0.470588235294118,1000040,9000005
685,206,4080084,ディスドス・Ｌ,3,1,0.470588235294118,1000040,9000005
686,206,4080085,ディスドス・Ｗ,4,1,0.777777777777778,1000040,9000005
687,206,4030031,スクラッパー・Ｈ,3,1,0.470588235294118,1000040,9000005
688,206,4030032,スクラッパー・Ｂ,3,1,0.470588235294118,1000040,9000005
689,206,4030033,スクラッパー・Ａ,3,1,0.470588235294118,1000040,9000005
690,206,4030034,スクラッパー・Ｌ,3,1,0.470588235294118,1000040,9000005
691,206,4030035,スクラッパー・Ｗ,4,1,0.777777777777778,1000040,9000005
692,206,4100101,ファルマコン・Ｈ,3,1,0.470588235294118,1000040,9000005
693,206,4100102,ファルマコン・Ｂ,3,1,0.470588235294118,1000040,9000005
694,206,4100103,ファルマコン・Ａ,3,1,0.470588235294118,1000040,9000005
695,206,4100104,ファルマコン・Ｌ,3,1,0.470588235294118,1000040,9000005
696,206,4100105,ファルマコン・Ｗ,4,1,0.777777777777778,1000040,9000005
697,206,4110111,ラピスヘッジ・Ｈ,3,1,0.470588235294118,1000040,9000005
698,206,4110112,ラピスヘッジ・Ｂ,3,1,0.470588235294118,1000040,9000005
699,206,4110113,ラピスヘッジ・Ａ,3,1,0.470588235294118,1000040,9000005
700,206,4110114,ラピスヘッジ・Ｌ,3,1,0.470588235294118,1000040,9000005
701,206,4110115,ラピスヘッジ・Ｗ,4,1,0.777777777777778,1000040,9000005
702,206,4120121,パ・フェクト・Ｈ,3,1,0.470588235294118,1000040,9000005
703,206,4120122,パ・フェクト・Ｂ,3,1,0.470588235294118,1000040,9000005
704,206,4120123,パ・フェクト・Ａ,3,1,0.470588235294118,1000040,9000005
705,206,4120124,パ・フェクト・Ｌ,3,1,0.470588235294118,1000040,9000005
706,206,4120125,パ・フェクト・Ｗ,4,1,0.777777777777778,1000040,9000005
707,206,4070071,アンゼロイ・Ｈ,3,1,0.470588235294118,1000040,9000005
708,206,4070072,アンゼロイ・Ｂ,3,1,0.470588235294118,1000040,9000005
709,206,4070073,アンゼロイ・Ａ,3,1,0.470588235294118,1000040,9000005
710,206,4070074,アンゼロイ・Ｌ,3,1,0.470588235294118,1000040,9000005
711,206,4070075,アンゼロイ・Ｗ,4,1,0.777777777777778,1000040,9000005
712,206,6030063,ひび割れハート,1,1,0.942857142857143,1000020,9000005
713,206,6030069,効果A,1,1,0.942857142857143,1000020,9000005
714,206,6010017,サーマルスクウェア,1,1,0.942857142857143,1000020,9000005
715,206,6010025,チェーンフレーム,1,1,0.942857142857143,1000020,9000005
716,206,6020050,ドルフィン,1,1,0.942857142857143,1000020,9000005
717,206,6020064,フローズン,1,1,0.942857142857143,1000020,9000005
718,206,6020076,ザ・マスク,1,1,0.942857142857143,1000020,9000005
719,206,6020079,ツインベル,1,1,0.942857142857143,1000020,9000005
720,206,6030004,バーニング,1,1,0.942857142857143,1000020,9000005
721,206,6030026,ダブルスター,1,1,0.942857142857143,1000020,9000005
722,206,6030058,シャイニングスター,1,1,0.942857142857143,1000020,9000005
723,206,6030073,リーパーサイス,1,1,0.942857142857143,1000020,9000005
724,206,6020023,ルーンｇ,1,1,0.942857142857143,1000020,9000005
725,206,6020024,ルーンｐ,1,1,0.942857142857143,1000020,9000005
726,206,6020025,ルーンｊ,1,1,0.942857142857143,1000020,9000005
727,206,6020026,ルーンｄ,1,1,0.942857142857143,1000020,9000005
728,206,6020041,ナインテイル,1,1,0.942857142857143,1000020,9000005
729,206,6020054,鳳凰の構え,1,1,0.942857142857143,1000020,9000005
730,206,6020074,メイドウェア,1,1,0.942857142857143,1000020,9000005
731,206,6020081,セーラーウェア,1,1,0.942857142857143,1000020,9000005
732,206,6030028,ダイヤサークル,1,1,0.942857142857143,1000020,9000005
733,206,6030061,ダブルバット,1,1,0.942857142857143,1000020,9000005
734,206,6030064,エンジェルウイング,1,1,0.942857142857143,1000020,9000005
735,206,6030077,ウイングソード,1,1,0.942857142857143,1000020,9000005
736,206,6030082,サンクレスト,1,1,0.942857142857143,1000020,9000005
