---,MissionId,OptionClearTypeId,OptionClearNum,ClearTypeId,ClearNum,Text
320,150002,0,0,1103,200,AR「サイトヘッド」で、200回出撃する
321,150003,0,0,1103,300,AR「サイトヘッド」で、300回出撃する
322,150004,0,0,1103,500,AR「サイトヘッド」で、500回出撃する
323,150005,0,0,1103,1000,AR「サイトヘッド」で、1000回出撃する
324,151001,0,0,1101,100,AR「サイトヘッド」で、100回勝利する
325,151002,0,0,1101,200,AR「サイトヘッド」で、200回勝利する
326,151003,0,0,1101,300,AR「サイトヘッド」で、300回勝利する
327,151004,0,0,1101,500,AR「サイトヘッド」で、500回勝利する
328,152001,102,3,1101,1,AR「サイトヘッド」で、連続3試合勝利する
329,152002,102,5,1101,1,AR「サイトヘッド」で、連続5試合勝利する
330,152003,102,10,1101,1,AR「サイトヘッド」で、連続10試合勝利する
331,153001,0,0,5020,3600,AR「カーディナル」で、1時間対戦する
332,153002,0,0,5020,36000,AR「カーディナル」で、10時間対戦する
333,153003,0,0,5020,108000,AR「カーディナル」で、30時間対戦する
334,153004,0,0,5020,180000,AR「カーディナル」で、50時間対戦する
335,154001,0,0,1103,100,AR「カーディナル」で、100回出撃する
336,154002,0,0,1103,200,AR「カーディナル」で、200回出撃する
337,154003,0,0,1103,300,AR「カーディナル」で、300回出撃する
338,154004,0,0,1103,500,AR「カーディナル」で、500回出撃する
339,154005,0,0,1103,1000,AR「カーディナル」で、1000回出撃する
340,155001,0,0,1101,100,AR「カーディナル」で、100回勝利する
341,155002,0,0,1101,200,AR「カーディナル」で、200回勝利する
342,155003,0,0,1101,300,AR「カーディナル」で、300回勝利する
343,155004,0,0,1101,500,AR「カーディナル」で、500回勝利する
344,156001,102,3,1101,1,AR「カーディナル」で、連続3試合勝利する
345,156002,102,5,1101,1,AR「カーディナル」で、連続5試合勝利する
346,156003,102,10,1101,1,AR「カーディナル」で、連続10試合勝利する
347,157001,0,0,5020,3600,AR「サブライガ」で、1時間対戦する
348,157002,0,0,5020,36000,AR「サブライガ」で、10時間対戦する
349,157003,0,0,5020,108000,AR「サブライガ」で、30時間対戦する
350,157004,0,0,5020,180000,AR「サブライガ」で、50時間対戦する
351,158001,0,0,1103,100,AR「サブライガ」で、100回出撃する
352,158002,0,0,1103,200,AR「サブライガ」で、200回出撃する
353,158003,0,0,1103,300,AR「サブライガ」で、300回出撃する
354,158004,0,0,1103,500,AR「サブライガ」で、500回出撃する
355,158005,0,0,1103,1000,AR「サブライガ」で、1000回出撃する
356,159001,0,0,1101,100,AR「サブライガ」で、100回勝利する
357,159002,0,0,1101,200,AR「サブライガ」で、200回勝利する
358,159003,0,0,1101,300,AR「サブライガ」で、300回勝利する
359,159004,0,0,1101,500,AR「サブライガ」で、500回勝利する
360,160001,102,3,1101,1,AR「サブライガ」で、連続3試合勝利する
361,160002,102,5,1101,1,AR「サブライガ」で、連続5試合勝利する
362,160003,102,10,1101,1,AR「サブライガ」で、連続10試合勝利する
363,161001,0,0,5020,3600,AR「スクラッパー」で、1時間対戦する
364,161002,0,0,5020,36000,AR「スクラッパー」で、10時間対戦する
365,161003,0,0,5020,108000,AR「スクラッパー」で、30時間対戦する
366,161004,0,0,5020,180000,AR「スクラッパー」で、50時間対戦する
367,162001,0,0,1103,100,AR「スクラッパー」で、100回出撃する
368,162002,0,0,1103,200,AR「スクラッパー」で、200回出撃する
369,162003,0,0,1103,300,AR「スクラッパー」で、300回出撃する
370,162004,0,0,1103,500,AR「スクラッパー」で、500回出撃する
371,162005,0,0,1103,1000,AR「スクラッパー」で、1000回出撃する
372,163001,0,0,1101,100,AR「スクラッパー」で、100回勝利する
373,163002,0,0,1101,200,AR「スクラッパー」で、200回勝利する
374,163003,0,0,1101,300,AR「スクラッパー」で、300回勝利する
375,163004,0,0,1101,500,AR「スクラッパー」で、500回勝利する
376,164001,102,3,1101,1,AR「スクラッパー」で、連続3試合勝利する
377,164002,102,5,1101,1,AR「スクラッパー」で、連続5試合勝利する
378,164003,102,10,1101,1,AR「スクラッパー」で、連続10試合勝利する
379,165001,0,0,5020,3600,AR「アンゼロイ」で、1時間対戦する
380,165002,0,0,5020,36000,AR「アンゼロイ」で、10時間対戦する
381,165003,0,0,5020,108000,AR「アンゼロイ」で、30時間対戦する
382,165004,0,0,5020,180000,AR「アンゼロイ」で、50時間対戦する
383,166001,0,0,1103,100,AR「アンゼロイ」で、100回出撃する
384,166002,0,0,1103,200,AR「アンゼロイ」で、200回出撃する
385,166003,0,0,1103,300,AR「アンゼロイ」で、300回出撃する
386,166004,0,0,1103,500,AR「アンゼロイ」で、500回出撃する
387,166005,0,0,1103,1000,AR「アンゼロイ」で、1000回出撃する
388,167001,0,0,1101,100,AR「アンゼロイ」で、100回勝利する
389,167002,0,0,1101,200,AR「アンゼロイ」で、200回勝利する
390,167003,0,0,1101,300,AR「アンゼロイ」で、300回勝利する
391,167004,0,0,1101,500,AR「アンゼロイ」で、500回勝利する
392,168001,102,3,1101,1,AR「アンゼロイ」で、連続3試合勝利する
393,168002,102,5,1101,1,AR「アンゼロイ」で、連続5試合勝利する
394,168003,102,10,1101,1,AR「アンゼロイ」で、連続10試合勝利する
395,169001,0,0,5020,3600,AR「ディスドス」で、1時間対戦する
396,169002,0,0,5020,36000,AR「ディスドス」で、10時間対戦する
397,169003,0,0,5020,108000,AR「ディスドス」で、30時間対戦する
398,169004,0,0,5020,180000,AR「ディスドス」で、50時間対戦する
399,170001,0,0,1103,100,AR「ディスドス」で、100回出撃する
400,170002,0,0,1103,200,AR「ディスドス」で、200回出撃する
401,170003,0,0,1103,300,AR「ディスドス」で、300回出撃する
402,170004,0,0,1103,500,AR「ディスドス」で、500回出撃する
403,170005,0,0,1103,1000,AR「ディスドス」で、1000回出撃する
404,171001,0,0,1101,100,AR「ディスドス」で、100回勝利する
405,171002,0,0,1101,200,AR「ディスドス」で、200回勝利する
406,171003,0,0,1101,300,AR「ディスドス」で、300回勝利する
407,171004,0,0,1101,500,AR「ディスドス」で、500回勝利する
408,172001,102,3,1101,1,AR「ディスドス」で、連続3試合勝利する
409,172002,102,5,1101,1,AR「ディスドス」で、連続5試合勝利する
410,172003,102,10,1101,1,AR「ディスドス」で、連続10試合勝利する
411,173001,0,0,5020,3600,AR「ファルマコン」で、1時間対戦する
412,173002,0,0,5020,36000,AR「ファルマコン」で、10時間対戦する
413,173003,0,0,5020,108000,AR「ファルマコン」で、30時間対戦する
414,173004,0,0,5020,180000,AR「ファルマコン」で、50時間対戦する
415,174001,0,0,1103,100,AR「ファルマコン」で、100回出撃する
416,174002,0,0,1103,200,AR「ファルマコン」で、200回出撃する
417,174003,0,0,1103,300,AR「ファルマコン」で、300回出撃する
418,174004,0,0,1103,500,AR「ファルマコン」で、500回出撃する
419,174005,0,0,1103,1000,AR「ファルマコン」で、1000回出撃する
420,175001,0,0,1101,100,AR「ファルマコン」で、100回勝利する
421,175002,0,0,1101,200,AR「ファルマコン」で、200回勝利する
422,175003,0,0,1101,300,AR「ファルマコン」で、300回勝利する
423,175004,0,0,1101,500,AR「ファルマコン」で、500回勝利する
424,176001,102,3,1101,1,AR「ファルマコン」で、連続3試合勝利する
425,176002,102,5,1101,1,AR「ファルマコン」で、連続5試合勝利する
426,176003,102,10,1101,1,AR「ファルマコン」で、連続10試合勝利する
427,177001,0,0,5020,3600,AR「ラピスヘッジ」で、1時間対戦する
428,177002,0,0,5020,36000,AR「ラピスヘッジ」で、10時間対戦する
429,177003,0,0,5020,108000,AR「ラピスヘッジ」で、30時間対戦する
430,177004,0,0,5020,180000,AR「ラピスヘッジ」で、50時間対戦する
431,178001,0,0,1103,100,AR「ラピスヘッジ」で、100回出撃する
432,178002,0,0,1103,200,AR「ラピスヘッジ」で、200回出撃する
433,178003,0,0,1103,300,AR「ラピスヘッジ」で、300回出撃する
434,178004,0,0,1103,500,AR「ラピスヘッジ」で、500回出撃する
435,178005,0,0,1103,1000,AR「ラピスヘッジ」で、1000回出撃する
436,179001,0,0,1101,100,AR「ラピスヘッジ」で、100回勝利する
437,179002,0,0,1101,200,AR「ラピスヘッジ」で、200回勝利する
438,179003,0,0,1101,300,AR「ラピスヘッジ」で、300回勝利する
439,179004,0,0,1101,500,AR「ラピスヘッジ」で、500回勝利する
440,180001,102,3,1101,1,AR「ラピスヘッジ」で、連続3試合勝利する
441,180002,102,5,1101,1,AR「ラピスヘッジ」で、連続5試合勝利する
442,180003,102,10,1101,1,AR「ラピスヘッジ」で、連続10試合勝利する
443,181001,0,0,5020,3600,AR「パ・フェクト」で、1時間対戦する
444,181002,0,0,5020,36000,AR「パ・フェクト」で、10時間対戦する
445,181003,0,0,5020,108000,AR「パ・フェクト」で、30時間対戦する
446,181004,0,0,5020,180000,AR「パ・フェクト」で、50時間対戦する
447,182001,0,0,1103,100,AR「パ・フェクト」で、100回出撃する
448,182002,0,0,1103,200,AR「パ・フェクト」で、200回出撃する
449,182003,0,0,1103,300,AR「パ・フェクト」で、300回出撃する
450,182004,0,0,1103,500,AR「パ・フェクト」で、500回出撃する
451,182005,0,0,1103,1000,AR「パ・フェクト」で、1000回出撃する
452,183001,0,0,1101,100,AR「パ・フェクト」で、100回勝利する
453,183002,0,0,1101,200,AR「パ・フェクト」で、200回勝利する
454,183003,0,0,1101,300,AR「パ・フェクト」で、300回勝利する
455,183004,0,0,1101,500,AR「パ・フェクト」で、500回勝利する
456,184001,102,3,1101,1,AR「パ・フェクト」で、連続3試合勝利する
457,184002,102,5,1101,1,AR「パ・フェクト」で、連続5試合勝利する
458,184003,102,10,1101,1,AR「パ・フェクト」で、連続10試合勝利する
459,185001,0,0,5020,3600,AR「エタニティ」で、1時間対戦する
460,185002,0,0,5020,36000,AR「エタニティ」で、10時間対戦する
461,185003,0,0,5020,108000,AR「エタニティ」で、30時間対戦する
462,185004,0,0,5020,180000,AR「エタニティ」で、50時間対戦する
463,186001,0,0,1103,100,AR「エタニティ」で、100回出撃する
464,186002,0,0,1103,200,AR「エタニティ」で、200回出撃する
465,186003,0,0,1103,300,AR「エタニティ」で、300回出撃する
466,186004,0,0,1103,500,AR「エタニティ」で、500回出撃する
467,186005,0,0,1103,1000,AR「エタニティ」で、1000回出撃する
468,187001,0,0,1101,100,AR「エタニティ」で、100回勝利する
469,187002,0,0,1101,200,AR「エタニティ」で、200回勝利する
470,187003,0,0,1101,300,AR「エタニティ」で、300回勝利する
471,187004,0,0,1101,500,AR「エタニティ」で、500回勝利する
472,188001,102,3,1101,1,AR「エタニティ」で、連続3試合勝利する
473,188002,102,5,1101,1,AR「エタニティ」で、連続5試合勝利する
474,188003,102,10,1101,1,AR「エタニティ」で、連続10試合勝利する
475,189001,0,0,5020,3600,AR「オキサイド」で、1時間対戦する
476,189002,0,0,5020,36000,AR「オキサイド」で、10時間対戦する
477,189003,0,0,5020,108000,AR「オキサイド」で、30時間対戦する
478,189004,0,0,5020,180000,AR「オキサイド」で、50時間対戦する
479,190001,0,0,1103,100,AR「オキサイド」で、100回出撃する
480,190002,0,0,1103,200,AR「オキサイド」で、200回出撃する
481,190003,0,0,1103,300,AR「オキサイド」で、300回出撃する
482,190004,0,0,1103,500,AR「オキサイド」で、500回出撃する
483,190005,0,0,1103,1000,AR「オキサイド」で、1000回出撃する
484,191001,0,0,1101,100,AR「オキサイド」で、100回勝利する
485,191002,0,0,1101,200,AR「オキサイド」で、200回勝利する
486,191003,0,0,1101,300,AR「オキサイド」で、300回勝利する
487,191004,0,0,1101,500,AR「オキサイド」で、500回勝利する
488,192001,102,3,1101,1,AR「オキサイド」で、連続3試合勝利する
489,192002,102,5,1101,1,AR「オキサイド」で、連続5試合勝利する
490,192003,102,10,1101,1,AR「オキサイド」で、連続10試合勝利する
491,193001,0,0,5021,500,アズワン「ヒカリ」で、DePSを500ポイント貯める
492,193002,0,0,5021,1000,アズワン「ヒカリ」で、DePSを1000ポイント貯める
493,193003,0,0,5021,3000,アズワン「ヒカリ」で、DePSを3000ポイント貯める
494,193004,0,0,5021,5000,アズワン「ヒカリ」で、DePSを5000ポイント貯める
495,193005,0,0,5021,10000,アズワン「ヒカリ」で、DePSを10000ポイント貯める
496,193006,0,0,5021,25000,アズワン「ヒカリ」で、DePSを25000ポイント貯める
497,193007,0,0,5021,50000,アズワン「ヒカリ」で、DePSを50000ポイント貯める
498,194001,0,0,1101,50,アズワン「ヒカリ」で、50回勝利する
499,194002,0,0,1101,100,アズワン「ヒカリ」で、100回勝利する
500,194003,0,0,1101,300,アズワン「ヒカリ」で、300回勝利する
501,194004,0,0,1101,500,アズワン「ヒカリ」で、500回勝利する
502,194005,0,0,1101,1000,アズワン「ヒカリ」で、1000回勝利する
503,195001,102,3,1101,1,アズワン「ヒカリ」で、連続3試合勝利する
504,195002,102,5,1101,1,アズワン「ヒカリ」で、連続5試合勝利する
505,195003,102,10,1101,1,アズワン「ヒカリ」で、連続10試合勝利する
506,196001,0,0,5021,500,アズワン「レイカ」で、DePSを500ポイント貯める
507,196002,0,0,5021,1000,アズワン「レイカ」で、DePSを1000ポイント貯める
508,196003,0,0,5021,3000,アズワン「レイカ」で、DePSを3000ポイント貯める
509,196004,0,0,5021,5000,アズワン「レイカ」で、DePSを5000ポイント貯める
510,196005,0,0,5021,10000,アズワン「レイカ」で、DePSを10000ポイント貯める
511,196006,0,0,5021,25000,アズワン「レイカ」で、DePSを25000ポイント貯める
512,196007,0,0,5021,50000,アズワン「レイカ」で、DePSを50000ポイント貯める
513,197001,0,0,1101,50,アズワン「レイカ」で、50回勝利する
514,197002,0,0,1101,100,アズワン「レイカ」で、100回勝利する
515,197003,0,0,1101,300,アズワン「レイカ」で、300回勝利する
516,197004,0,0,1101,500,アズワン「レイカ」で、500回勝利する
517,197005,0,0,1101,1000,アズワン「レイカ」で、1000回勝利する
518,198001,102,3,1101,1,アズワン「レイカ」で、連続3試合勝利する
519,198002,102,5,1101,1,アズワン「レイカ」で、連続5試合勝利する
520,198003,102,10,1101,1,アズワン「レイカ」で、連続10試合勝利する
521,199001,0,0,5021,500,アズワン「シャーリー」で、DePSを500ポイント貯める
522,199002,0,0,5021,1000,アズワン「シャーリー」で、DePSを1000ポイント貯める
523,199003,0,0,5021,3000,アズワン「シャーリー」で、DePSを3000ポイント貯める
524,199004,0,0,5021,5000,アズワン「シャーリー」で、DePSを5000ポイント貯める
525,199005,0,0,5021,10000,アズワン「シャーリー」で、DePSを10000ポイント貯める
526,199006,0,0,5021,25000,アズワン「シャーリー」で、DePSを25000ポイント貯める
527,199007,0,0,5021,50000,アズワン「シャーリー」で、DePSを50000ポイント貯める
528,200001,0,0,1101,50,アズワン「シャーリー」で、50回勝利する
529,200002,0,0,1101,100,アズワン「シャーリー」で、100回勝利する
530,200003,0,0,1101,300,アズワン「シャーリー」で、300回勝利する
531,200004,0,0,1101,500,アズワン「シャーリー」で、500回勝利する
532,200005,0,0,1101,1000,アズワン「シャーリー」で、1000回勝利する
533,201001,102,3,1101,1,アズワン「シャーリー」で、連続3試合勝利する
534,201002,102,5,1101,1,アズワン「シャーリー」で、連続5試合勝利する
535,201003,102,10,1101,1,アズワン「シャーリー」で、連続10試合勝利する
536,202001,0,0,5021,500,アズワン「イサドラ」で、DePSを500ポイント貯める
537,202002,0,0,5021,1000,アズワン「イサドラ」で、DePSを1000ポイント貯める
538,202003,0,0,5021,3000,アズワン「イサドラ」で、DePSを3000ポイント貯める
539,202004,0,0,5021,5000,アズワン「イサドラ」で、DePSを5000ポイント貯める
540,202005,0,0,5021,10000,アズワン「イサドラ」で、DePSを10000ポイント貯める
541,202006,0,0,5021,25000,アズワン「イサドラ」で、DePSを25000ポイント貯める
542,202007,0,0,5021,50000,アズワン「イサドラ」で、DePSを50000ポイント貯める
543,203001,0,0,1101,50,アズワン「イサドラ」で、50回勝利する
544,203002,0,0,1101,100,アズワン「イサドラ」で、100回勝利する
545,203003,0,0,1101,300,アズワン「イサドラ」で、300回勝利する
546,203004,0,0,1101,500,アズワン「イサドラ」で、500回勝利する
547,203005,0,0,1101,1000,アズワン「イサドラ」で、1000回勝利する
548,204001,102,3,1101,1,アズワン「イサドラ」で、連続3試合勝利する
549,204002,102,5,1101,1,アズワン「イサドラ」で、連続5試合勝利する
550,204003,102,10,1101,1,アズワン「イサドラ」で、連続10試合勝利する
551,205001,0,0,5021,500,アズワン「ナギ」で、DePSを500ポイント貯める
552,205002,0,0,5021,1000,アズワン「ナギ」で、DePSを1000ポイント貯める
553,205003,0,0,5021,3000,アズワン「ナギ」で、DePSを3000ポイント貯める
554,205004,0,0,5021,5000,アズワン「ナギ」で、DePSを5000ポイント貯める
555,205005,0,0,5021,10000,アズワン「ナギ」で、DePSを10000ポイント貯める
556,205006,0,0,5021,25000,アズワン「ナギ」で、DePSを25000ポイント貯める
557,205007,0,0,5021,50000,アズワン「ナギ」で、DePSを50000ポイント貯める
558,206001,0,0,1101,50,アズワン「ナギ」で、50回勝利する
559,206002,0,0,1101,100,アズワン「ナギ」で、100回勝利する
560,206003,0,0,1101,300,アズワン「ナギ」で、300回勝利する
561,206004,0,0,1101,500,アズワン「ナギ」で、500回勝利する
562,206005,0,0,1101,1000,アズワン「ナギ」で、1000回勝利する
563,207001,102,3,1101,1,アズワン「ナギ」で、連続3試合勝利する
564,207002,102,5,1101,1,アズワン「ナギ」で、連続5試合勝利する
565,207003,102,10,1101,1,アズワン「ナギ」で、連続10試合勝利する
566,208001,0,0,5021,500,アズワン「カズマ」で、DePSを500ポイント貯める
567,208002,0,0,5021,1000,アズワン「カズマ」で、DePSを1000ポイント貯める
568,208003,0,0,5021,3000,アズワン「カズマ」で、DePSを3000ポイント貯める
569,208004,0,0,5021,5000,アズワン「カズマ」で、DePSを5000ポイント貯める
570,208005,0,0,5021,10000,アズワン「カズマ」で、DePSを10000ポイント貯める
571,208006,0,0,5021,25000,アズワン「カズマ」で、DePSを25000ポイント貯める
572,208007,0,0,5021,50000,アズワン「カズマ」で、DePSを50000ポイント貯める
573,209001,0,0,1101,50,アズワン「カズマ」で、50回勝利する
574,209002,0,0,1101,100,アズワン「カズマ」で、100回勝利する
575,209003,0,0,1101,300,アズワン「カズマ」で、300回勝利する
576,209004,0,0,1101,500,アズワン「カズマ」で、500回勝利する
577,209005,0,0,1101,1000,アズワン「カズマ」で、1000回勝利する
578,210001,102,3,1101,1,アズワン「カズマ」で、連続3試合勝利する
579,210002,102,5,1101,1,アズワン「カズマ」で、連続5試合勝利する
580,210003,102,10,1101,1,アズワン「カズマ」で、連続10試合勝利する
581,211001,0,0,1103,1,全国対戦で、1回出撃する
582,100000001,0,0,100,10,全国対戦で、敵マグを10体撃破する
583,100000002,0,0,200,1,全国対戦で、敵Sマグを1体撃破する
584,100000003,0,0,201,1000,全国対戦で、敵Sマグに1000ダメージ与える
585,100000004,0,0,300,1,全国対戦で、敵タワーを1機撃破する
586,100000011,0,0,301,1000,全国対戦で、「ソリディア・Ｈ」パーツを装備して、敵タワーに1000ダメージ与える
587,100000012,0,0,400,1,全国対戦で、「ソリディア・Ｈ」か「ソリディア・Ｂ」パーツを装備して、敵エア・グランデを1体撃破する
588,100000013,0,0,401,1000,全国対戦で、「ソリディア・Ｈ」か「ソリディア・Ｂ」と、「ソリディア・Ａ」パーツを装備して、敵エア・グランデに1000ダメージ与える
589,100000014,0,0,500,1,全国対戦で、「ソリディア・Ｈ」か「ソリディア・Ｂ」と、「ソリディア・Ａ」か「ソリディア・Ｌ」パーツを装備して、敵ARを1体撃破する
590,100000021,0,0,501,1,全国対戦で、「CU・レイター・Ｈ」パーツを装備して、自機がポート内にいる状態で、敵ARを1体撃破する
591,100000022,0,0,502,1000,全国対戦で、「CU・レイター・Ｈ」か「CU・レイター・Ｂ」パーツを装備して、射撃武器で1000ダメージ与える
592,100000023,0,0,503,1000,全国対戦で、「CU・レイター・Ｈ」か「CU・レイター・Ｂ」と、「CU・レイター・Ａ」パーツを装備して、格闘武器で1000ダメージ与える
593,100000024,0,0,504,1000,全国対戦で、「CU・レイター・Ｈ」か「CU・レイター・Ｂ」と、「CU・レイター・Ａ」か「CU・レイター・Ｌ」パーツを装備して、敵ARに1000ダメージ与える
594,100000031,0,0,505,1000,全国対戦で、「ゴールテン・D・Ｈ」パーツを装備して、自機がポート内にいる状態で敵ARに1000ダメージ与える
595,100000032,0,0,506,1000,全国対戦で、「ゴールテン・D・Ｈ」か「ゴールテン・D・Ｂ」パーツを装備して、ポート占拠中の敵ARに1000ダメージ与える
596,100000033,0,0,507,1000,全国対戦で、「ゴールテン・D・Ｈ」か「ゴールテン・D・Ｂ」と、「ゴールテン・D・Ａ」パーツを装備して、ビーム武器で1000ダメージ与える
597,100000034,0,0,600,1,全国対戦で、「ゴールテン・D・Ｈ」か「ゴールテン・D・Ｂ」と、「ゴールテン・D・Ａ」か「ゴールテン・D・Ｌ」パーツを装備して、アサルトで1分対戦する
598,100000041,0,0,601,1000,全国対戦で、「サイトヘッド・Ｈ」パーツを装備して、アサルトで1000ダメージ与える
599,100000042,0,0,610,1,全国対戦で、「サイトヘッド・Ｈ」か「サイトヘッド・Ｂ」パーツを装備して、ヴァンガードで1分対戦する
600,100000043,0,0,611,1000,全国対戦で、「サイトヘッド・Ｈ」か「サイトヘッド・Ｂ」と、「サイトヘッド・Ａ」パーツを装備して、ヴァンガードで1000ダメージ与える
601,100000044,0,0,620,1,全国対戦で、「サイトヘッド・Ｈ」か「サイトヘッド・Ｂ」と、「サイトヘッド・Ａ」か「サイトヘッド・Ｌ」パーツを装備して、サポートで1分対戦する
602,100000051,0,0,621,100,全国対戦で、「カーディナル・Ｈ」パーツを装備して、味方ARの耐久値を100回復する
603,100000052,0,0,630,1,全国対戦で、「カーディナル・Ｈ」か「カーディナル・Ｂ」パーツを装備して、レンジャーで1分対戦する
604,100000053,0,0,631,1000,全国対戦で、「カーディナル・Ｈ」か「カーディナル・Ｂ」と、「カーディナル・Ａ」パーツを装備して、レンジャーで1000ダメージ与える
605,100000054,0,0,700,10,全国対戦で、「カーディナル・Ｈ」か「カーディナル・Ｂ」と、「カーディナル・Ａ」か「カーディナル・Ｌ」パーツを装備して、ポート占拠時間を10秒達成する
606,100000061,0,0,701,1,全国対戦で、「サブライガ・Ｈ」パーツを装備して、ポートを1回占拠する
607,100000062,0,0,800,3,全国対戦で、「サブライガ・Ｈ」か「サブライガ・Ｂ」パーツを装備して、敵チームより先にチームレベルを3になる
608,100000063,0,0,900,5,全国対戦で、「サブライガ・Ｈ」か「サブライガ・Ｂ」と、「サブライガ・Ａ」パーツを装備して、5回フルドライブする
609,100000064,0,0,901,5,全国対戦で、「サブライガ・Ｈ」か「サブライガ・Ｂ」と、「サブライガ・Ａ」か「サブライガ・Ｌ」パーツを装備して、5回ドリフトする
610,100000101,0,0,1000,1,全国対戦で、「ソリディア・Ｈ」パーツを装備して、1回帰還する
611,100000102,100,2,1001,1,全国対戦で、「ソリディア・Ｈ」パーツを装備して、1試合中1回フリックシンボルチャットする
612,100000103,101,2,1002,1,全国対戦で、「ソリディア・Ｈ」パーツを装備して、2試合1回ブリーフィングで「あいさつ」する
613,100000104,102,2,1003,1,全国対戦で、「ソリディア・Ｈ」パーツを装備して、連続2試合1回願掛けを成功する
614,100000105,103,2,1100,7,全国対戦で、「ソリディア・Ｈ」パーツを装備して、2回チーム内で7位以上になる
615,100000106,100,2,1101,1,全国対戦で1回勝利する
616,100000107,101,2,1102,1,全国対戦で、「ソリディア・Ｈ」パーツを装備して、2試合ナイスプレイを1回達成する
617,100000108,102,2,1103,1,全国対戦で、「ソリディア・Ｈ」パーツを装備して、連続2試合1回出撃する
618,100000109,103,2,1200,100,全国対戦で、「ソリディア・Ｈ」パーツを装備して、2回敵コアに100ダメージ与える
619,100000110,0,0,2000,9,テストミッション7（アズワン指定なし）を9個、クリアする
620,100000200,0,0,5000,10,累計10日ログインする
621,100000201,0,0,5001,5,連続5日ログインする
622,100000202,0,0,5020,10800,全国対戦で3時間プレイする
623,100000203,0,0,5000,7,累計7日ログインする
624,100000204,0,0,5001,3,連続3日ログインする
625,100000205,0,0,5020,7200,全国対戦で2時間プレイする
626,100000206,0,0,4000,5,サイロウェポンを5回使用する
627,100000207,0,0,4001,3,クロスブレイクを3回使用する
628,100000208,0,0,5010,10,全国対戦でヒカリで10回勝利する
629,100000209,0,0,5021,1000,ヒカリのDePSを1000ポイント貯める
630,100000210,0,0,5010,10,全国対戦でレイカで10回勝利する
631,100000211,0,0,5021,1000,レイカのDePSを1000ポイント貯める
632,100000212,0,0,5010,10,全国対戦でシャーリーで10回勝利する
633,100000213,0,0,5021,1000,シャーリーのDePSを1000ポイント貯める
634,100000214,0,0,5010,10,全国対戦でイサドラで10回勝利する
635,100000215,0,0,5021,1000,イサドラのDePSを1000ポイント貯める
636,100000216,0,0,5010,10,全国対戦でナギで10回勝利する
637,100000217,0,0,5021,1000,ナギのDePSを1000ポイント貯める
638,100000218,0,0,5010,10,全国対戦でカズマで10回勝利する
639,100000219,0,0,5021,1000,カズマのDePSを1000ポイント貯める
