---,Attribute,DamageValue,CrossBreakDamageRate,TAGComboStart,ArmorDamageValue,ShieldDamageValue,ShieldAreaDamageValue,MobDamageValue,MobBigDamageValue,MidStrongholdDamageValue,GuardStrongholdDamageValue,StrongholdDamageValue,DownValue,CrossBreakDownValueRate,HeadShotRate,CriticalHitRate,ScoreRate,ScoreRateNonPlayer,MyDamageRate,FriendDamageRate,VsBossDamageRate,VsBossDownValueRate,FlinchValue,ReactionType,DamageType,AbnormalStateType,AbnormalStateValue,AbnormalStateTime,BlowOffPowerValue,BlowOffType,BlowOffPitchDeg,BlowOffYawDeg,FlinchTime,KnockBackPowerValue,KnockBackPowerValueShield,PeculiarDamageType,PeculiarDamageValue,Mob3Damage,AttackHitStopTime,DamageHitStopTime,ShakeType,StrengthShake,ShakeRate
ATK_LargeSword_Bullet01,Beam,50,1.5,0,38,50,50,25,40,0,25,50,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,DampedStatic,0.5,1.2
ATK_Hammer_Grap01,Grap,1500,1.5,187.5,1500,1500,1500,300,225,0,150,300,0,750,0,1,1,1,1,1,1,1,1000,ShootUp,InvincibleBlowOff,None,0,0,0,Unit,80,0,1.6,0,0,None,0,False,0.07,0.07,RapidDynamic,1.2,1
ATK_Hammer_Grap02,Grap,350,1.45,280,400,600,770,500,800,0,390,550,1000,1000,0,1,1,1,1,1,3,1.2,1000,ShootDown,InvincibleBlowOff,None,0,0,10000,OwnerXY,-45,0,0,0,0,None,0,False,0.3,0.3,DampedDynamic,1.5,0.01
ATK_Hammer_Bullet01,Rocket,240,1.6,288,200,535,450,200,470,0,250,340,1000,2000,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,Burning,1000,9,9000,Unit,75,0,0,0,0,None,1,False,0,0.1,ImpactDynamic,1,1
ATK_LargeBeamSaber_Grap01,BeamGrap,240,1.4,600,400,500,500,500,500,0,250,650,600,1000,0,1,1,1,1,1,3,1.2,1000,BlowOff,InvincibleBlowOff,None,0,0,12000,Owner,30,0,0,0,0,None,0,True,0.1,0.5,ImpactDynamic,1,1
ATK_LargeBeamSaber_Grap02,BeamGrap,240,1.4,600,400,500,500,500,500,0,250,650,600,1000,0,1,1,1,1,1,3,1.2,1000,BlowOff,InvincibleBlowOff,None,0,0,12000,Owner,30,0,0,0,0,None,0,True,0.1,0.5,ImpactDynamic,1,1
ATK_LargeBeamSaber_Grap03,BeamGrap,360,1.4,288,600,750,750,750,750,0,375,650,1000,1000,0,1,1,1,1,1,3,1.2,1000,BlowOff,InvincibleBlowOff,None,0,0,12000,Owner,30,0,0,0,0,None,0,True,0.1,0.5,ImpactDynamic,1,1
ATK_LargeBeamSaber_Grap04,BeamGrap,360,1.4,288,600,750,750,750,750,0,375,650,1000,1000,0,1,1,1,1,1,3,1.2,1000,BlowOff,InvincibleBlowOff,None,0,0,12000,Owner,30,0,0,0,0,None,0,True,0.1,0.5,ImpactDynamic,1,1
ATK_MachineHijack_Bullet01,Bomb,120,2.5,300,100,0,0,100,200,0,100,200,240,1000,0,1,1,1,1,1,1.5,1.2,1000,Flinch,InvincibleBlowOff,Jamming,1000,4,0,Unit,0,0,0.6,5000,0,Stop,5,True,0,0.1,ImpactDynamic,1,1
ATK_OptionsShield_Bullet01,Normal,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,BuffShield,0,0,0,Unit,0,0,0,0,0,UseException,1.5,False,0,0,None,1,1
ATK_BlizzardGun_Bullet01,Normal,7,1.5,5,7,11,11,12,8,0,5,13,0,20,0,1,1.2,1,1,1,1.5,1,0,None,InvincibleBlowOff,Freeze,1000,2,0,Unit,0,0,0,0,0,UseException,0.9,False,0,0,None,1,1
ATK_BlizzardGun_Bullet02,Normal,70,1.5,70,70,70,70,110,110,0,70,200,0,280,0,1,1.1,1,1,1,1.5,1,0,None,InvincibleBlowOff,Freeze,1000,3,0,Unit,0,0,0,0,0,UseException,0.9,False,0,0.02,DampedDynamic,1,1
ATK_PowerBall_Bullet01,Beam,160,2,240,200,150,150,150,344,0,172,750,250,1000,0,1,1,1,1,1,1.5,1.2,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,2500,0,None,0,False,0,0.2,RapidDynamic,1,1
ATK_PowerBall_Bullet02,Beam,240,1.7,360,200,450,450,300,666,0,333,1300,500,1000,0,1,1,1,1,1,1.5,1.2,1000,BlowOff,InvincibleBlowOff,Jamming,1000,3,10000,Unit,30,0,0,0,0,None,0,True,0,0.2,RapidDynamic,1,1
ATK_PowerBall_Bullet03,Beam,80,1.5,120,115,800,800,200,240,0,120,450,250,250,0,1,1,1,1,1,1.5,1.2,1000,BlowOff,InvincibleBlowOff,None,0,0,12000,Unit,40,0,0.6,400,0,None,0,True,0,0.1,RapidDynamic,1,1
ATK_RailGun_Bullet01,Laser,280,1.3,224,350,400,400,400,580,0,290,870,0,1000,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,10000,Unit,0,0,0,0,0,None,0,False,0,0.25,ImpactStatic,1,1
ATK_BeamRifleType03_Bullet01,Beam,56,2.5,112,80,120,120,150,180,0,85,183,0,500,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,0.1,ImpactDynamic,0.5,1.2
ATK_PulseGunType02_Bullet01,Beam,15,1.5,15,12,12,12,20,4,0,3,6,0,60,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_PulseGunType02_Bullet02,Beam,15,1.5,15,12,12,12,20,4,0,3,6,0,60,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_PulseGunType02_Bullet03,Beam,15,1.5,15,12,12,12,20,4,0,3,6,0,60,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_PulseGunType02_Bullet04,Beam,15,1.5,15,12,12,12,20,4,0,3,6,0,60,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_PulseGunType02_Bullet05,Beam,15,1.5,15,12,12,12,20,4,0,3,6,0,60,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_BeamSaberType02_Grap01,BeamGrap,200,1.5,150,200,200,200,150,300,0,200,400,0,600,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,20,0,1,2500,0,None,0,False,0,0,DampedDynamic,5,1
ATK_BeamSaberType02_Grap02,BeamGrap,150,1.5,100,150,150,150,80,200,0,150,300,0,400,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,20,0,1,3500,0,None,0,False,0,0,DampedDynamic,5,1
ATK_BeamSaberType02_Grap03,BeamGrap,300,1.5,200,300,300,300,180,375,0,250,500,0,800,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,0,Unit,-10,0,0,0,0,None,0,False,0.05,0.05,DampedDynamic,5,1
ATK_TurningGun_Bullet01,Beam,150,1.5,500,200,200,200,80,20,0,10,27,0,2000,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,10000,OwnerCenter,20,0,0.5,2500,0,None,0,False,0,0.1,ImpactDynamic,1,1
ATK_WideShotType03_Bullet01,Beam,60,2.8,120,100,130,130,100,120,0,75,190,0,500,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,5000,0,None,0,True,0,0.05,DampedStatic,0.5,1.2
ATK_WideShotType03_Bullet02,Beam,60,2.8,120,100,130,130,100,120,0,75,190,0,500,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,5000,0,None,0,True,0,0.05,DampedStatic,0.5,1.2
ATK_MachineGunType03_Bullet01,Bullet,3.5,2.9,7,8,11,11,30,20,0,8,33,0,40,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_PlasmaGunType02_Bullet01,Beam,68,1.5,50,68,90,90,75,18,0,12,24,0,200,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,DampedStatic,0.3,1
ATK_BeamShotGun_Bullet01,Beam,12,1.5,15,11,7,6,11,5,0,3,8,50,75,0,1,1,1,1,1,3,1,70,BlowOff,InvincibleBlowOff,None,0,0,6500,Unit,70,0,0,0,0,None,0,False,0,0,ImpactDynamic,0.2,1
ATK_BeamShotGun_Bullet02,Beam,12,1.5,15,9,6,6,11,5,0,3,8,50,75,0,1,1,1,1,1,3,1,70,BlowOff,InvincibleBlowOff,None,0,0,6500,Unit,70,0,0,0,0,None,0,False,0,0,ImpactDynamic,0.2,1
ATK_BeamShotGun_Bullet03,Beam,12,1.5,15,5,5,6,11,4,0,2,7,50,75,0,1,1,1,1,1,3,1,70,BlowOff,InvincibleBlowOff,None,0,0,6500,Unit,70,0,0,0,0,None,0,False,0,0,ImpactDynamic,0.2,1
ATK_BeamShotGun_Bullet04,Beam,12,1.5,15,5,4,6,11,4,0,2,7,50,75,0,1,1,1,1,1,3,1,70,BlowOff,InvincibleBlowOff,None,0,0,6500,Unit,70,0,0,0,0,None,0,False,0,0,ImpactDynamic,0.2,1
ATK_BeamShotGun_Bullet05,Beam,12,1.5,15,4,3,6,11,4,0,2,7,50,75,0,1,1,1,1,1,3,1,70,BlowOff,InvincibleBlowOff,None,0,0,6500,Unit,70,0,0,0,0,None,0,False,0,0,ImpactDynamic,0.2,1
ATK_BeamRifleType04_Bullet01,Beam,45,2.9,111,72,100,100,150,170,0,80,180,0,500,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,ImpactStatic,1,1.2
ATK_3WayBeamGun_Bullet01,Beam,80,2.1,120,100,70,70,140,45,0,22,50,250,500,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.07,ImpactDynamic,0.2,1
ATK_3WayBeamGun_Bullet02,Beam,64,2.1,96,80,65,70,140,45,0,22,50,250,500,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,1500,0,None,0,False,0,0.07,ImpactDynamic,0.2,1
ATK_MachineGunType04_Bullet01,Bullet,15,1.5,10,15,12,12,30,19,0,10,40,0,40,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_RocketLauncherType03_Bullet01,Rocket,0,1.5,0,50,44,44,50,66,0,36,135,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,7500,Center,20,0,0,0,0,None,0,False,0,0.03,ImpactStatic,1,1
ATK_RippleLaser_Bullet01,Beam,85,1.5,53,85,85,85,150,90,0,60,120,0,212,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.5,5000,0,None,0,False,0,0.05,DampedStatic,0.5,1.2
ATK_RippleLaserType02_Bullet01,Beam,45,2.5,90,100,95,95,130,220,0,105,200,0,500,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,0.05,DampedStatic,0.5,1.2
ATK_KnockBackGun_Bullet01,Beam,20,1.5,40,40,60,60,100,40,0,22,60,0,100,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.2,4000,0,None,0,False,0,0.02,ImpactStatic,0.7,1
ATK_KnockBackGunType02_Bullet01,Beam,50,1.2,100,60,40,40,100,30,0,15,60,0,200,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.4,5000,0,None,0,False,0,0.02,ImpactStatic,0.7,1
ATK_HeartGun_Bullet01,Beam,100,1.5,72.5,120,120,120,100,120,0,60,183,0,290,0,1,1,1,1,1,1,1,350,BlowOff,InvincibleBlowOff,None,0,0,15000,Unit,0,0,0.3,10000,0,None,0,True,0,0.15,ImpactDynamic,0.5,1.2
ATK_FireRifle_Bullet01,Beam,56,2.3,112,88,180,170,130,180,0,90,300,0,500,0,1,1,1,1,1,1.5,1,0,None,InvincibleBlowOff,Burning,1000,6,0,Unit,0,0,0,0,0,UseException,0.5,False,0,0.02,DampedDynamic,2,1.2
ATK_HarpoonGunType02_Bullet01,Bullet,160,1.25,128,600,600,600,400,746,0,363,900,400,1000,0,1,1,1,1,1,1,0.5,1000,Flinch,HarpoonBlowOff,None,0,0,15000,Unit,0,0,1,12000,0,None,0,False,0,0.1,ImpactStatic,3,1
ATK_SniperRifleType02_Bullet01,Beam,128,2.75,320,235,250,250,400,330,0,87,220,400,1000,0,1,1,1,1,1,1,1,1000,BlowOff,InvincibleBlowOff,None,0,0,10000,UnitXY,20,0,0,1000,0,None,0,False,0,0.1,ImpactStatic,3,1
ATK_BeamGatlingGun_Bullet01,Beam,6,2.7,12,10,25,40,40,14,0,7,23,25,50,0,1,1,1,1,1,0.8,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.3,2000,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_BeamGatlingGun_Bullet02,Beam,6,2.7,12,8,25,40,40,13,0,6,23,25,50,0,1,1,1,1,1,0.8,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_BeamSickleType02_Grap01,Grap,200,1.6,480,350,300,300,500,650,0,300,420,600,1000,0,1,1,1,1,1,3,1.2,1000,BlowOff,InvincibleBlowOff,None,0,0,15000,Owner,30,-10,0,0,0,None,0,False,0.25,0.25,ImpactStatic,3,1
ATK_BeamSickleType02_Bullet01,Laser,48,1.7,80,315,450,450,50,28,0,21,42,200,200,0,1,1,1,1,1,0.6,0.6,500,Flinch,InvincibleBlowOff,None,0,0,8000,Unit,20,0,0.2,500,0,None,0,False,0,0.05,RapidDynamic,1,1
ATK_LineStanGun_Bullet01,Laser,20,1,0,50,0,0,150,30,0,20,60,0,0,0,1,1,1,1,1,1.5,1,0,None,InvincibleBlowOff,Palsy,1000,3,0,Unit,0,0,0,0,0,None,0,False,0,0,RapidRandom,1,1
ATK_BeamSaberType03_Grap01,BeamGrap,180,1.5,125,200,200,200,150,236,0,118,250,0,500,0,1,1,1,1,1,3,1.2,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,2500,0,None,0,False,0,0,DampedDynamic,5,1
ATK_BeamSaberType03_Grap02,BeamGrap,170,1.5,94,200,200,200,80,218,0,109,170,0,376,0,1,1,1,1,1,3,1.2,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,3500,0,None,0,False,0,0,DampedDynamic,5,1
ATK_BeamSaberType03_Grap03,BeamGrap,250,1.5,500,300,300,300,180,498,0,249,320,0,2000,0,1,1,1,1,1,3,1.2,0,None,InvincibleBlowOff,None,0,0,15000,OwnerXY,-10,0,0,0,0,None,0,False,0.05,0.05,DampedDynamic,10,5
ATK_BeamSaberType04_Grap01,BeamGrap,180,1.5,125,200,200,200,150,236,0,118,250,0,500,0,1,1,1,1,1,3,1.2,1000,Flinch,InvincibleBlowOff,None,1000,2.5,0,Unit,0,0,1,2500,0,UseException,0.8,False,0,0,DampedDynamic,5,1
ATK_BeamSaberType04_Grap02,BeamGrap,170,1.5,94,200,200,200,80,218,0,109,170,0,376,0,1,1,1,1,1,3,1.2,1000,Flinch,InvincibleBlowOff,None,1000,2.5,0,Unit,0,0,1,3500,0,UseException,0.8,False,0,0,DampedDynamic,5,1
ATK_BeamSaberType04_Grap03,BeamGrap,250,1.5,500,300,300,300,180,498,0,249,320,0,2000,0,1,1,1,1,1,3,1.2,0,None,InvincibleBlowOff,None,1000,7,15000,OwnerXY,-10,0,0,0,0,UseException,0.8,False,0.05,0.05,DampedDynamic,10,5
ATK_LanceType02_Grap01,Grap,100,1.5,0,100,100,100,400,740,0,370,700,0,400,0,1,1,1,1,1,10,5,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0.1,0.1,DampedDynamic,8,1
ATK_LanceType02_Grap02,Grap,18,1.5,0,18,20,20,0,0,0,0,0,0,0,0,1,1,1,1,1,0.1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactRandom,1,1
ATK_LanceType02_Grap03,Grap,180,1.5,0,180,180,180,0,0,0,0,0,0,0,0,1,1,1,1,1,0.1,1,0,None,InvincibleBlowOff,None,0,0,2500,OwnerXY,15,0,0,0,0,None,0,False,0,0,DampedDynamic,5,1
ATK_BoomerangType02_Bullet01,Beam,60,1.2,120,117,40,40,150,160,0,80,200,0,200,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,3000,0,None,0,False,0,0.2,ImpactDynamic,1,1
ATK_BoomerangType02_Bullet01_Atk02,Beam,60,1.2,120,117,40,40,150,160,0,80,200,0,200,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.6,3000,0,None,0,False,0,0.2,ImpactDynamic,1,1
ATK_ShotGunType02_Bullet01,Bullet,18,1.5,22.5,25,20,20,33,10,0,5,16,85,85,0,1,1,1,1,1,3,1,125,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGunType02_Bullet02,Bullet,18,1.5,22.5,25,20,20,33,10,0,5,16,85,85,0,1,1,1,1,1,3,1,125,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGunType02_Bullet03,Bullet,18,1.5,22.5,25,20,20,33,10,0,5,16,85,85,0,1,1,1,1,1,3,1,125,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGunType02_Bullet04,Bullet,18,1.5,22.5,25,20,20,33,10,0,5,16,85,85,0,1,1,1,1,1,3,1,125,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGunType02_Bullet05,Bullet,18,1.5,22.5,25,20,20,33,10,0,5,16,85,85,0,1,1,1,1,1,3,1,125,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_HandGunType03_Bullet01,Bullet,5,4.2,14,18,12,12,20,10,0,5,25,0,85,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.2,2000,0,None,0,False,0,0.02,ImpactStatic,0.1,0.7
ATK_MultiRocketLauncher_Bullet01,Rocket,16,1.9,24,40,40,50,60,20,0,13,35,50,100,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.01,ImpactStatic,1,1
ATK_MultiRocketLauncherType02_Bullet01,Rocket,30,1.4,60,60,80,60,80,50,0,20,60,100,150,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.1,ImpactStatic,1,1
ATK_RocketLauncherType04_Bullet01,Rocket,40,1.5,12.5,45,25,25,50,60,0,30,110,0,50,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,4000,0,None,0,False,0,0.02,ImpactStatic,1,1
ATK_RocketLauncherType05_Bullet01,Rocket,40,1.5,12.5,45,25,25,50,60,0,30,110,0,50,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,1,4000,0,None,0,False,0,0.02,ImpactStatic,1,1
ATK_BeamHandGunType02_Bullet01,Beam,8.5,1.5,11.5,11,18,30,75,13,0,8,14,0,46,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,AccumulateDamageUp,0.2,False,0,0,ImpactStatic,0.1,0.7
ATK_BeamHandGunType03_Bullet01,Beam,10,2.6,25,24,26,29,50,16,0,10,27,0,100,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_BlizzardGunType02_Bullet01,Normal,36,3.5,72,60,70,70,110,110,0,70,200,0,500,0,1,1.1,1,1,1,1.5,1,0,None,InvincibleBlowOff,Freeze,1000,3,0,Unit,0,0,0,0,0,UseException,0.9,False,0,0.02,DampedDynamic,1,1
ATK_BlizzardGunType03_Bullet01,Normal,2.5,3,5,7,11,11,12,8,0,5,13,0,50,0,1,1.2,1,1,1,1.5,1,0,None,InvincibleBlowOff,Freeze,1000,1.5,0,Unit,0,0,0,0,0,UseException,0.9,False,0,0,None,1,1
ATK_OptionsShieldType02_Bullet01,Normal,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,BuffShield,0,0,0,Unit,0,0,0,0,0,UseException,1.5,False,0,0,None,1,1
ATK_ShotGunType03_Bullet01,Bullet,16,2.75,20,33,20,20,20,4,0,2,6,62.5,125,0,1,1,1,1,1,3,1,100,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGunType03_Bullet02,Bullet,16,2.75,20,33,20,20,20,4,0,2,6,62.5,125,0,1,1,1,1,1,3,1,100,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGunType03_Bullet03,Bullet,16,2.75,20,33,20,20,20,2,0,1,6,62.5,125,0,1,1,1,1,1,3,1,100,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGunType03_Bullet04,Bullet,16,2.75,20,33,20,20,20,2,0,1,6,62.5,125,0,1,1,1,1,1,3,1,100,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_ShotGunType03_Bullet05,Bullet,16,2.75,20,33,20,20,20,2,0,1,6,62.5,125,0,1,1,1,1,1,3,1,100,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.8,1500,0,None,0,False,0,0.03,ImpactDynamic,0.2,1
ATK_BeamRifleType05_Bullet01,Beam,36,3,72,110,120,120,150,150,0,80,180,0,350,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0.02,ImpactStatic,1,1.2
ATK_LaserType02_Bullet01,Laser,50,1.15,40,62,90,90,50,28,0,21,42,125,125,0,1,1,1,1,1,0.6,0.6,350,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.2,500,0,None,0,False,0,0.05,RapidDynamic,1,1
ATK_HandGatlingGun_Bullet01,Bullet,5,3,10,10,22,18,20,8,0,6,16,25,50,0,1,1,1,1,1,0.8,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.5,2000,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_HandGatlingGun_Bullet02,Bullet,5,3,10,9,20,15,17,7,0,4,13,25,50,0,1,1,1,1,1,0.8,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,0.1,0.7
ATK_HandGunType04_Bullet01,Bullet,30,2.5,75,5,14,14,20,10,0,5,25,0,350,0,1,1,1,1,1,1,1,250,BlowOff,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.2,2000,0,None,0,False,0,0,ImpactStatic,0.1,0.7
Coop_ATK,None,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_ATK_PulseGun_Coop01,Bomb,10,1.5,0,8,20,20,10,4,0,3,6,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,RapidRandom,0.5,0.5
Coop_ATK_RocketLauncher_Coop01,Bomb,60,1.5,100,50,50,50,35,30,0,20,40,0,400,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.3,5000,0,None,0,False,0,0,None,1,1
Coop_ATK_MissileLauncher_Coop01,Bomb,20,1.5,0,15,20,20,25,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,ImpactStatic,1,1
Coop_ATK_MultipleGrenadeLauncher_Coop01,Bomb,0,1.5,0,0,0,0,50,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,True,0,0,None,1,1
Coop_ATK_RocketLauncher_Type02_Coop01,Bomb,90,1.7,180,120,0,0,80,30,0,0,0,350,500,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,1000,0,None,0,False,0,0,None,1,1
Coop_ATK_PlasmaGun_Coop01,BeamBomb,10,1.8,20,50,13,13,25,8,0,5,13,50,50,0,1,1,1,1,1,1,1,1000,Flinch,InvincibleBlowOff,None,0,0,0,Unit,0,0,0.4,0,0,None,0,True,0,0,RapidRandom,0.5,0.5
Coop_ATK_BothHandsRocketLauncher_Coop01,Bomb,72,2.2,180,330,20,20,150,30,0,15,0,250,500,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,10000,Center,40,0,0,0,0,None,0,True,0,0,None,1,1
Coop_ATK_BothHandsRocketLauncher_Coop02,Bomb,72,2.2,180,330,20,20,150,30,0,15,0,250,500,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,10000,Center,40,0,0,0,0,None,0,True,0,0,None,1,1
Coop_ATK_GatlingGunAndRocketLauncher_Coop01,Bomb,0,1.5,0,25,25,25,100,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,0,Unit,0,0,0,0,0,None,0,False,0,0,None,1,1
Coop_ATK_Cannon_Coop01,Bomb,120,1.25,144,100,50,50,140,40,0,30,100,0,0,0,1,1,1,1,1,1,1,0,None,InvincibleBlowOff,None,0,0,8000,Center,10,0,0,0,0,None,0,True,0,0,ImpactDynamic,5,1
