---,EmblemPartsId,Name,EmblemPartsType,DefaultEmblemPartsFlag,IsEditable,Texture,FlagTexture,Descprition,GameModeId
97,20048,狐メン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0048.Tex_Emblem_02_0048',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0048_Flag.Tex_Emblem_02_0048_Flag',,0
98,20049,月うさぎ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0049.Tex_Emblem_02_0049',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0049_Flag.Tex_Emblem_02_0049_Flag',,0
99,20050,ドルフィン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0050.Tex_Emblem_02_0050',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0050_Flag.Tex_Emblem_02_0050_Flag',,0
100,20051,バードゲージ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0051.Tex_Emblem_02_0051',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0051_Flag.Tex_Emblem_02_0051_Flag',,0
101,20052,クジャク,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0052.Tex_Emblem_02_0052',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0052_Flag.Tex_Emblem_02_0052_Flag',,0
102,20053,フィーバー,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0053.Tex_Emblem_02_0053',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0053_Flag.Tex_Emblem_02_0053_Flag',,0
103,20054,鳳凰の構え,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0054.Tex_Emblem_02_0054',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0054_Flag.Tex_Emblem_02_0054_Flag',,0
104,20055,シップ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0055.Tex_Emblem_02_0055',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0055_Flag.Tex_Emblem_02_0055_Flag',,0
105,20056,ハート,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0056.Tex_Emblem_02_0056',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0056_Flag.Tex_Emblem_02_0056_Flag',,0
106,20057,スペード,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0057.Tex_Emblem_02_0057',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0057_Flag.Tex_Emblem_02_0057_Flag',,0
107,20058,クラブ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0058.Tex_Emblem_02_0058',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0058_Flag.Tex_Emblem_02_0058_Flag',,0
108,20059,ダイヤ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0059.Tex_Emblem_02_0059',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0059_Flag.Tex_Emblem_02_0059_Flag',,0
109,20060,アイスクリスタル,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0060.Tex_Emblem_02_0060',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0060_Flag.Tex_Emblem_02_0060_Flag',,0
110,20061,ギア,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0061.Tex_Emblem_02_0061',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0061_Flag.Tex_Emblem_02_0061_Flag',,0
111,20062,スズランハート,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0062.Tex_Emblem_02_0062',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0062_Flag.Tex_Emblem_02_0062_Flag',,0
112,20063,リーフハート,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0063.Tex_Emblem_02_0063',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0063_Flag.Tex_Emblem_02_0063_Flag',,0
113,20064,フローズン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0064.Tex_Emblem_02_0064',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0064_Flag.Tex_Emblem_02_0064_Flag',,0
114,20065,ハートフル,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0065.Tex_Emblem_02_0065',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0065_Flag.Tex_Emblem_02_0065_Flag',,0
115,20066,蓮,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0066.Tex_Emblem_02_0066',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0066_Flag.Tex_Emblem_02_0066_Flag',,0
116,20067,ローズ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0067.Tex_Emblem_02_0067',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0067_Flag.Tex_Emblem_02_0067_Flag',,0
117,20068,フラワーマーク,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0068.Tex_Emblem_02_0068',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0068_Flag.Tex_Emblem_02_0068_Flag',,0
118,20069,バンブーリーフ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0069.Tex_Emblem_02_0069',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0069_Flag.Tex_Emblem_02_0069_Flag',,0
119,20070,クローバーリーフ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0070.Tex_Emblem_02_0070',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0070_Flag.Tex_Emblem_02_0070_Flag',,0
120,20071,オールドヘルム,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0071.Tex_Emblem_02_0071',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0071_Flag.Tex_Emblem_02_0071_Flag',,0
121,20072,フルールトリス,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0072.Tex_Emblem_02_0072',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0072_Flag.Tex_Emblem_02_0072_Flag',,0
122,20073,トランプ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0073.Tex_Emblem_02_0073',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0073_Flag.Tex_Emblem_02_0073_Flag',,0
123,20074,メイドウェア,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0074.Tex_Emblem_02_0074',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0074_Flag.Tex_Emblem_02_0074_Flag',,0
124,20075,素敵ブローチ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0075.Tex_Emblem_02_0075',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0075_Flag.Tex_Emblem_02_0075_Flag',,0
125,20076,ザ・マスク,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0076.Tex_Emblem_02_0076',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0076_Flag.Tex_Emblem_02_0076_Flag',,0
126,20077,リボン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0077.Tex_Emblem_02_0077',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0077_Flag.Tex_Emblem_02_0077_Flag',,0
127,20078,ハートキー,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0078.Tex_Emblem_02_0078',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0078_Flag.Tex_Emblem_02_0078_Flag',,0
128,20079,ツインベル,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0079.Tex_Emblem_02_0079',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0079_Flag.Tex_Emblem_02_0079_Flag',,0
129,20080,フォーリンラブ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0080.Tex_Emblem_02_0080',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0080_Flag.Tex_Emblem_02_0080_Flag',,0
130,20081,セーラーウェア,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0081.Tex_Emblem_02_0081',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0081_Flag.Tex_Emblem_02_0081_Flag',,0
131,20082,フライングハート,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0082.Tex_Emblem_02_0082',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0082_Flag.Tex_Emblem_02_0082_Flag',,0
132,20083,シャープソウル,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0083.Tex_Emblem_02_0083',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0083_Flag.Tex_Emblem_02_0083_Flag',,0
133,20084,シェイプウォーター,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0084.Tex_Emblem_02_0084',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0084_Flag.Tex_Emblem_02_0084_Flag',,0
134,20085,スピードウイングA,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0085.Tex_Emblem_02_0085',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0085_Flag.Tex_Emblem_02_0085_Flag',,0
135,20086,スピードウイングB,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0086.Tex_Emblem_02_0086',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0086_Flag.Tex_Emblem_02_0086_Flag',,0
136,20087,フライングスター,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0087.Tex_Emblem_02_0087',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0087_Flag.Tex_Emblem_02_0087_Flag',,0
137,20088,ガンスクウェア,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0088.Tex_Emblem_02_0088',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0088_Flag.Tex_Emblem_02_0088_Flag',,0
138,20089,トーン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0089.Tex_Emblem_02_0089',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0089_Flag.Tex_Emblem_02_0089_Flag',,0
139,20090,スピナ－,Main,True,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0090.Tex_Emblem_02_0090',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0090_Flag.Tex_Emblem_02_0090_Flag',,0
140,20091,初心者マーク,Main,True,False,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0091.Tex_Emblem_02_0091',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0091_Flag.Tex_Emblem_02_0091_Flag',,0
141,20092,鏡餅,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0092.Tex_Emblem_02_0092',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0092_Flag.Tex_Emblem_02_0092_Flag',,0
142,20093,羽子板,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0093.Tex_Emblem_02_0093',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0093_Flag.Tex_Emblem_02_0093_Flag',,0
143,20094,門松,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0094.Tex_Emblem_02_0094',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0094_Flag.Tex_Emblem_02_0094_Flag',,0
144,20095,豆まき,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0095.Tex_Emblem_02_0095',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0095_Flag.Tex_Emblem_02_0095_Flag',,0
145,20096,恵方巻き,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0096.Tex_Emblem_02_0096',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0096_Flag.Tex_Emblem_02_0096_Flag',,0
146,20097,チョコ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0097.Tex_Emblem_02_0097',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0097_Flag.Tex_Emblem_02_0097_Flag',,0
147,20098,プレゼント,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0098.Tex_Emblem_02_0098',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0098_Flag.Tex_Emblem_02_0098_Flag',,0
148,20099,お雛様,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0099.Tex_Emblem_02_0099',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0099_Flag.Tex_Emblem_02_0099_Flag',,0
149,20100,ひな祭り,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0100.Tex_Emblem_02_0100',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0100_Flag.Tex_Emblem_02_0100_Flag',,0
150,20101,桜,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0101.Tex_Emblem_02_0101',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0101_Flag.Tex_Emblem_02_0101_Flag',,0
151,20102,三色団子,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0102.Tex_Emblem_02_0102',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0102_Flag.Tex_Emblem_02_0102_Flag',,0
152,20103,鯉のぼり,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0103.Tex_Emblem_02_0103',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0103_Flag.Tex_Emblem_02_0103_Flag',,0
153,20104,カブト,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0104.Tex_Emblem_02_0104',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0104_Flag.Tex_Emblem_02_0104_Flag',,0
154,20105,柏餅,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0105.Tex_Emblem_02_0105',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0105_Flag.Tex_Emblem_02_0105_Flag',,0
155,20106,カタツムリ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0106.Tex_Emblem_02_0106',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0106_Flag.Tex_Emblem_02_0106_Flag',,0
156,20107,てるてるぼうず,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0107.Tex_Emblem_02_0107',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0107_Flag.Tex_Emblem_02_0107_Flag',,0
157,20108,傘,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0108.Tex_Emblem_02_0108',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0108_Flag.Tex_Emblem_02_0108_Flag',,0
158,20109,短冊,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0109.Tex_Emblem_02_0109',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0109_Flag.Tex_Emblem_02_0109_Flag',,0
159,20110,織姫と彦星,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0110.Tex_Emblem_02_0110',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0110_Flag.Tex_Emblem_02_0110_Flag',,0
160,20111,天の川,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0111.Tex_Emblem_02_0111',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0111_Flag.Tex_Emblem_02_0111_Flag',,0
161,20112,ひまわり,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0112.Tex_Emblem_02_0112',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0112_Flag.Tex_Emblem_02_0112_Flag',,0
162,20113,スイカ,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0113.Tex_Emblem_02_0113',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0113_Flag.Tex_Emblem_02_0113_Flag',,0
163,20114,浮き輪とハイビスカス,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0114.Tex_Emblem_02_0114',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0114_Flag.Tex_Emblem_02_0114_Flag',,0
164,20115,かとり豚,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0115.Tex_Emblem_02_0115',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0115_Flag.Tex_Emblem_02_0115_Flag',,0
165,20116,かき氷,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0116.Tex_Emblem_02_0116',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0116_Flag.Tex_Emblem_02_0116_Flag',,0
166,20117,お月見団子,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0117.Tex_Emblem_02_0117',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0117_Flag.Tex_Emblem_02_0117_Flag',,0
167,20118,うさぎオンザムーン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0118.Tex_Emblem_02_0118',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0118_Flag.Tex_Emblem_02_0118_Flag',,0
168,20119,紅葉,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0119.Tex_Emblem_02_0119',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0119_Flag.Tex_Emblem_02_0119_Flag',,0
169,20120,どんぐり,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0120.Tex_Emblem_02_0120',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0120_Flag.Tex_Emblem_02_0120_Flag',,0
170,20121,くり,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0121.Tex_Emblem_02_0121',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0121_Flag.Tex_Emblem_02_0121_Flag',,0
171,20122,ゴースト,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0122.Tex_Emblem_02_0122',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0122_Flag.Tex_Emblem_02_0122_Flag',,0
172,20123,ジャック・オー・ランタン,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0123.Tex_Emblem_02_0123',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0123_Flag.Tex_Emblem_02_0123_Flag',,0
173,20124,クリスマスツリー,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0124.Tex_Emblem_02_0124',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0124_Flag.Tex_Emblem_02_0124_Flag',,0
174,20125,サンタ人形,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0125.Tex_Emblem_02_0125',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0125_Flag.Tex_Emblem_02_0125_Flag',,0
175,20126,クリスマスプレゼント,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0126.Tex_Emblem_02_0126',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0126_Flag.Tex_Emblem_02_0126_Flag',,0
176,20127,雪だるま,Main,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0127.Tex_Emblem_02_0127',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0127_Flag.Tex_Emblem_02_0127_Flag',,0
177,20128,北海道,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0128.Tex_Emblem_02_0128',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0128_Flag.Tex_Emblem_02_0128_Flag',,0
178,20129,青森,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0129.Tex_Emblem_02_0129',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0129_Flag.Tex_Emblem_02_0129_Flag',,0
179,20130,岩手,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0130.Tex_Emblem_02_0130',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0130_Flag.Tex_Emblem_02_0130_Flag',,0
180,20131,宮城,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0131.Tex_Emblem_02_0131',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0131_Flag.Tex_Emblem_02_0131_Flag',,0
181,20132,秋田,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0132.Tex_Emblem_02_0132',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0132_Flag.Tex_Emblem_02_0132_Flag',,0
182,20133,山形,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0133.Tex_Emblem_02_0133',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0133_Flag.Tex_Emblem_02_0133_Flag',,0
183,20134,福島,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0134.Tex_Emblem_02_0134',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0134_Flag.Tex_Emblem_02_0134_Flag',,0
184,20135,茨城,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0135.Tex_Emblem_02_0135',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0135_Flag.Tex_Emblem_02_0135_Flag',,0
185,20136,栃木,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0136.Tex_Emblem_02_0136',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0136_Flag.Tex_Emblem_02_0136_Flag',,0
186,20137,群馬,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0137.Tex_Emblem_02_0137',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0137_Flag.Tex_Emblem_02_0137_Flag',,0
187,20138,埼玉,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0138.Tex_Emblem_02_0138',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0138_Flag.Tex_Emblem_02_0138_Flag',,0
188,20139,千葉,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0139.Tex_Emblem_02_0139',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0139_Flag.Tex_Emblem_02_0139_Flag',,0
189,20140,東京,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0140.Tex_Emblem_02_0140',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0140_Flag.Tex_Emblem_02_0140_Flag',,0
190,20141,神奈川,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0141.Tex_Emblem_02_0141',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0141_Flag.Tex_Emblem_02_0141_Flag',,0
191,20142,新潟,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0142.Tex_Emblem_02_0142',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0142_Flag.Tex_Emblem_02_0142_Flag',,0
192,20143,富山,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0143.Tex_Emblem_02_0143',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0143_Flag.Tex_Emblem_02_0143_Flag',,0
193,20144,石川,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0144.Tex_Emblem_02_0144',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0144_Flag.Tex_Emblem_02_0144_Flag',,0
194,20145,福井,OutLine,False,True,Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0145.Tex_Emblem_02_0145',Texture2D'/Game/GUI/Common/Tex/Emblem/02/Tex_Emblem_02_0145_Flag.Tex_Emblem_02_0145_Flag',,0
