---,QuestId,Order,OptionClearTypeId,OptionClearNum,ClearTypeId,ClearNum
889,5032,2,100,0,100,20
890,5033,1,0,0,502,3000
891,5033,2,100,0,300,1
892,5034,1,100,0,621,1500
893,5034,2,0,0,502,3000
894,5035,1,0,0,1103,5
895,5037,1,0,0,1103,2
896,5038,1,0,0,1003,1
897,5038,2,0,0,700,100
898,5039,1,0,0,1003,2
899,5039,2,0,0,1102,70
900,5040,1,0,0,1003,2
901,5040,2,0,0,1101,1
902,5041,1,0,0,1102,70
903,5042,1,0,0,1103,3
904,5043,1,0,0,600,5
905,5043,2,0,0,1102,30
906,5044,1,0,0,610,5
907,5044,2,0,0,1102,30
908,5045,1,0,0,620,5
909,5045,2,0,0,1102,30
910,5046,1,100,0,700,70
911,5046,2,0,0,1102,80
912,5047,1,0,0,301,4000
913,5047,2,0,0,401,6000
914,5048,1,102,2,1100,3
915,5048,2,100,0,1102,35
916,5049,1,0,0,1003,3
917,5050,1,0,0,1002,5
918,5050,2,103,5,1101,1
919,5051,1,0,0,1102,60
920,5051,2,103,10,1100,4
921,5052,1,0,0,1002,3
922,5053,1,0,0,1003,3
923,5053,2,0,0,1101,3
924,5054,1,0,0,1102,110
925,5054,2,0,0,1101,4
926,5055,1,0,0,1102,210
927,5055,2,0,0,1101,7
928,5056,1,100,0,500,5
929,5057,1,103,1,800,5
930,5058,1,0,0,1101,1
931,5059,1,0,0,1300,1
932,5060,1,0,0,1300,3
933,5060,2,0,0,1000,3
934,5061,1,0,0,1300,6
935,5061,2,0,0,901,12
936,5066,1,0,0,1002,1
937,5067,1,0,0,1003,2
938,5067,2,0,0,700,100
939,5068,1,0,0,501,1
940,5069,1,0,0,1102,80
941,5069,2,0,0,900,15
942,5070,1,0,0,1003,1
943,5071,1,0,0,1103,2
944,5071,2,0,0,900,5
945,5072,1,0,0,100,30
946,5072,2,0,0,1102,50
947,5073,1,0,0,1002,3
948,5073,2,0,0,1000,1
949,5074,1,0,0,1400,2
950,5074,2,0,0,701,3
951,5075,1,0,0,1002,2
952,5075,2,0,0,900,15
953,5076,1,0,0,1003,2
954,5076,2,0,0,901,5
955,5077,1,0,0,3002,2
956,5077,2,0,0,251,1000
957,5078,1,0,0,502,2000
958,5078,2,0,0,500,1
959,5079,1,0,0,250,1
960,5079,2,0,0,550,2000
961,5080,1,0,0,1102,60
962,5080,2,0,0,700,60
963,5081,1,0,0,700,250
964,5082,1,0,0,900,30
965,5083,1,0,0,1102,77
966,5084,1,0,0,1002,1
967,5085,1,0,0,1003,2
968,5085,2,0,0,900,15
969,5086,1,0,0,700,180
970,5086,2,0,0,901,5
971,5087,1,0,0,501,1
972,5087,2,0,0,1102,100
973,5088,1,0,0,1002,1
974,5088,2,0,0,504,2020
975,5089,1,0,0,900,15
976,5089,2,0,0,502,12000
977,5090,1,0,0,1003,3
978,5090,2,0,0,503,15000
979,5091,1,0,0,1102,90
980,5091,2,0,0,621,1000
981,5092,1,0,0,1002,1
982,5093,1,0,0,1003,2
983,5093,2,0,0,1102,90
984,5094,1,0,0,1001,3
985,5094,2,0,0,100,15
986,5095,1,0,0,1300,2
987,5100,1,0,0,504,20000
988,5101,1,0,0,501,10
989,5102,1,0,0,1001,5
990,5103,1,0,0,1003,10
991,5104,1,0,0,1003,1
992,5105,1,0,0,1002,2
993,5105,2,0,0,901,10
994,5106,1,0,0,1001,3
995,5106,2,0,0,100,15
996,5107,1,0,0,1101,1
997,5107,2,0,0,621,222
998,5108,1,0,0,1003,1
999,5109,1,0,0,1002,2
1000,5109,2,0,0,901,10
1001,5110,1,0,0,1001,3
1002,5110,2,0,0,100,15
1003,5111,1,0,0,1101,1
1004,5111,2,0,0,504,426
1005,5112,1,0,0,1003,1
1006,5113,1,0,0,1002,2
1007,5113,2,0,0,901,10
1008,5114,1,0,0,1001,3
1009,5114,2,0,0,100,15
1010,5115,1,0,0,1101,1
1011,5115,2,0,0,505,617
1012,5116,1,0,0,1003,1
1013,5117,1,0,0,1002,2
1014,5117,2,0,0,901,10
1015,5118,1,0,0,1001,3
1016,5118,2,0,0,100,15
1017,5119,1,0,0,1101,1
1018,5119,2,0,0,611,812
1019,5120,1,0,0,1002,1
1020,5121,1,0,0,1003,2
1021,5121,2,0,0,1102,90
1022,5122,1,0,0,1001,3
1023,5122,2,0,0,100,15
1024,5123,1,0,0,1300,2
1025,5124,1,0,0,1003,1
1026,5125,1,0,0,900,15
1027,5125,2,0,0,611,5000
1028,5126,1,0,0,1002,3
1029,5126,2,0,0,503,10000
1030,5127,1,0,0,1003,3
1031,5127,2,0,0,1101,1
1032,5128,1,0,0,1001,1
1033,5129,1,101,2,600,3
1034,5130,1,101,2,610,3
1035,5131,1,101,3,620,2
1036,5132,1,0,0,901,7
1037,5133,1,0,0,1102,77
1038,5133,2,0,0,504,7777
1039,5134,1,0,0,701,7
1040,5134,2,0,0,507,7777
1041,5135,1,0,0,1101,1
1042,5135,2,0,0,508,7777
1043,5136,1,0,0,1002,1
1044,5137,1,0,0,700,300
1045,5137,2,0,0,504,10000
1046,5138,1,0,0,1003,3
1047,5138,2,0,0,610,10
1048,5139,1,0,0,1102,90
1049,5139,2,0,0,503,10000
1050,5140,1,0,0,1001,1
1051,5141,1,0,0,1003,2
1052,5141,2,0,0,100,15
1053,5142,1,0,0,901,5
1054,5142,2,0,0,201,1000
1055,5143,1,0,0,1002,3
1056,5143,2,0,0,301,3000
1057,6001,1,0,0,500,1
1058,6002,1,0,0,100,30
1059,6003,1,0,0,700,50
1060,6004,1,0,0,201,2000
1061,6005,1,0,0,601,5000
1062,6006,1,0,0,611,5000
1063,6007,1,0,0,621,1500
1064,6008,1,0,0,502,30000
1065,6009,1,0,0,503,30000
1066,6010,1,0,0,1000,1
1067,6011,1,0,0,1003,1
1068,6012,1,0,0,1002,3
1069,6013,1,0,0,1101,5
1070,6014,1,0,0,1103,5
1071,6015,1,103,10,1100,5
1072,6016,1,103,10,1100,1
1073,6017,1,0,0,504,2019
1074,6018,1,0,0,1001,3
1075,6019,1,0,0,300,1
1076,6020,1,0,0,610,10
1077,6020,2,100,0,502,3000
1078,6021,1,0,0,1003,2
1079,6021,2,103,1,1101,1
1080,6022,1,0,0,401,5000
1081,6023,1,100,0,100,40
1082,6023,2,0,0,500,10
1083,6024,1,0,0,900,10
1084,6024,2,0,0,1001,1
1085,6025,1,0,0,501,3
1086,6026,1,0,0,610,20
1087,6026,2,0,0,502,10000
1088,6026,3,0,0,503,10000
1089,6027,1,0,0,901,15
1090,6027,2,0,0,501,6
1091,6028,1,0,0,1100,5
1092,6029,1,0,0,1100,3
1093,6029,2,0,0,500,30
1094,6029,3,100,0,700,100
1095,6030,1,100,0,621,1500
1096,6030,2,0,0,1003,1
1097,6031,1,0,0,400,1
1098,6031,2,100,0,200,1
1099,6032,1,0,0,900,3
1100,6032,2,100,0,100,20
1101,6033,1,0,0,502,3000
1102,6033,2,100,0,300,1
1103,6034,1,100,0,621,1500
1104,6034,2,0,0,502,3000
1105,6035,1,0,0,1103,5
1106,6037,1,0,0,1103,2
1107,6038,1,0,0,1003,1
1108,6038,2,0,0,700,100
1109,6039,1,0,0,1003,2
1110,6039,2,0,0,1102,70
1111,6040,1,0,0,1003,2
1112,6040,2,0,0,1101,1
1113,6041,1,0,0,1102,70
1114,6042,1,0,0,1103,3
1115,6043,1,0,0,600,5
1116,6043,2,0,0,1102,30
1117,6044,1,0,0,610,5
1118,6044,2,0,0,1102,30
1119,6045,1,0,0,620,5
1120,6045,2,0,0,1102,30
1121,6046,1,100,0,700,70
1122,6046,2,0,0,1102,80
1123,6047,1,0,0,301,4000
1124,6047,2,0,0,401,6000
1125,6048,1,102,2,1100,3
1126,6048,2,100,0,1102,35
1127,6049,1,0,0,1003,3
1128,6050,1,0,0,1002,5
1129,6050,2,103,5,1101,1
1130,6051,1,0,0,1102,60
1131,6051,2,103,10,1100,4
1132,6052,1,0,0,1002,3
1133,6053,1,0,0,1003,3
1134,6053,2,0,0,1101,3
1135,6054,1,0,0,1102,110
1136,6054,2,0,0,1101,4
1137,6055,1,0,0,1102,210
1138,6055,2,0,0,1101,7
1139,6056,1,100,0,500,5
1140,6057,1,103,1,800,5
1141,6058,1,0,0,1101,1
1142,6059,1,0,0,1300,1
1143,6060,1,0,0,1300,3
1144,6060,2,0,0,1000,3
1145,6061,1,0,0,1300,6
1146,6061,2,0,0,901,12
1147,6066,1,0,0,1002,1
1148,6067,1,0,0,1003,2
1149,6067,2,0,0,700,100
1150,6068,1,0,0,501,1
1151,6069,1,0,0,1102,80
1152,6069,2,0,0,900,15
1153,6070,1,0,0,1003,1
1154,6071,1,0,0,1103,2
1155,6071,2,0,0,900,5
1156,6072,1,0,0,100,30
1157,6072,2,0,0,1102,50
1158,6073,1,0,0,1002,3
1159,6073,2,0,0,1000,1
1160,6074,1,0,0,1400,2
1161,6074,2,0,0,701,3
1162,6075,1,0,0,1002,2
1163,6075,2,0,0,900,15
1164,6076,1,0,0,1003,2
1165,6076,2,0,0,901,5
1166,6077,1,0,0,3002,2
1167,6077,2,0,0,251,1000
1168,6078,1,0,0,502,2000
1169,6078,2,0,0,500,1
1170,6079,1,0,0,250,1
1171,6079,2,0,0,550,2000
1172,6080,1,0,0,1102,60
1173,6080,2,0,0,700,60
1174,6081,1,0,0,700,250
1175,6082,1,0,0,900,30
1176,6083,1,0,0,1102,77
1177,6084,1,0,0,1002,1
1178,6085,1,0,0,1003,2
1179,6085,2,0,0,900,15
1180,6086,1,0,0,700,180
1181,6086,2,0,0,901,5
1182,6087,1,0,0,501,1
1183,6087,2,0,0,1102,100
1184,6088,1,0,0,1002,1
1185,6088,2,0,0,504,2020
1186,6089,1,0,0,900,15
1187,6089,2,0,0,502,12000
1188,6090,1,0,0,1003,3
1189,6090,2,0,0,503,15000
1190,6091,1,0,0,1102,90
1191,6091,2,0,0,621,1000
1192,6092,1,0,0,1002,1
1193,6093,1,0,0,1003,2
1194,6093,2,0,0,1102,90
1195,6094,1,0,0,1001,3
1196,6094,2,0,0,100,15
1197,6095,1,0,0,1300,2
1198,6100,1,0,0,504,20000
1199,6101,1,0,0,501,10
1200,6102,1,0,0,1001,5
1201,6103,1,0,0,1003,10
1202,6104,1,0,0,1003,1
1203,6105,1,0,0,1002,2
1204,6105,2,0,0,901,10
1205,6106,1,0,0,1001,3
1206,6106,2,0,0,100,15
1207,6107,1,0,0,1101,1
1208,6107,2,0,0,621,222
1209,6108,1,0,0,1003,1
1210,6109,1,0,0,1002,2
1211,6109,2,0,0,901,10
1212,6110,1,0,0,1001,3
1213,6110,2,0,0,100,15
1214,6111,1,0,0,1101,1
1215,6111,2,0,0,504,426
1216,6112,1,0,0,1003,1
1217,6113,1,0,0,1002,2
1218,6113,2,0,0,901,10
1219,6114,1,0,0,1001,3
1220,6114,2,0,0,100,15
1221,6115,1,0,0,1101,1
1222,6115,2,0,0,505,617
1223,6116,1,0,0,1003,1
1224,6117,1,0,0,1002,2
1225,6117,2,0,0,901,10
1226,6118,1,0,0,1001,3
1227,6118,2,0,0,100,15
1228,6119,1,0,0,1101,1
1229,6119,2,0,0,611,812
1230,6120,1,0,0,1002,1
1231,6121,1,0,0,1003,2
1232,6121,2,0,0,1102,90
1233,6122,1,0,0,1001,3
1234,6122,2,0,0,100,15
1235,6123,1,0,0,1300,2
1236,6124,1,0,0,1003,1
1237,6125,1,0,0,900,15
1238,6125,2,0,0,611,5000
1239,6126,1,0,0,1002,3
1240,6126,2,0,0,503,10000
1241,6127,1,0,0,1003,3
1242,6127,2,0,0,1101,1
1243,6128,1,0,0,1001,1
1244,6129,1,101,2,600,3
1245,6130,1,101,2,610,3
1246,6131,1,101,3,620,2
1247,6132,1,0,0,901,7
1248,6133,1,0,0,1102,77
1249,6133,2,0,0,504,7777
1250,6134,1,0,0,701,7
1251,6134,2,0,0,507,7777
1252,6135,1,0,0,1101,1
1253,6135,2,0,0,508,7777
1254,6136,1,0,0,1002,1
1255,6137,1,0,0,700,300
1256,6137,2,0,0,504,10000
1257,6138,1,0,0,1003,3
1258,6138,2,0,0,610,10
1259,6139,1,0,0,1102,90
1260,6139,2,0,0,503,10000
1261,6140,1,0,0,1001,1
1262,6141,1,0,0,1003,2
1263,6141,2,0,0,100,15
1264,6142,1,0,0,901,5
1265,6142,2,0,0,201,1000
1266,6143,1,0,0,1002,3
1267,6143,2,0,0,301,3000
