---,PlateID,BodyTexture,AlphaTexture,Animation,Descprition
001_405,001_405,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_001_405.playertitle_001_405',None,-1,ジューン　ナギ
001_406,001_406,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_001_406.playertitle_001_406',None,-1,ジューン　カズマ
200_101,200_101,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_101.ui_com_playertitle_200_101',None,-1,みかこし１
200_102,200_102,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_102.ui_com_playertitle_200_102',None,-1,みかこし２
200_103,200_103,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_103.ui_com_playertitle_200_103',None,-1,みかこし３
200_104,200_104,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_104.ui_com_playertitle_200_104',None,-1,みかこし４
200_201,200_201,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_201.ui_com_playertitle_200_201',None,-1,すわあやか１
200_202,200_202,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_202.ui_com_playertitle_200_202',None,-1,すわあやか２
200_203,200_203,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_203.ui_com_playertitle_200_203',None,-1,すわあやか３
200_204,200_204,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_204.ui_com_playertitle_200_204',None,-1,すわあやか４
200_301,200_301,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_301.ui_com_playertitle_200_301',None,-1,さとうみゆき１
200_302,200_302,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_302.ui_com_playertitle_200_302',None,-1,さとうみゆき２
200_303,200_303,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_303.ui_com_playertitle_200_303',None,-1,さとうみゆき３
200_304,200_304,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_304.ui_com_playertitle_200_304',None,-1,さとうみゆき４
200_401,200_401,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_401.ui_com_playertitle_200_401',None,-1,たかみな1
200_402,200_402,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_402.ui_com_playertitle_200_402',None,-1,たかみな2
200_403,200_403,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_403.ui_com_playertitle_200_403',None,-1,たかみな3
200_404,200_404,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_404.ui_com_playertitle_200_404',None,-1,たかみな4
200_501,200_501,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_501.ui_com_playertitle_200_501',None,-1,うりょっち１
200_502,200_502,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_502.ui_com_playertitle_200_502',None,-1,うりょっち２
200_503,200_503,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_503.ui_com_playertitle_200_503',None,-1,うりょっち３
200_504,200_504,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_504.ui_com_playertitle_200_504',None,-1,うりょっち４
200_601,200_601,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_601.ui_com_playertitle_200_601',None,-1,かぐらひろゆき1
200_602,200_602,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_602.ui_com_playertitle_200_602',None,-1,かぐらひろゆき2
200_603,200_603,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_603.ui_com_playertitle_200_603',None,-1,かぐらひろゆき3
200_604,200_604,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_200_604.ui_com_playertitle_200_604',None,-1,かぐらひろゆき4
200_701,200_701,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_701.playertitle_200_701',None,-1,アーサー1
200_702,200_702,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_702.playertitle_200_702',None,-1,アーサー2
200_703,200_703,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_703.playertitle_200_703',None,-1,アーサー3
200_704,200_704,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_704.playertitle_200_704',None,-1,アーサー4
201_001,201_001,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_101.ui_com_playertitle_201_101',None,-1,たんたん１
201_002,201_002,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_102.ui_com_playertitle_201_102',None,-1,たんたん２
201_003,201_003,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_103.ui_com_playertitle_201_103',None,-1,たんたん３
201_004,201_004,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_104.ui_com_playertitle_201_104',None,-1,たんたん４
201_101,201_101,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_201.ui_com_playertitle_201_201',None,-1,いしかわ１
201_102,201_102,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_202.ui_com_playertitle_201_202',None,-1,いしかわ２
201_103,201_103,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_203.ui_com_playertitle_201_203',None,-1,いしかわ３
201_104,201_104,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_204.ui_com_playertitle_201_204',None,-1,いしかわ４
201_201,201_201,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_001.ui_com_playertitle_201_001',None,-1,いしだ１
201_202,201_202,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_002.ui_com_playertitle_201_002',None,-1,いしだ２
201_203,201_203,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_003.ui_com_playertitle_201_003',None,-1,いしだ３
201_204,201_204,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/ui_com_playertitle_201_004.ui_com_playertitle_201_004',None,-1,いしだ４
300_101,300_101,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_101.playertitle_300_101',None,-1,翔握戦2019＃1　優勝
300_102,300_102,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_102.playertitle_300_102',None,-1,翔握戦2019＃1　準優勝
300_103,300_103,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_103.playertitle_300_103',None,-1,翔握戦2019＃1　三位
300_104,300_104,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_104.playertitle_300_104',None,-1,翔握戦2019＃2　優勝
300_105,300_105,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_105.playertitle_300_105',None,-1,翔握戦2019＃2　準優勝
300_106,300_106,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_106.playertitle_300_106',None,-1,翔握戦2019＃2　三位
300_131,300_131,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_131.playertitle_300_131',None,-1,翔握戦2019＃3　優勝
300_132,300_132,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_132.playertitle_300_132',None,-1,翔握戦2019＃3　準優勝
300_133,300_133,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_133.playertitle_300_133',None,-1,翔握戦2019＃3　三位
300_141,300_141,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_141.playertitle_300_141',None,-1,翔握戦2019＃4　優勝
300_142,300_142,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_142.playertitle_300_142',None,-1,翔握戦2019＃4　準優勝
300_143,300_143,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_143.playertitle_300_143',None,-1,翔握戦2019＃4　三位
300_151,300_151,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_151.playertitle_300_151',None,-1,翔握戦2019＃5　優勝
300_152,300_152,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_152.playertitle_300_152',None,-1,翔握戦2019＃5　準優勝
300_153,300_153,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_153.playertitle_300_153',None,-1,翔握戦2019＃5　三位
300_161,300_161,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_161.playertitle_300_161',None,-1,翔握戦2019＃6　優勝
300_162,300_162,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_162.playertitle_300_162',None,-1,翔握戦2019＃6　準優勝
300_163,300_163,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_163.playertitle_300_163',None,-1,翔握戦2019＃6　三位
300_171,300_171,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_171.playertitle_300_171',None,-1,翔握戦2019＃7　優勝
300_172,300_172,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_172.playertitle_300_172',None,-1,翔握戦2019＃7　準優勝
300_173,300_173,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_173.playertitle_300_173',None,-1,翔握戦2019＃7　三位
300_181,300_181,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_181.playertitle_300_181',None,-1,翔握戦2019＃8　優勝
300_182,300_182,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_182.playertitle_300_182',None,-1,翔握戦2019＃8　準優勝
300_183,300_183,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_300_183.playertitle_300_183',None,-1,翔握戦2019＃8　三位
311_211,311_211,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_211.playertitle_311_211',None,-1,翔握戦2020＃1　優勝
311_212,311_212,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_212.playertitle_311_212',None,-1,翔握戦2020＃1　準優勝
311_213,311_213,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_213.playertitle_311_213',None,-1,翔握戦2020＃1　三位
311_221,311_221,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_221.playertitle_311_221',None,-1,翔握戦2020＃2　優勝
311_222,311_222,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_222.playertitle_311_222',None,-1,翔握戦2020＃2　準優勝
311_223,311_223,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_223.playertitle_311_223',None,-1,翔握戦2020＃2　三位
311_231,311_231,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_231.playertitle_311_231',None,-1,翔握戦2020＃3　優勝
311_232,311_232,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_232.playertitle_311_232',None,-1,翔握戦2020＃3　準優勝
311_233,311_233,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_233.playertitle_311_233',None,-1,翔握戦2020＃3　三位
311_241,311_241,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_241.playertitle_311_241',None,-1,翔握戦2020＃4　優勝
311_242,311_242,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_242.playertitle_311_242',None,-1,翔握戦2020＃4　準優勝
311_243,311_243,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_311_243.playertitle_311_243',None,-1,翔握戦2020＃4　三位
310_101,310_101,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_101.playertitle_310_101',None,-1,Round1Tournament2019＃1　優勝
310_102,310_102,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_102.playertitle_310_102',None,-1,Round1Tournament2019＃1　準優勝
310_103,310_103,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_103.playertitle_310_103',None,-1,Round1Tournament2019＃1　三位
310_111,310_111,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_111.playertitle_310_111',None,-1,Round1Tournament2019＃2　優勝
310_112,310_112,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_112.playertitle_310_112',None,-1,Round1Tournament2019＃2　準優勝
310_113,310_113,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_113.playertitle_310_113',None,-1,Round1Tournament2019＃2　三位
310_121,310_121,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_121.playertitle_310_121',None,-1,Round1Tournament2019＃3　優勝
310_122,310_122,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_122.playertitle_310_122',None,-1,Round1Tournament2019＃3　準優勝
310_123,310_123,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_123.playertitle_310_123',None,-1,Round1Tournament2019＃3　三位
310_131,310_131,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_131.playertitle_310_131',None,-1,Round1Tournament2019＃4　優勝
310_132,310_132,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_132.playertitle_310_132',None,-1,Round1Tournament2019＃4　準優勝
310_133,310_133,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_133.playertitle_310_133',None,-1,Round1Tournament2019＃4　三位
310_141,310_141,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_141.playertitle_310_141',None,-1,Round1Tournament2019＃5　優勝
310_142,310_142,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_142.playertitle_310_142',None,-1,Round1Tournament2019＃5　準優勝
310_143,310_143,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_143.playertitle_310_143',None,-1,Round1Tournament2019＃5　三位
310_161,310_161,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_161.playertitle_310_161',None,-1,Round1Tournament2019＃6　優勝
310_162,310_162,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_162.playertitle_310_162',None,-1,Round1Tournament2019＃6　準優勝
310_163,310_163,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_163.playertitle_310_163',None,-1,Round1Tournament2019＃6　三位
310_171,310_171,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_171.playertitle_310_171',None,-1,Round1Tournament2019＃7　優勝
310_172,310_172,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_172.playertitle_310_172',None,-1,Round1Tournament2019＃7　準優勝
310_173,310_173,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_173.playertitle_310_173',None,-1,Round1Tournament2019＃7　三位
310_181,310_181,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_181.playertitle_310_181',None,-1,Round1Tournament2019＃8　優勝
310_182,310_182,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_182.playertitle_310_182',None,-1,Round1Tournament2019＃8　準優勝
310_183,310_183,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_183.playertitle_310_183',None,-1,Round1Tournament2019＃8　三位
310_191,310_191,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_191.playertitle_310_191',None,-1,Round1Tournament2019＃9　優勝
310_192,310_192,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_192.playertitle_310_192',None,-1,Round1Tournament2019＃9　準優勝
310_193,310_193,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_193.playertitle_310_193',None,-1,Round1Tournament2019＃9　三位
310_251,310_251,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_251.playertitle_310_251',None,-1,Round1Tournament2019＃10　優勝
310_252,310_252,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_252.playertitle_310_252',None,-1,Round1Tournament2019＃10　準優勝
310_253,310_253,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_253.playertitle_310_253',None,-1,Round1Tournament2019＃10　三位
310_174,310_174,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_174.playertitle_310_174',None,-1,RoundAZ-One 優勝
310_175,310_175,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_175.playertitle_310_175',None,-1,RoundAZ-One 準優勝
310_176,310_176,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_176.playertitle_310_176',None,-1,RoundAZ-One 三位
312_311,312_311,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_311.playertitle_312_311',None,-1,Round1Tournament2020＃1　優勝
312_312,312_312,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_312.playertitle_312_312',None,-1,Round1Tournament2020＃1　準優勝
312_313,312_313,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_313.playertitle_312_313',None,-1,Round1Tournament2020＃1　三位
312_321,312_321,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_321.playertitle_312_321',None,-1,Round1Tournament2020＃2　優勝
312_322,312_322,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_322.playertitle_312_322',None,-1,Round1Tournament2020＃2　準優勝
312_323,312_323,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_323.playertitle_312_323',None,-1,Round1Tournament2020＃2　三位
312_331,312_331,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_331.playertitle_312_331',None,-1,Round1Tournament2020＃3　優勝
312_332,312_332,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_332.playertitle_312_332',None,-1,Round1Tournament2020＃3　準優勝
312_333,312_333,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_333.playertitle_312_333',None,-1,Round1Tournament2020＃3　三位
312_341,312_341,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_341.playertitle_312_341',None,-1,Round1Tournament2020＃4　優勝
312_342,312_342,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_342.playertitle_312_342',None,-1,Round1Tournament2020＃4　準優勝
312_343,312_343,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_343.playertitle_312_343',None,-1,Round1Tournament2020＃4　三位
312_391,312_391,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_391.playertitle_312_391',None,-1,RoundAZ-One 2020 優勝
312_392,312_392,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_392.playertitle_312_392',None,-1,RoundAZ-One 2020 準優勝
312_393,312_393,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_393.playertitle_312_393',None,-1,RoundAZ-One 2020 三位
310_211,310_211,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_211.playertitle_310_211',None,-1,Championship2019#1　優勝
310_212,310_212,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_212.playertitle_310_212',None,-1,Championship2019#1　準優勝
310_213,310_213,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_213.playertitle_310_213',None,-1,Championship2019#1　三位
310_221,310_221,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_221.playertitle_310_221',None,-1,Championship2019#2　優勝
310_222,310_222,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_222.playertitle_310_222',None,-1,Championship2019#2　準優勝
310_223,310_223,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_223.playertitle_310_223',None,-1,Championship2019#2　三位
310_231,310_231,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_231.playertitle_310_231',None,-1,Championship2019#3　優勝
310_232,310_232,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_232.playertitle_310_232',None,-1,Championship2019#3　準優勝
310_233,310_233,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_233.playertitle_310_233',None,-1,Championship2019#3　三位
310_241,310_241,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_241.playertitle_310_241',None,-1,Championship2019#4　優勝
310_242,310_242,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_242.playertitle_310_242',None,-1,Championship2019#4　準優勝
310_243,310_243,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_243.playertitle_310_243',None,-1,Championship2019#4　三位
312_511,312_511,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_511.playertitle_312_511',None,-1,Championship2020#1　優勝
312_512,312_512,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_512.playertitle_312_512',None,-1,Championship2020#1　準優勝
312_513,312_513,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_513.playertitle_312_513',None,-1,Championship2020#1　三位
312_521,312_521,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_521.playertitle_312_521',None,-1,Championship2020#2　優勝
312_522,312_522,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_522.playertitle_312_522',None,-1,Championship2020#2　準優勝
312_523,312_523,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_523.playertitle_312_523',None,-1,Championship2020#2　三位
312_531,312_531,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_531.playertitle_312_531',None,-1,Championship2020#3　優勝
312_532,312_532,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_532.playertitle_312_532',None,-1,Championship2020#3　準優勝
312_533,312_533,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_533.playertitle_312_533',None,-1,Championship2020#3　三位
312_541,312_541,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_541.playertitle_312_541',None,-1,Championship2020#4　優勝
312_542,312_542,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_542.playertitle_312_542',None,-1,Championship2020#4　準優勝
312_543,312_543,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_312_543.playertitle_312_543',None,-1,Championship2020#4　三位
310_201,310_201,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_310_201.playertitle_310_201',None,-1,女子会#1
004_123,004_123,MaterialInstanceConstant'/Game/GUI/Common/Mat/PlayerTitle/MI_playertitle_004_123.MI_playertitle_004_123',None,0,
004_124,004_124,MaterialInstanceConstant'/Game/GUI/Common/Mat/PlayerTitle/MI_playertitle_004_124.MI_playertitle_004_124',None,0,
101_401,101_401,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_401.playertitle_101_401',None,-1,
101_402,101_402,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_402.playertitle_101_402',None,-1,
101_403,101_403,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_403.playertitle_101_403',None,-1,
101_404,101_404,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_404.playertitle_101_404',None,-1,
101_405,101_405,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_405.playertitle_101_405',None,-1,
101_406,101_406,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_406.playertitle_101_406',None,-1,
101_407,101_407,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_407.playertitle_101_407',None,-1,
101_408,101_408,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_408.playertitle_101_408',None,-1,
101_409,101_409,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_409.playertitle_101_409',None,-1,
101_410,101_410,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_410.playertitle_101_410',None,-1,
101_411,101_411,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_411.playertitle_101_411',None,-1,
101_412,101_412,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_412.playertitle_101_412',None,-1,
101_413,101_413,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_413.playertitle_101_413',None,-1,
101_414,101_414,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_414.playertitle_101_414',None,-1,
101_415,101_415,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_101_415.playertitle_101_415',None,-1,
200_105,200_105,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_105.playertitle_200_105',None,-1,
200_106,200_106,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_106.playertitle_200_106',None,-1,
200_107,200_107,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_107.playertitle_200_107',None,-1,
200_108,200_108,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_108.playertitle_200_108',None,-1,
200_109,200_109,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_109.playertitle_200_109',None,-1,
200_110,200_110,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_110.playertitle_200_110',None,-1,
200_205,200_205,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_205.playertitle_200_205',None,-1,
200_206,200_206,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_206.playertitle_200_206',None,-1,
200_207,200_207,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_207.playertitle_200_207',None,-1,
200_208,200_208,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_208.playertitle_200_208',None,-1,
200_209,200_209,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_209.playertitle_200_209',None,-1,
200_210,200_210,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_210.playertitle_200_210',None,-1,
200_305,200_305,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_305.playertitle_200_305',None,-1,
200_306,200_306,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_306.playertitle_200_306',None,-1,
200_307,200_307,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_307.playertitle_200_307',None,-1,
200_308,200_308,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_308.playertitle_200_308',None,-1,
200_309,200_309,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_309.playertitle_200_309',None,-1,
200_310,200_310,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_310.playertitle_200_310',None,-1,
200_405,200_405,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_405.playertitle_200_405',None,-1,
200_406,200_406,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_406.playertitle_200_406',None,-1,
200_407,200_407,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_407.playertitle_200_407',None,-1,
200_408,200_408,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_408.playertitle_200_408',None,-1,
200_409,200_409,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_409.playertitle_200_409',None,-1,
200_410,200_410,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_410.playertitle_200_410',None,-1,
200_505,200_505,Texture2D'/Game/GUI/Common/Tex/PlayerTitle/playertitle_200_505.playertitle_200_505',None,-1,
